iteration,log_likelihood
0,-5754.932195407156
1,-5527.102295584003
2,-5467.312795230035
3,-5438.950134750001
4,-5420.223711821313
5,-5405.295225657336
6,-5392.844401796515
7,-5382.73304118236
8,-5374.952265449322
9,-5369.278546989767
10,-5365.262811676146
11,-5362.336055152838
12,-5359.860185724089
13,-5357.066246981012
14,-5353.361177230622
15,-5350.839224597385
16,-5347.627887076006
17,-5344.703409201412
18,-5342.370211691904
19,-5340.201824601209
20,-5337.639191793168
21,-5334.242383295669
22,-5330.607677053843
23,-5328.579713287848
24,-5327.898249945009
25,-5327.680795436176
26,-5327.601481591143
27,-5327.565968958822
28,-5327.546655024497
29,-5327.534661422228
30,-5327.526638637726
31,-5327.521056719001
32,-5327.51708810924
33,-5327.514229214093
34,-5327.512151334115
35,-5327.510630762433
36,-5327.509511596436
37,-5327.508683428114
38,-5327.508067329356
39,-5327.507606465931
40,-5327.507259695793
41,-5327.506997117342
42,-5327.5067969254105
43,-5327.506643162794
44,-5327.506524125217
45,-5327.506431203858
46,-5327.506358034233
47,-5327.506299905398
48,-5327.506253305885
49,-5327.50621561366
50,-5327.506184857401
51,-5327.5061595495235
52,-5327.506138559961
53,-5327.506121021394
54,-5327.506106267663
55,-5327.5060937783965
56,-5327.506083148634
57,-5327.506074055918
58,-5327.50606624565
59,-5327.506059510279
60,-5327.5060536847295
61,-5327.506048631339
62,-5327.5060442365175
63,-5327.506040407637
64,-5327.5060370654355
65,-5327.506034143421
66,-5327.506031585823
67,-5327.506029345383
68,-5327.50602738024
69,-5327.50602565557
70,-5327.506024141231
71,-5327.506022810208
72,-5327.5060216402435
73,-5327.5060206113
74,-5327.506019705994
