from_state,sensory,prior,lapse
sensory,0.9464161674511345,0.0057819727310826335,0.04780185981778292
prior,0.010989780070424955,0.9890101914197833,2.850979171410928e-08
lapse,0.7619215247915402,0.007013004330600168,0.23106547087785975
