from_state,sensory,prior,lapse
sensory,0.732840152959725,0.2640496563663053,0.0031101906739697143
prior,0.663511295499057,0.3364886952287378,9.27220513831887e-09
lapse,0.1056683708716721,0.8943312674467546,3.616815732241963e-07
