iteration,log_likelihood
1,-4376.773946679511
2,-3933.7223351643142
3,-3887.1746496203605
4,-3880.1751766476045
5,-3878.178021840193
6,-3877.241558602852
7,-3876.659883034539
8,-3876.2293244827465
9,-3875.873943397253
10,-3875.5615017459754
11,-3875.277034713327
12,-3875.01299674496
13,-3874.7652034597604
14,-3874.5310443460385
15,-3874.3086595186696
16,-3874.0965507563865
17,-3873.8933965424603
18,-3873.697965469069
19,-3873.509077519114
20,-3873.325588365293
21,-3873.146384205744
22,-3872.970380825199
23,-3872.7965237208077
24,-3872.623787764087
25,-3872.451175718055
26,-3872.2777153560764
27,-3872.1024551279506
28,-3871.9244583868344
29,-3871.7427961832727
30,-3871.5565385777527
31,-3871.3647443365103
32,-3871.1664487639027
33,-3870.960649291421
34,-3870.746288289093
35,-3870.522232390121
36,-3870.2872474280093
37,-3870.0399678867366
38,-3869.7788595823677
39,-3869.5021741785313
40,-3869.2078941774575
41,-3868.8936673926046
42,-3868.556730880062
43,-3868.193826346784
44,-3867.801112854359
45,-3867.3740891041484
46,-3866.907547615561
47,-3866.3955968434393
48,-3865.8318025238077
49,-3865.209509176297
50,-3864.522392492159
51,-3863.7652443563766
52,-3862.9348944074027
53,-3862.0310489285202
54,-3861.0567509329326
55,-3860.018217771393
56,-3858.924003260026
57,-3857.783648855393
58,-3856.606084720503
59,-3855.3979737864042
60,-3854.162068436478
61,-3852.895664953535
62,-3851.5895915099227
63,-3850.2289129107744
64,-3848.797238959873
65,-3847.2857337099754
66,-3845.7039463368883
67,-3844.0844996612086
68,-3842.475473421824
69,-3840.9254318074777
70,-3839.4728406290424
71,-3838.1446877635235
72,-3836.9599611592816
73,-3835.9323829113514
74,-3835.0696530213345
75,-3834.370065756161
76,-3833.820627229807
77,-3833.3996073895614
78,-3833.0818875881832
79,-3832.843696887388
80,-3832.6651072366
81,-3832.530590237543
82,-3832.4285415368004
83,-3832.350472916749
84,-3832.2902270447585
85,-3832.2433382443974
86,-3832.2065524248947
87,-3832.177480450431
88,-3832.1543523550536
89,-3832.1358441551483
90,-3832.120955744354
91,-3832.108924404696
92,-3832.099163115023
93,-3832.0912161775163
94,-3832.084727008236
95,-3832.0794145341747
96,-3832.0750557297088
97,-3832.0714725711846
98,-3832.068522199653
99,-3832.0660894347225
100,-3832.064081027385
101,-3832.0624212109587
102,-3832.061048229868
103,-3832.059911611571
104,-3832.0589700081787
105,-3832.0581894783295
106,-3832.0575421120557
107,-3832.057004924727
108,-3832.0565589635708
109,-3832.056188583156
110,-3832.055880855958
111,-3832.055625091347
112,-3832.055412442207
113,-3832.0552355824047
114,-3832.0550884419167
115,-3832.054965988979
116,-3832.0548640506295
117,-3832.054779164714
118,-3832.0547084577506
119,-3832.054649543995
120,-3832.054600441997
121,-3832.0545595056033
122,-3832.0545253667733
123,-3832.0544968882828
124,-3832.0544731245236
125,-3832.0544532889603
126,-3832.0544367272264
127,-3832.0544228947406
128,-3832.054411338182
129,-3832.054401680067
130,-3832.0543936060076
131,-3832.0543868540653
132,-3832.05438120594
133,-3832.0543764796726
134,-3832.0543725235234
135,-3832.0543692109363
136,-3832.054366436313
137,-3832.054364111538
138,-3832.0543621630277
139,-3832.054360529349
140,-3832.054359159179
141,-3832.054358009637
142,-3832.0543570448713
