from_state,sensory,prior,lapse
sensory,0.9604312386180044,5.391447427500712e-09,0.03956875599054821
prior,0.0006390268473880262,0.9909216314294993,0.008439341723112729
lapse,0.8092570551685967,0.11677676130622944,0.07396618352517384
