iteration,log_likelihood
1,-6722.465276743169
2,-6577.661200167484
3,-6521.556265636825
4,-6494.260089107487
5,-6474.54540954574
6,-6455.414705933039
7,-6435.236912447782
8,-6415.333447173625
9,-6399.562596878399
10,-6389.565800002622
11,-6383.61191214275
12,-6379.845173893351
13,-6377.235222267849
14,-6375.289017825289
15,-6373.765932552071
16,-6372.537347567557
17,-6371.526502602324
18,-6370.682925945456
19,-6369.971015114572
20,-6369.364483591899
21,-6368.843358413921
22,-6368.3921763107055
23,-6367.998802787359
24,-6367.65361168168
25,-6367.348893587318
26,-6367.078419592538
27,-6366.837114931716
28,-6366.6208123560145
29,-6366.426064171708
30,-6366.249997863343
31,-6366.090204333081
32,-6365.9446507092525
33,-6365.811611785867
34,-6365.689615688217
35,-6365.577400480553
36,-6365.47387925362
37,-6365.37811183447
38,-6365.289281707779
39,-6365.206677069554
40,-6365.129675181637
41,-6365.057729381312
42,-6364.990358240782
43,-6364.927136478392
44,-6364.867687305383
45,-6364.81167595543
46,-6364.7588041935405
47,-6364.708805639573
48,-6364.661441772238
49,-6364.616498503684
50,-6364.573783234334
51,-6364.533122313162
52,-6364.4943588415235
53,-6364.457350768738
54,-6364.421969236336
55,-6364.388097134674
56,-6364.355627841483
57,-6364.324464116602
58,-6364.294517131201
59,-6364.265705613009
60,-6364.237955091924
61,-6364.211197232636
62,-6364.185369242855
63,-6364.160413347495
64,-6364.136276320264
65,-6364.112909065737
66,-6364.090266245497
67,-6364.068305943165
68,-6364.046989363644
69,-6364.026280562585
70,-6364.006146202613
71,-6363.986555333302
72,-6363.96747919223
73,-6363.948891024878
74,-6363.930765921249
75,-6363.9130806675585
76,-6363.895813611333
77,-6363.878944538606
78,-6363.862454561951
79,-6363.846326018336
80,-6363.830542375737
81,-6363.815088147811
82,-6363.79994881572
83,-6363.7851107565175
84,-6363.770561177473
85,-6363.7562880558
86,-6363.7422800832655
87,-6363.72852661526
88,-6363.715017623999
89,-6363.701743655359
90,-6363.688695789146
91,-6363.6758656025095
92,-6363.663245136087
93,-6363.650826862853
94,-6363.638603659311
95,-6363.626568778843
96,-6363.614715827103
97,-6363.603038739236
98,-6363.591531758771
99,-6363.5801894181195
100,-6363.5690065204335
101,-6363.557978122827
102,-6363.547099520824
103,-6363.536366233861
104,-6363.525773991883
105,-6363.515318722841
106,-6363.504996541119
107,-6363.4948037366985
108,-6363.48473676514
109,-6363.4747922382185
110,-6363.4649669151895
111,-6363.4552576946735
112,-6363.445661607063
113,-6363.436175807438
114,-6363.426797568986
115,-6363.417524276771
116,-6363.408353421998
117,-6363.399282596603
118,-6363.390309488182
119,-6363.381431875257
120,-6363.372647622846
121,-6363.363954678288
122,-6363.355351067331
123,-6363.346834890499
124,-6363.338404319589
125,-6363.330057594471
126,-6363.321793020043
127,-6363.3136089633435
128,-6363.305503850841
129,-6363.2974761659225
130,-6363.289524446467
131,-6363.281647282589
132,-6363.273843314481
133,-6363.266111230413
134,-6363.258449764803
135,-6363.250857696419
136,-6363.243333846655
137,-6363.235877077912
138,-6363.2284862920515
139,-6363.2211604289405
140,-6363.213898465052
141,-6363.206699412158
142,-6363.199562316056
143,-6363.192486255399
144,-6363.185470340523
145,-6363.178513712399
146,-6363.1716155415525
147,-6363.164775027121
148,-6363.157991395875
149,-6363.151263901313
150,-6363.144591822823
151,-6363.137974464827
152,-6363.1314111559805
153,-6363.124901248431
154,-6363.118444117071
155,-6363.112039158836
156,-6363.105685792006
157,-6363.099383455581
158,-6363.093131608627
159,-6363.0869297296795
160,-6363.080777316136
161,-6363.074673883719
162,-6363.068618965886
163,-6363.06261211332
164,-6363.056652893415
165,-6363.050740889748
166,-6363.044875701622
167,-6363.039056943562
168,-6363.033284244876
169,-6363.027557249183
170,-6363.0218756139975
171,-6363.016239010278
172,-6363.0106471220215
173,-6363.005099645836
174,-6362.9995962905805
175,-6362.994136776912
176,-6362.988720836951
177,-6362.983348213885
178,-6362.978018661578
179,-6362.972731944257
180,-6362.967487836088
181,-6362.962286120883
182,-6362.957126591699
183,-6362.952009050553
184,-6362.946933308027
185,-6362.941899182986
186,-6362.936906502211
187,-6362.931955100098
188,-6362.927044818333
189,-6362.92217550557
190,-6362.917347017126
191,-6362.912559214676
192,-6362.907811965931
193,-6362.90310514435
194,-6362.898438628841
195,-6362.893812303478
196,-6362.889226057166
197,-6362.884679783411
