from_state,sensory,prior,lapse
sensory,0.6193491224058292,0.32678691673737076,0.053863960856800085
prior,0.30578949218803375,0.6942105013953431,6.416623061176e-09
lapse,0.30356654959003143,1.7068526171614765e-08,0.6964334333414424
