model_name,data_version,subject_id,fold_id,n_train_trials,n_test_trials,n_train_blocks,n_test_blocks,train_converged,train_iterations,train_final_log_likelihood,test_total_log_likelihood,test_ll_per_trial,test_perplexity,monotonic,maximum_drop,runtime_seconds,parameter_json
exchangeable_block_mixture,shuffled,2,2,5747,2130,27,10,True,85,-2894.681972537973,-1343.7967822033677,-0.6308905080766983,1.879283351348055,True,0.0,0.8206239999854006,"{""class_weights"": [[0.40234534526823323, 0.403815042002622, 0.19383961272914468], [0.04886717123246336, 0.9511328281337024, 6.338343119791949e-10], [0.42364712015178396, 0.5564153590580228, 0.01993752079019321]], ""kappaP"": {""10"": 58.201097188031675, ""20"": 17.07922111183576, ""40"": 18.135184764625386, ""80"": 21.805668972603268}, ""kappaS"": {""0.06"": 1.9380685076146786, ""0.12"": 4.670842262036649, ""0.24"": 13.022921727687542}, ""rho"": [0.3355018991069771, 0.4073456737751348, 0.25715242711788816], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,original,2,3,5747,2130,27,10,True,93,-3077.5994728767264,-1154.457467150906,-0.54199881086897,1.7194402655711165,True,0.0,0.888365499995416,"{""class_weights"": [[0.36204826879467156, 0.4270401481004775, 0.21091158310485092], [0.08390022557272644, 0.9160997736235515, 8.037220744028592e-10], [0.399590660175965, 0.5758067008247288, 0.02460263899930608]], ""kappaP"": {""10"": 66.56526891966149, ""20"": 21.05074417716778, ""40"": 20.700300274618154, ""80"": 19.669420353574594}, ""kappaS"": {""0.06"": 2.2295200091328584, ""0.12"": 5.076039191203284, ""0.24"": 12.66862105237573}, ""rho"": [0.3343026104464345, 0.333314696350916, 0.3323826932026494], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,shuffled,2,3,5747,2130,27,10,True,93,-3077.5994728767264,-1154.4574671509065,-0.5419988108689701,1.7194402655711165,True,0.0,0.8986017999995966,"{""class_weights"": [[0.36204826879467156, 0.4270401481004775, 0.21091158310485092], [0.08390022557272644, 0.9160997736235515, 8.037220744028592e-10], [0.399590660175965, 0.5758067008247288, 0.02460263899930608]], ""kappaP"": {""10"": 66.56526891966149, ""20"": 21.05074417716778, ""40"": 20.700300274618154, ""80"": 19.669420353574594}, ""kappaS"": {""0.06"": 2.2295200091328584, ""0.12"": 5.076039191203284, ""0.24"": 12.66862105237573}, ""rho"": [0.3343026104464345, 0.333314696350916, 0.3323826932026494], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,original,2,4,5962,1915,28,9,True,75,-3339.660712965077,-888.4747863228736,-0.4639555019962786,1.5903522013673348,True,0.0,0.7789606000005733,"{""class_weights"": [[0.35310323027289425, 0.43920973163176097, 0.2076870380953447], [0.1199707155290558, 0.8800292835979492, 8.7299498095775e-10], [0.36112561418711203, 0.6307524377650081, 0.00812194804787987]], ""kappaP"": {""10"": 60.756552827714415, ""20"": 26.272293086900042, ""40"": 10.17678281710571, ""80"": 21.11530416347156}, ""kappaS"": {""0.06"": 2.9578988582164327, ""0.12"": 5.94054550263036, ""0.24"": 13.802318585198783}, ""rho"": [0.39285228019641233, 0.28414793621290957, 0.32299978359067794], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,shuffled,2,4,5962,1915,28,9,True,75,-3339.660712965077,-888.4747863228737,-0.4639555019962786,1.590352201367335,True,0.0,0.7881723000027705,"{""class_weights"": [[0.35310323027289425, 0.43920973163176097, 0.2076870380953447], [0.1199707155290558, 0.8800292835979492, 8.7299498095775e-10], [0.36112561418711203, 0.6307524377650081, 0.00812194804787987]], ""kappaP"": {""10"": 60.756552827714415, ""20"": 26.272293086900042, ""40"": 10.17678281710571, ""80"": 21.11530416347156}, ""kappaS"": {""0.06"": 2.9578988582164327, ""0.12"": 5.94054550263036, ""0.24"": 13.802318585198783}, ""rho"": [0.39285228019641233, 0.28414793621290957, 0.32299978359067794], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,original,3,1,6842,2570,32,12,True,102,-2935.4715714739486,-1019.5502905441788,-0.396712175309019,1.4869278938930033,True,0.0,1.2255620999785606,"{""class_weights"": [[0.8323455979693587, 0.11307287050833643, 0.05458153152230475], [0.09411534865472404, 0.9058846503234596, 1.0218162806280843e-09], [0.6177690773112151, 0.38223081432022643, 1.0836855852561016e-07]], ""kappaP"": {""10"": 31.818537662552878, ""20"": 50.782304252708094, ""40"": 30.72538023112052, ""80"": 50.02027766336533}, ""kappaS"": {""0.06"": 3.257020058404329, ""0.12"": 10.641807536821213, ""0.24"": 28.8553330177123}, ""rho"": [0.4683472215157085, 0.18750001391636428, 0.34415276456792726], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,shuffled,3,1,6842,2570,32,12,True,102,-2935.4715714739486,-1019.5502905441788,-0.3967121753090189,1.4869278938930033,True,0.0,1.2384398999856785,"{""class_weights"": [[0.8323455979693587, 0.11307287050833643, 0.05458153152230475], [0.09411534865472404, 0.9058846503234596, 1.0218162806280843e-09], [0.6177690773112151, 0.38223081432022643, 1.0836855852561016e-07]], ""kappaP"": {""10"": 31.818537662552878, ""20"": 50.782304252708094, ""40"": 30.72538023112052, ""80"": 50.02027766336533}, ""kappaS"": {""0.06"": 3.257020058404329, ""0.12"": 10.641807536821213, ""0.24"": 28.8553330177123}, ""rho"": [0.4683472215157085, 0.18750001391636428, 0.34415276456792726], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,original,3,2,7048,2364,33,11,True,90,-3066.060544922243,-965.3573809873336,-0.4083576061706149,1.504345028056888,True,0.0,1.0456858999968972,"{""class_weights"": [[0.8340071597120828, 0.13479924072093302, 0.03119359956698411], [0.21583025013151702, 0.7841697493760016, 4.924813218071245e-10], [0.3333333333333623, 0.3333333333333126, 0.3333333333333251]], ""kappaP"": {""10"": 35.95743032864175, ""20"": 17.47087878042027, ""40"": 46.13558054534465, ""80"": 55.67091890522863}, ""kappaS"": {""0.06"": 2.758549507609564, ""0.12"": 10.541139131389453, ""0.24"": 27.313552239470262}, ""rho"": [0.6061155914959896, 0.39388437820098293, 3.030302754820967e-08], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,shuffled,3,2,7048,2364,33,11,True,90,-3066.060544922243,-965.3573809873336,-0.4083576061706149,1.504345028056888,True,0.0,1.057018399995286,"{""class_weights"": [[0.8340071597120828, 0.13479924072093302, 0.03119359956698411], [0.21583025013151702, 0.7841697493760016, 4.924813218071245e-10], [0.3333333333333623, 0.3333333333333126, 0.3333333333333251]], ""kappaP"": {""10"": 35.95743032864175, ""20"": 17.47087878042027, ""40"": 46.13558054534465, ""80"": 55.67091890522863}, ""kappaS"": {""0.06"": 2.758549507609564, ""0.12"": 10.541139131389453, ""0.24"": 27.313552239470262}, ""rho"": [0.6061155914959896, 0.39388437820098293, 3.030302754820967e-08], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,original,3,3,7075,2337,33,11,True,77,-2831.580789173944,-1111.8096147472895,-0.4757422399432134,1.6092081729057195,True,0.0,0.9317074999853504,"{""class_weights"": [[0.8585038671301519, 0.081182786096689, 0.06031334677315902], [0.1834191013937851, 0.8165808978272454, 7.789694684394683e-10], [0.6790225423650618, 0.317830473070677, 0.0031469845642612283]], ""kappaP"": {""10"": 35.694432899216615, ""20"": 32.65221257123231, ""40"": 38.23694208114978, ""80"": 55.90680064726782}, ""kappaS"": {""0.06"": 3.346981311258766, ""0.12"": 10.486533868034815, ""0.24"": 29.178638055285692}, ""rho"": [0.3694041188406034, 0.2727258501067543, 0.35787003105264215], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,shuffled,3,3,7075,2337,33,11,True,77,-2831.580789173944,-1111.8096147472895,-0.4757422399432134,1.6092081729057195,True,0.0,0.943751999991946,"{""class_weights"": [[0.8585038671301519, 0.081182786096689, 0.06031334677315902], [0.1834191013937851, 0.8165808978272454, 7.789694684394683e-10], [0.6790225423650618, 0.317830473070677, 0.0031469845642612283]], ""kappaP"": {""10"": 35.694432899216615, ""20"": 32.65221257123231, ""40"": 38.23694208114978, ""80"": 55.90680064726782}, ""kappaS"": {""0.06"": 3.346981311258766, ""0.12"": 10.486533868034815, ""0.24"": 29.178638055285692}, ""rho"": [0.3694041188406034, 0.2727258501067543, 0.35787003105264215], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,original,3,4,7271,2141,34,10,True,112,-3042.719299703341,-902.8538839434284,-0.4216972834859545,1.52454694928557,True,0.0,1.3398950999835506,"{""class_weights"": [[0.8362569356490396, 0.09986077703240537, 0.06388228731855496], [0.14356681438628546, 0.8564331849501002, 6.636143525193611e-10], [0.6651343650647368, 0.33351382664379386, 0.001351808291469468]], ""kappaP"": {""10"": 32.32680156465929, ""20"": 25.071490918633135, ""40"": 42.800629412076134, ""80"": 60.79229106007558}, ""kappaS"": {""0.06"": 3.352102252506345, ""0.12"": 11.24052146791248, ""0.24"": 28.88559886294695}, ""rho"": [0.46234169641102496, 0.26470589434820296, 0.27295240924077213], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,shuffled,3,4,7271,2141,34,10,True,112,-3042.719299703341,-902.8538839434284,-0.4216972834859545,1.52454694928557,True,0.0,1.3497471000009682,"{""class_weights"": [[0.8362569356490396, 0.09986077703240537, 0.06388228731855496], [0.14356681438628546, 0.8564331849501002, 6.636143525193611e-10], [0.6651343650647368, 0.33351382664379386, 0.001351808291469468]], ""kappaP"": {""10"": 32.32680156465929, ""20"": 25.071490918633135, ""40"": 42.800629412076134, ""80"": 60.79229106007558}, ""kappaS"": {""0.06"": 3.352102252506345, ""0.12"": 11.24052146791248, ""0.24"": 28.88559886294695}, ""rho"": [0.46234169641102496, 0.26470589434820296, 0.27295240924077213], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,original,4,1,3304,1495,16,7,True,159,-2302.721706255913,-1318.2956177520343,-0.8818030887973474,2.41525069409915,True,0.0,0.9489982999803032,"{""class_weights"": [[0.7913878548252906, 0.18360734478874974, 0.025004800385959612], [0.04227293959141359, 0.957727058421535, 1.9870512985759723e-09], [0.40550401415772125, 0.577547406911952, 0.016948578930326662]], ""kappaP"": {""10"": 20.136367424168316, ""20"": 13.098212197784676, ""40"": 8.04226049416633, ""80"": 2.102894710335143}, ""kappaS"": {""0.06"": 1.6586636781181068, ""0.12"": 5.165435295473028, ""0.24"": 11.70797426797254}, ""rho"": [0.49999991076930755, 0.37499998231228343, 0.12500010691840904], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,shuffled,4,1,3304,1495,16,7,True,159,-2302.721706255913,-1318.2956177520343,-0.8818030887973474,2.41525069409915,True,0.0,0.9569660999986808,"{""class_weights"": [[0.7913878548252906, 0.18360734478874974, 0.025004800385959612], [0.04227293959141359, 0.957727058421535, 1.9870512985759723e-09], [0.40550401415772125, 0.577547406911952, 0.016948578930326662]], ""kappaP"": {""10"": 20.136367424168316, ""20"": 13.098212197784676, ""40"": 8.04226049416633, ""80"": 2.102894710335143}, ""kappaS"": {""0.06"": 1.6586636781181068, ""0.12"": 5.165435295473028, ""0.24"": 11.70797426797254}, ""rho"": [0.49999991076930755, 0.37499998231228343, 0.12500010691840904], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,original,4,2,3734,1065,18,5,True,122,-2822.046354052279,-779.1610352039388,-0.7316066058252947,2.0784171237817954,True,0.0,0.8108150000043679,"{""class_weights"": [[0.7767744305784705, 0.1366404075338833, 0.08658516188764633], [0.0562741627586338, 0.9437258355875741, 1.6537921314938227e-09], [0.512526277196168, 0.4614615451892309, 0.026012177614601183]], ""kappaP"": {""10"": 19.505037346405107, ""20"": 11.731765955466559, ""40"": 9.749676225084707, ""80"": 9.189598325800615}, ""kappaS"": {""0.06"": 1.7757703291093365, ""0.12"": 5.1376913073530766, ""0.24"": 10.75058704672925}, ""rho"": [0.4459279316705428, 0.33333333332736986, 0.22073873500208732], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,shuffled,4,2,3734,1065,18,5,True,122,-2822.046354052279,-779.1610352039388,-0.7316066058252947,2.0784171237817954,True,0.0,0.8172504999965895,"{""class_weights"": [[0.7767744305784705, 0.1366404075338833, 0.08658516188764633], [0.0562741627586338, 0.9437258355875741, 1.6537921314938227e-09], [0.512526277196168, 0.4614615451892309, 0.026012177614601183]], ""kappaP"": {""10"": 19.505037346405107, ""20"": 11.731765955466559, ""40"": 9.749676225084707, ""80"": 9.189598325800615}, ""kappaS"": {""0.06"": 1.7757703291093365, ""0.12"": 5.1376913073530766, ""0.24"": 10.75058704672925}, ""rho"": [0.4459279316705428, 0.33333333332736986, 0.22073873500208732], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,original,4,3,3597,1202,17,6,True,100,-2781.0716702525874,-831.5880680941189,-0.6918369950866213,1.99738134488989,True,0.0,0.6395579999953043,"{""class_weights"": [[0.7494857949712724, 0.126690798479628, 0.12382340654909949], [0.06413705174045059, 0.9358629468504828, 1.409066591677699e-09], [0.6646753626333088, 0.31243142833214194, 0.02289320903454893]], ""kappaP"": {""10"": 19.303959327457576, ""20"": 11.746528851190517, ""40"": 3.7280753746052504, ""80"": 10.683884503558986}, ""kappaS"": {""0.06"": 1.9194472381169059, ""0.12"": 5.248601633705991, ""0.24"": 10.978584024400813}, ""rho"": [0.3528412058341659, 0.3529411730103811, 0.29421762115545314], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,shuffled,4,3,3597,1202,17,6,True,100,-2781.0716702525874,-831.5880680941189,-0.6918369950866213,1.99738134488989,True,0.0,0.6463179999846034,"{""class_weights"": [[0.7494857949712724, 0.126690798479628, 0.12382340654909949], [0.06413705174045059, 0.9358629468504828, 1.409066591677699e-09], [0.6646753626333088, 0.31243142833214194, 0.02289320903454893]], ""kappaP"": {""10"": 19.303959327457576, ""20"": 11.746528851190517, ""40"": 3.7280753746052504, ""80"": 10.683884503558986}, ""kappaS"": {""0.06"": 1.9194472381169059, ""0.12"": 5.248601633705991, ""0.24"": 10.978584024400813}, ""rho"": [0.3528412058341659, 0.3529411730103811, 0.29421762115545314], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,original,4,4,3762,1037,18,5,True,93,-2883.185971644505,-719.7580524959192,-0.6940771962352161,2.001860896547893,True,0.0,0.624514299997827,"{""class_weights"": [[0.7584271064650304, 0.14135803838225822, 0.10021485515271132], [0.07686107279442228, 0.9231389256511069, 1.5544708408132312e-09], [0.5187380630328329, 0.45363707856231306, 0.027624858404854038]], ""kappaP"": {""10"": 21.15099114439755, ""20"": 11.6567584021701, ""40"": 10.985405409576407, ""80"": 9.052757389619016}, ""kappaS"": {""0.06"": 1.8062288538643658, ""0.12"": 5.2221692788117275, ""0.24"": 11.090019812345703}, ""rho"": [0.4440381530573182, 0.3333333333286926, 0.2226285136139894], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,shuffled,4,4,3762,1037,18,5,True,93,-2883.185971644505,-719.7580524959192,-0.6940771962352161,2.001860896547893,True,0.0,0.6310511999763548,"{""class_weights"": [[0.7584271064650304, 0.14135803838225822, 0.10021485515271132], [0.07686107279442228, 0.9231389256511069, 1.5544708408132312e-09], [0.5187380630328329, 0.45363707856231306, 0.027624858404854038]], ""kappaP"": {""10"": 21.15099114439755, ""20"": 11.6567584021701, ""40"": 10.985405409576407, ""80"": 9.052757389619016}, ""kappaS"": {""0.06"": 1.8062288538643658, ""0.12"": 5.2221692788117275, ""0.24"": 11.090019812345703}, ""rho"": [0.4440381530573182, 0.3333333333286926, 0.2226285136139894], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,original,5,1,4062,1727,19,8,True,159,-5257.221473410602,-2088.275084306417,-1.209192289696825,3.350777102049038,True,0.0,1.1535194999887608,"{""class_weights"": [[0.9118004070250458, 0.08819954638774262, 4.6587211513972614e-08], [0.5403217559884623, 0.22963338872723907, 0.23004485528429858], [0.7594123041047485, 8.227119527740696e-09, 0.24058768766813182]], ""kappaP"": {""10"": 100.31272958741243, ""20"": 1e-06, ""40"": 0.8193725232515466, ""80"": 0.4284127310581955}, ""kappaS"": {""0.06"": 1.1443579499055778, ""0.12"": 3.608146851245799, ""0.24"": 9.520596084036328}, ""rho"": [0.6756053085354589, 0.05295660637086785, 0.2714380850936733], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,shuffled,5,1,4062,1727,19,8,True,159,-5257.221473410602,-2088.275084306417,-1.209192289696825,3.350777102049038,True,0.0,1.1626223000057507,"{""class_weights"": [[0.9118004070250458, 0.08819954638774262, 4.6587211513972614e-08], [0.5403217559884623, 0.22963338872723907, 0.23004485528429858], [0.7594123041047485, 8.227119527740696e-09, 0.24058768766813182]], ""kappaP"": {""10"": 100.31272958741243, ""20"": 1e-06, ""40"": 0.8193725232515466, ""80"": 0.4284127310581955}, ""kappaS"": {""0.06"": 1.1443579499055778, ""0.12"": 3.608146851245799, ""0.24"": 9.520596084036328}, ""rho"": [0.6756053085354589, 0.05295660637086785, 0.2714380850936733], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,original,5,2,4533,1256,21,6,True,71,-5758.825466646567,-1618.5582515810152,-1.2886610283288338,3.627925612526144,True,0.0,0.5783646999916527,"{""class_weights"": [[0.8884391161922665, 4.915302392976735e-09, 0.11156087889243096], [0.33333335176346446, 0.33333330793199245, 0.333333340304543], [0.7748039815055856, 0.22519601540648596, 3.0879283539537314e-09]], ""kappaP"": {""10"": 52.643130810752155, ""20"": 2.6869997488146584, ""40"": 2.004969392267496, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.096666503181124, ""0.12"": 3.5553401680358383, ""0.24"": 9.748495794805072}, ""rho"": [0.7662081427575408, 4.761904104306322e-08, 0.23379180962341822], ""weights"": [0.6, 0.35, 0.05]}"
exchangeable_block_mixture,shuffled,5,2,4533,1256,21,6,True,71,-5758.825466646567,-1618.5582515810152,-1.2886610283288338,3.627925612526144,True,0.0,0.5858033999975305,"{""class_weights"": [[0.8884391161922665, 4.915302392976735e-09, 0.11156087889243096], [0.33333335176346446, 0.33333330793199245, 0.333333340304543], [0.7748039815055856, 0.22519601540648596, 3.0879283539537314e-09]], ""kappaP"": {""10"": 52.643130810752155, ""20"": 2.6869997488146584, ""40"": 2.004969392267496, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.096666503181124, ""0.12"": 3.5553401680358383, ""0.24"": 9.748495794805072}, ""rho"": [0.7662081427575408, 4.761904104306322e-08, 0.23379180962341822], ""weights"": [0.6, 0.35, 0.05]}"
