iteration,log_likelihood
1,-6571.558847320148
2,-6431.438362921885
3,-6365.636289808526
4,-6342.99942169464
5,-6331.480983986553
6,-6308.0094070853365
7,-6269.712278116852
8,-6243.704245568227
9,-6224.08668604663
10,-6208.376254915903
11,-6197.137157306
12,-6190.055853700204
13,-6185.556357883091
14,-6182.305205430403
15,-6179.465353213735
16,-6176.174458134631
17,-6172.333724550963
18,-6168.636573326744
19,-6164.182043836898
20,-6158.143848256255
21,-6152.6748601547415
22,-6148.313229215146
23,-6144.851311478888
24,-6142.101090468817
25,-6139.910943450843
26,-6138.159750937628
27,-6136.752046734743
28,-6135.613466726545
29,-6134.686503604589
30,-6133.926801163608
31,-6133.3001072616635
32,-6132.779871695483
33,-6132.345402049405
34,-6131.980468742854
35,-6131.672256799425
36,-6131.410578986535
37,-6131.187283648983
38,-6130.995806927991
39,-6130.830832091175
40,-6130.688028584235
41,-6130.563850723292
42,-6130.455381282341
43,-6130.3602091060875
44,-6130.276332692731
45,-6130.202083739539
46,-6130.136066140618
47,-6130.0771070255
48,-6130.024217238744
49,-6129.976559263703
50,-6129.933421043711
51,-6129.894194491597
52,-6129.858357732157
53,-6129.825460312298
54,-6129.795110753644
55,-6129.766965921859
56,-6129.740721749307
57,-6129.716104872537
58,-6129.69286472536
59,-6129.670765542049
60,-6129.649577533383
61,-6129.629066116466
62,-6129.6089773339245
63,-6129.589016112592
64,-6129.568810928481
65,-6129.54785169421
66,-6129.52537191878
67,-6129.500106487043
68,-6129.469747460976
69,-6129.429591912356
70,-6129.368792976466
71,-6129.258930822299
72,-6129.020195730048
73,-6128.4763962950765
74,-6127.580555293301
75,-6126.705732348954
76,-6125.975044324618
77,-6125.278427306754
78,-6124.541536662963
79,-6123.8263016905075
80,-6123.270925340928
81,-6122.898425311729
82,-6122.653223163786
83,-6122.485939335694
84,-6122.36622189031
85,-6122.276612362146
86,-6122.207032654901
87,-6122.15149509039
88,-6122.106287064919
89,-6122.068986909173
90,-6122.037929162059
91,-6122.0119101890505
92,-6121.990022508006
93,-6121.9715586428165
94,-6121.9559531026625
95,-6121.942745722453
96,-6121.931557320267
97,-6121.922072718374
98,-6121.914028358847
99,-6121.907202923701
100,-6121.90141001563
101,-6121.896492316357
102,-6121.892316846379
103,-6121.888771072099
104,-6121.885759681188
105,-6121.8832018948
106,-6121.881029217175
107,-6121.879183545115
108,-6121.877615575884
109,-6121.876283463942
110,-6121.875151685937
111,-6121.87419008067
112,-6121.873373036304
113,-6121.87267880181
114,-6121.87208890333
115,-6121.87158764922
116,-6121.871161710224
117,-6121.870799763186
118,-6121.870492188709
119,-6121.870230814458
120,-6121.870008697259
121,-6121.869819938025
122,-6121.86965952463
123,-6121.869523198449
124,-6121.869407340987
125,-6121.869308877618
126,-6121.8692251957655
127,-6121.86915407546
128,-6121.86909363027
129,-6121.869042257192
130,-6121.868998594046
131,-6121.868961483262
132,-6121.868929941151
133,-6121.868903131747
134,-6121.868880344653
135,-6121.868860976136
136,-6121.868844513121
137,-6121.868830519572
138,-6121.868818624922
139,-6121.868808514213
140,-6121.8687999197955
141,-6121.868792614175
142,-6121.868786404006
143,-6121.868781124966
144,-6121.868776637385
145,-6121.868772822561
146,-6121.868769579591
147,-6121.868766822724
148,-6121.868764479057
149,-6121.8687624866425
150,-6121.86876079281
151,-6121.868759352801
152,-6121.868758128559
153,-6121.8687570877455
154,-6121.8687562028645
