iteration,log_likelihood
1,-4914.184369034454
2,-4155.324710966127
3,-4034.2225144145664
4,-3945.4218119047896
5,-3893.3036940361003
6,-3856.2375510317324
7,-3828.2665118246164
8,-3806.559938755487
9,-3790.3068119181135
10,-3778.6579037129695
11,-3770.6364489315633
12,-3765.312972283976
13,-3761.8293173670486
14,-3759.516851815658
15,-3757.937025074061
16,-3756.8236897386328
17,-3756.0166046397208
18,-3755.4171364890003
19,-3754.962688424829
20,-3754.612299971073
21,-3754.3384072377407
22,-3754.121978145762
23,-3753.9495403902506
24,-3753.811314573662
25,-3753.700021550266
26,-3753.610114631438
27,-3753.5372828789123
28,-3753.4781262796105
29,-3753.4299381279375
30,-3753.390553363422
31,-3753.3582376161785
32,-3753.3316022010363
33,-3753.309536722281
34,-3753.291154588679
35,-3753.2757486459604
36,-3753.26275507499
37,-3753.2517241590053
38,-3753.242296765279
39,-3753.2341855457025
40,-3753.2271599942355
41,-3753.2210346226357
42,-3753.215659633949
43,-3753.2109135799355
44,-3753.206697585045
45,-3753.202930801163
46,-3753.1995468268083
47,-3753.196490880258
48,-3753.1937175623693
49,-3753.1911890802376
50,-3753.1888738321354
51,-3753.186745275846
52,-3753.18478102024
53,-3753.182962093107
54,-3753.1812723487456
55,-3753.1796979868463
56,-3753.178227160195
57,-3753.1768496537707
58,-3753.175556621235
59,-3753.174340367895
60,-3753.173194171467
61,-3753.1721121334363
62,-3753.1710890555373
63,-3753.1701203369585
64,-3753.1692018882554
65,-3753.168330059344
66,-3753.167501579026
67,-3753.1667135039706
68,-3753.1659631757066
69,-3753.165248184112
70,-3753.164566336582
71,-3753.163915631553
72,-3753.1632942360666
73,-3753.162700466491
74,-3753.162132771847
75,-3753.1615897196543
76,-3753.1610699834814
77,-3753.1605723322277
78,-3753.160095620814
79,-3753.159638781966
80,-3753.1592008190655
81,-3753.1587807998712
82,-3753.1583778508993
83,-3753.1579911525237
84,-3753.1576199345536
85,-3753.1572634722766
86,-3753.1569210830603
87,-3753.156592123045
88,-3753.156275984375
89,-3753.155972092679
90,-3753.1556799045657
91,-3753.155398905708
92,-3753.1551286087347
93,-3753.1548685515413
94,-3753.1546182956886
95,-3753.154377424825
96,-3753.154145543425
97,-3753.1539222754204
98,-3753.15370726314
99,-3753.153500166098
100,-3753.15330066015
101,-3753.153108436409
102,-3753.152923200495
103,-3753.1527446716536
104,-3753.1525725820657
105,-3753.152406676084
106,-3753.1522467096484
107,-3753.1520924496103
108,-3753.151943673181
109,-3753.151800167413
110,-3753.1516617286943
111,-3753.151528162228
112,-3753.151399281644
113,-3753.1512749085546
114,-3753.151154872126
115,-3753.151039008795
116,-3753.1509271618397
117,-3753.1508191810635
118,-3753.1507149225195
119,-3753.1506142481867
120,-3753.1505170257046
121,-3753.1504231280624
122,-3753.150332433444
123,-3753.1502448249175
124,-3753.150160190228
125,-3753.150078421594
126,-3753.1499994155165
127,-3753.149923072567
128,-3753.149849297214
129,-3753.1497779976635
130,-3753.1497090856938
131,-3753.1496424764987
132,-3753.149578088499
133,-3753.1495158432854
134,-3753.1494556654134
135,-3753.1493974823297
136,-3753.1493412241994
137,-3753.1492868238547
138,-3753.149234216583
139,-3753.149183340183
140,-3753.1491341346773
141,-3753.1490865423766
142,-3753.149040507704
143,-3753.1489959771125
144,-3753.1489528990423
145,-3753.14891122383
146,-3753.1488709035716
147,-3753.148831892165
148,-3753.14879414514
149,-3753.14875761961
150,-3753.1487222743026
151,-3753.148688069339
152,-3753.148654966358
153,-3753.14862292827
154,-3753.1485919193738
155,-3753.1485619051978
156,-3753.1485328525296
157,-3753.14850472928
158,-3753.148477504488
159,-3753.1484511483204
160,-3753.148425631951
161,-3753.1484009275932
162,-3753.1483770083796
163,-3753.1483538484003
164,-3753.148331422674
165,-3753.148309707019
166,-3753.148288678149
167,-3753.1482683135137
168,-3753.148248591388
169,-3753.148229490776
170,-3753.148210991403
171,-3753.1481930736722
172,-3753.1481757186507
173,-3753.148158908066
174,-3753.1481426242744
175,-3753.148126850183
176,-3753.148111569318
177,-3753.1480967657417
178,-3753.148082424076
179,-3753.14806852942
180,-3753.148055067396
181,-3753.148042024084
182,-3753.1480293860905
183,-3753.1480171403855
184,-3753.148005274439
185,-3753.1479937760905
186,-3753.1479826336167
187,-3753.1479718356795
188,-3753.1479613712663
189,-3753.1479512297906
190,-3753.1479414009973
191,-3753.1479318749425
192,-3753.1479226420497
193,-3753.1479136930134
194,-3753.147905018855
195,-3753.1478966109203
196,-3753.1478884607645
197,-3753.1478805602806
198,-3753.1478729016117
199,-3753.147865477135
200,-3753.1478582794985
201,-3753.1478513015722
202,-3753.147844536475
203,-3753.147837977529
204,-3753.1478316182865
205,-3753.1478254525177
206,-3753.147819474151
207,-3753.1478136773558
208,-3753.1478080564652
209,-3753.1478026060117
210,-3753.147797320675
211,-3753.1477921953315
212,-3753.147787225008
213,-3753.1477824049107
214,-3753.147777730344
215,-3753.147773196848
216,-3753.147768800026
217,-3753.147764535674
218,-3753.1477603996723
219,-3753.147756388087
220,-3753.1477524970696
221,-3753.147748722921
222,-3753.1477450620273
223,-3753.1477415109057
224,-3753.147738066195
225,-3753.147734724638
226,-3753.1477314830336
227,-3753.1477283383538
228,-3753.1477252876102
229,-3753.147722327948
230,-3753.147719456571
231,-3753.147716670778
232,-3753.147713967962
233,-3753.1477113455944
234,-3753.1477088012407
235,-3753.147706332519
236,-3753.147703937084
237,-3753.1477016127674
238,-3753.147699357386
239,-3753.147697168847
240,-3753.147695045126
241,-3753.147692984255
242,-3753.1476909843477
243,-3753.147689043541
244,-3753.1476871600535
245,-3753.14768533215
246,-3753.147683558163
247,-3753.1476818364695
248,-3753.1476801654726
249,-3753.1476785436803
250,-3753.1476769695805
251,-3753.147675441746
252,-3753.1476739588006
253,-3753.147672519383
254,-3753.1476711221967
255,-3753.1476697659623
256,-3753.147668449465
257,-3753.1476671715072
258,-3753.1476659309606
259,-3753.1476647266722
260,-3753.147663557585
261,-3753.147662422626
262,-3753.1476613208006
263,-3753.1476602510984
264,-3753.147659212583
265,-3753.1476582043156
266,-3753.147657225399
