from_state,sensory,prior,lapse
sensory,0.7523897718278288,0.24351895640516452,0.004091271767006629
prior,0.6681351863114249,0.32843528770078523,0.0034295259877899
lapse,0.9887309220836052,2.193222603477647e-06,0.011266884693791208
