subject_id,session_id,run_id,block_id,trial_index,x_rad,y_rad,coherence,prior_std,p_sensory,p_prior,p_lapse,most_likely_state,viterbi_state
4,1,1,1_1,1,0.0,-0.08949995945377687,0.12,20,0.0345375355690818,0.9623914080036177,0.0030710564273005257,prior,prior
4,1,1,1_1,2,0.0,-0.16949995945377694,0.24,20,0.039375545024508435,0.9603048290856154,0.0003196258898762418,prior,prior
4,1,1,1_1,3,0.3490658503988664,0.07050004054622416,0.12,20,0.03994862221274148,0.959570922657617,0.0004804551296415478,prior,prior
4,1,1,1_1,4,-0.34906585039886595,-0.16949995945377694,0.24,20,0.04927337001655377,0.9503682006196277,0.0003584293638185819,prior,prior
4,1,1,1_1,5,0.3490658503988664,0.5505000405462237,0.06,20,0.05780258491927615,0.9412696238116907,0.0009277912690331552,prior,prior
4,1,1,1_1,6,0.0,0.4705000405462245,0.06,20,0.053243553785072076,0.9456687565359158,0.0010876896790121787,prior,prior
4,1,1,1_1,7,0.17453292519943275,0.15050004054622335,0.24,20,0.04726832256575241,0.9524477814595599,0.0002838959746876492,prior,prior
4,1,1,1_1,8,0.17453292519943275,0.4705000405462245,0.12,20,0.03810705653622265,0.9616928527891115,0.0002000906746659042,prior,prior
4,1,1,1_1,9,-0.34906585039886595,-0.08949995945377687,0.06,20,0.014207195550704554,0.9856473732494185,0.00014543119987687778,prior,prior
4,1,1,1_1,10,-0.17453292519943275,-0.16949995945377694,0.06,20,0.006985642824431862,0.992944882821788,6.947435378014344e-05,prior,prior
4,1,1,1_1,11,0.3490658503988664,-0.009499959453776796,0.12,20,0.004534745529655896,0.9954335767726431,3.1677697701003405e-05,prior,prior
4,1,1,1_1,12,0.0,0.2305000405462252,0.06,20,0.0038066420708232794,0.9961571814168156,3.6176512361115144e-05,prior,prior
4,1,1,1_1,13,0.17453292519943275,0.2305000405462252,0.06,20,0.00439042036834215,0.9955691960919443,4.0383539713561125e-05,prior,prior
4,1,1,1_1,14,-0.17453292519943275,0.39050004054622356,0.12,20,0.006458649641109754,0.9934791312743898,6.221908450039391e-05,prior,prior
4,1,1,1_1,15,-0.17453292519943275,-0.16949995945377694,0.12,20,0.00815598241278203,0.9917978775791734,4.614000804464001e-05,prior,prior
4,1,1,1_1,16,-0.34906585039886595,-0.4094999594537754,0.06,20,0.009612160731353209,0.9902908036841621,9.703558448474552e-05,prior,prior
4,1,1,1_1,17,-0.34906585039886595,-0.08949995945377687,0.12,20,0.009439457762943717,0.9904814465262142,7.909571084208376e-05,prior,prior
4,1,1,1_1,18,0.5235987755982991,0.39050004054622356,0.06,20,0.011289653681952332,0.9885778891232572,0.00013245719479046118,prior,prior
4,1,1,1_1,19,-0.34906585039886595,-0.009499959453776796,0.06,20,0.012299817945708166,0.9874942468952457,0.00020593515904618814,prior,prior
4,1,1,1_1,20,0.0,-0.08949995945377687,0.06,20,0.0231992649871326,0.9765392939392449,0.0002614410736226144,prior,prior
4,1,1,1_1,21,-0.8726646259971647,-0.7294999594537757,0.12,20,0.057801869976483705,0.9420226589055481,0.0001754711179681118,prior,prior
4,1,1,1_1,22,0.17453292519943275,0.07050004054622416,0.12,20,0.03370662753783415,0.9660576557343628,0.0002357167278030814,prior,prior
4,1,1,1_1,23,0.6981317007977319,0.39050004054622356,0.06,20,0.019773082633439815,0.9800493870108034,0.00017753035575683538,prior,prior
4,1,1,1_1,24,0.5235987755982991,0.07050004054622416,0.12,20,0.00827028429243888,0.9916677276411363,6.198806642471305e-05,prior,prior
4,1,1,1_1,25,0.17453292519943275,0.15050004054622335,0.06,20,0.0039854807732478065,0.995983954031355,3.056519539725185e-05,prior,prior
4,1,1,1_1,26,0.0,-0.08949995945377687,0.06,20,0.0024882074767045076,0.9974927389518414,1.905357145409003e-05,prior,prior
4,1,1,1_1,27,0.5235987755982991,0.3105000405462235,0.06,20,0.002543461407251064,0.9974435589934074,1.2979599341502906e-05,prior,prior
4,1,1,1_1,28,0.6981317007977319,0.2305000405462252,0.12,20,0.002100383369450382,0.9978913051257975,8.311504752077694e-06,prior,prior
4,1,1,1_1,29,-0.17453292519943275,-0.08949995945377687,0.06,20,0.0014688620576813875,0.998524580131245,6.557811073596103e-06,prior,prior
4,1,1,1_1,30,0.0,-0.16949995945377694,0.06,20,0.0013667663112791506,0.9986282405901771,4.993098543812499e-06,prior,prior
4,1,1,1_1,31,0.17453292519943275,-0.08949995945377687,0.06,20,0.0013150899169945144,0.9986790076423381,5.902440667461065e-06,prior,prior
4,1,1,1_1,32,0.17453292519943275,-0.249499959453777,0.06,20,0.0017596466030071068,0.9982314088873253,8.944509667540298e-06,prior,prior
4,1,1,1_1,33,0.6981317007977319,-0.009499959453776796,0.06,20,0.002377920543343066,0.9975956769373926,2.640251926436397e-05,prior,prior
4,1,1,1_1,34,-0.34906585039886595,-0.4094999594537754,0.06,20,0.0074091920265378875,0.9925539735623057,3.683441115643688e-05,prior,prior
4,1,1,1_1,35,0.0,-0.4094999594537754,0.06,20,0.010641978164484266,0.9892334066631585,0.00012461517235722518,prior,prior
4,1,1,1_1,36,0.6981317007977319,0.39050004054622356,0.24,20,0.013606875525438055,0.9863141165964732,7.900787808880173e-05,prior,prior
4,1,1,1_1,37,0.0,-0.16949995945377694,0.24,20,0.011348036839081409,0.9886047154635624,4.724769735624249e-05,prior,prior
4,1,1,1_1,38,0.17453292519943275,-0.4094999594537754,0.12,20,0.007332581334840571,0.9926102040037836,5.721466137583213e-05,prior,prior
