iteration,log_likelihood
0,-7998.004868970859
1,-7572.046955444252
2,-7509.743426031051
3,-7491.790926652453
4,-7482.916579363249
5,-7477.08787097091
6,-7472.607000014427
7,-7468.838369521562
8,-7465.496345841464
9,-7462.422745845044
10,-7459.524533006806
11,-7456.77051068584
12,-7454.188584889855
13,-7451.833809190424
14,-7449.744505583587
15,-7447.92153180005
16,-7446.335826621908
17,-7444.945756736081
18,-7443.710078650058
19,-7442.593825577867
20,-7441.569673197743
21,-7440.6174650127305
22,-7439.723390330967
23,-7438.8793125598
24,-7438.082080504077
25,-7437.332269552851
26,-7436.631920189935
27,-7435.981644799373
28,-7435.378425354866
29,-7434.81524815985
30,-7434.282436223914
31,-7433.769527860624
32,-7433.26668768128
33,-7432.7653417404135
34,-7432.258252616574
35,-7431.739378869971
36,-7431.203773749609
37,-7430.647702086637
38,-7430.069065183336
39,-7429.468180076205
40,-7428.84885466289
41,-7428.2194458987815
42,-7427.593252485256
43,-7426.987389953483
44,-7426.419809513487
45,-7425.905357111824
46,-7425.452748687878
47,-7425.063849641675
48,-7424.735093123093
49,-7424.45979874273
50,-7424.230226830101
51,-7424.038884724906
52,-7423.8791363670025
53,-7423.745360591536
54,-7423.632891228542
55,-7423.537882247174
56,-7423.4571660398715
57,-7423.388132938595
58,-7423.328633547637
59,-7423.276901202258
60,-7423.23148775298
61,-7423.191209934227
62,-7423.155103135023
63,-7423.12238142054
64,-7423.092403974877
65,-7423.064646305421
66,-7423.0386774510835
67,-7423.014141112014
68,-7422.990741744958
69,-7422.9682340912195
70,-7422.946415790744
71,-7422.925122370707
72,-7422.904224718691
73,-7422.883627352486
74,-7422.863267844274
75,-7422.843115859756
76,-7422.823172344418
77,-7422.803467374894
78,-7422.784056861456
79,-7422.765017956087
80,-7422.7464433201785
81,-7422.728434130354
82,-7422.71109316178
83,-7422.694517962908
84,-7422.678794448799
85,-7422.6639926117305
86,-7422.650162853989
87,-7422.6373349042
88,-7422.625517722732
89,-7422.614701014021
90,-7422.604857538683
91,-7422.595946223715
92,-7422.587915381524
93,-7422.580705987563
94,-7422.57425469099
95,-7422.5684962973355
96,-7422.563366012179
97,-7422.558801098912
98,-7422.554741993059
99,-7422.551133167893
100,-7422.54792358777
101,-7422.545066884235
102,-7422.542521352544
103,-7422.5402498476815
104,-7422.538219420142
105,-7422.536401065512
106,-7422.5347693165895
107,-7422.533301931331
108,-7422.5319795170035
109,-7422.530785185577
110,-7422.529704245886
111,-7422.528723928194
112,-7422.527833094446
113,-7422.52702210916
114,-7422.526282473708
115,-7422.525606842586
116,-7422.524988731496
117,-7422.524422473312
118,-7422.52390306742
119,-7422.523426075248
120,-7422.52298758074
121,-7422.5225841280735
122,-7422.522212593484
123,-7422.521870199257
124,-7422.521554458634
125,-7422.521263133931
126,-7422.5209941917765
127,-7422.520745806531
128,-7422.520516315181
129,-7422.5203042058365
130,-7422.520108114004
131,-7422.519926769202
132,-7422.519759032562
133,-7422.519603847271
134,-7422.519460250061
135,-7422.51932736185
136,-7422.519204366714
137,-7422.5190905153395
138,-7422.518985118037
139,-7422.51888754241
140,-7422.518797200508
141,-7422.518713554461
142,-7422.518636103576
143,-7422.518564377461
144,-7422.51849796378
145,-7422.518436462061
146,-7422.518379508376
147,-7422.5183267673765
148,-7422.5182779252655
149,-7422.518232696093
150,-7422.518190814011
151,-7422.518152023746
152,-7422.518116099721
153,-7422.518082832406
154,-7422.518052022324
155,-7422.518023494203
156,-7422.517997073426
157,-7422.5179726062215
158,-7422.517949948477
159,-7422.517928966374
160,-7422.517909533097
161,-7422.51789153979
162,-7422.517874875046
163,-7422.517859446798
164,-7422.5178451594165
165,-7422.517831930158
166,-7422.517819678345
167,-7422.51780833289
168,-7422.517797828222
169,-7422.517788100614
170,-7422.517779095271
171,-7422.517770755196
172,-7422.517763033458
173,-7422.517755883636
174,-7422.517749264619
175,-7422.517743132694
176,-7422.517737457358
177,-7422.517732202621
178,-7422.517727335377
179,-7422.517722828663
180,-7422.517718655811
181,-7422.517714792337
182,-7422.517711215277
183,-7422.517707903946
184,-7422.517704838184
185,-7422.517701999236
186,-7422.517699369948
187,-7422.517696936975
188,-7422.517694683439
189,-7422.51769259741
190,-7422.517690665187
191,-7422.517688877147
192,-7422.517687221302
193,-7422.517685687717
194,-7422.5176842686615
195,-7422.517682955064
196,-7422.5176817387855
197,-7422.517680612394
198,-7422.517679569359
199,-7422.517678603038
