iteration,log_likelihood
1,-5129.496361345062
2,-4367.141156988672
3,-4277.338635984132
4,-4188.526224515695
5,-4138.735617802733
6,-4120.42473580364
7,-4111.228844038502
8,-4106.200610347813
9,-4103.168943311501
10,-4101.094313429733
11,-4099.436344323633
12,-4097.864822809096
13,-4096.107426420158
14,-4093.8338253445636
15,-4090.6204120126918
16,-4086.2741540115508
17,-4080.918143836909
18,-4074.4550029411353
19,-4066.702516050345
20,-4057.193997345088
21,-4044.852228573776
22,-4028.471113693732
23,-4008.6495007110634
24,-3989.113020057022
25,-3973.420640385116
26,-3961.9429834285293
27,-3953.4299071954774
28,-3947.416191932276
29,-3943.935030910049
30,-3942.163607946833
31,-3941.2574617708015
32,-3940.74484176482
33,-3940.4066299277015
34,-3940.1474172107937
35,-3939.9277194654464
36,-3939.7331933109776
37,-3939.5604909430194
38,-3939.4101303420716
39,-3939.2828116063365
40,-3939.1779352175054
41,-3939.0935166000663
42,-3939.026722661586
43,-3938.974475318824
44,-3938.9338762244433
45,-3938.9024210639386
46,-3938.8780595919566
47,-3938.859168816918
48,-3938.844489368641
49,-3938.833054348198
50,-3938.8241245919135
51,-3938.8171351594424
52,-3938.8116533109796
53,-3938.807346411241
54,-3938.8039577518553
55,-3938.8012884307327
56,-3938.7991837658847
57,-3938.797523072148
58,-3938.796211927063
59,-3938.7951762844964
60,-3938.794357967441
61,-3938.793711197392
62,-3938.7931999082707
63,-3938.7927956587637
64,-3938.792476003628
65,-3938.7922232194014
66,-3938.7920233049012
67,-3938.7918651957298
68,-3938.7917401460854
69,-3938.791641241534
70,-3938.791563014805
71,-3938.79150114241
72,-3938.791452205118
73,-3938.7914134987236
74,-3938.791382884395
75,-3938.791358670466
76,-3938.7913395189184
77,-3938.791324371417
78,-3938.7913123909043
79,-3938.791302915277
80,-3938.7912954208414
81,-3938.7912894934034
82,-3938.791284805332
83,-3938.791281097514
84,-3938.7912781649975
85,-3938.7912758456564
86,-3938.7912740113147
87,-3938.7912725605297
88,-3938.7912714131294
89,-3938.791270505656
