trial_index,trial_time,response_arrow_start_angle,motion_direction,motion_coherence,estimate_x,estimate_y,reaction_time,raw_response_time,prior_std,prior_mean,subject_id,experiment_name,experiment_id,session_id,run_id,original_row_index,original_trial_index,original_block_id,segment_id,shuffled_block_id,shuffle_order,shuffle_seed,x_rad,y_rad,response_direction,p_sensory,p_prior,p_lapse,filtered_prob_sensory,filtered_prob_prior,filtered_prob_lapse,prior_predictive_prob_sensory,prior_predictive_prob_prior,prior_predictive_prob_lapse,most_likely_state,viterbi_state,sensory_emission_likelihood,prior_emission_likelihood,lapse_emission_likelihood,one_step_predictive_likelihood,one_step_predictive_log_likelihood
19,64.5217639999464,265.0,235,0.24,-1.17538554341431,-2.20646070083577,1.20275499997661,67.0206519999774,10,225,11,data01_direction4priors,12,1,1,70283,19,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,14,20261045,0.17453292519943275,0.2959326596452305,241.95569241775317,3.475392215702462e-05,0.9921168042163987,0.007848441861444252,0.0046399623229457735,0.9874358560080669,0.0079241816689872,0.0026465270299850046,0.959333483879388,0.03801998909062715,prior,prior,1.3388003464319522,0.7859899379168345,0.15915494309189535,0.7636207059405594,-0.26968407128477295
164,521.276839000056,142.0,225,0.24,-1.48539912301551,-2.01086783388286,2.16781500005163,524.740764999995,10,225,11,data01_direction4priors,12,1,1,70428,164,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,15,20261045,0.0,0.1491776796922082,233.54725144391796,3.3005503371967135e-05,0.9953094026165561,0.004657591880072012,0.005528222246636372,0.9897947853817957,0.004676992371567993,0.005618221152507027,0.9564590379591756,0.03792274088831738,prior,prior,1.269813244461133,1.3354633530843598,0.15915494309189535,1.2904856772185356,0.2550186414853679
137,438.758674000041,331.0,225,0.12,-0.921606136240881,-2.32392816791809,1.7820650000358,441.836704000016,10,225,11,data01_direction4priors,12,1,1,70401,137,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,16,20261045,0.0,0.40784996596148915,248.3680817241476,2.8421920182164408e-05,0.9852984773247121,0.014673100755105813,0.008195641307833306,0.977075127047865,0.014729231644301653,0.006507448581083626,0.9556577768339907,0.037834774584925866,prior,prior,0.5148768764036854,0.41798120114532494,0.15915494309189535,0.40881911163968676,-0.8944824905990991
185,587.682786999969,55.0,225,0.06,-2.24439931139453,-1.10121375355184,3.01814900001045,591.996800999972,10,225,11,data01_direction4priors,12,1,1,70449,185,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,17,20261045,0.0,-0.3292587695428608,206.1348621375235,1.6922492189157366e-05,0.9906736835945673,0.009309393913243471,0.005284650261347642,0.9853294573367564,0.009385892401896016,0.009158008875888623,0.9529405731850502,0.03790141793906123,prior,prior,0.37086445333747575,0.6645316445337951,0.15915494309189535,0.6426877442122483,-0.4420962960068062
43,144.594127999968,317.0,235,0.12,-1.28939954884977,-2.14183304751468,1.42640200001188,147.316657999996,10,225,11,data01_direction4priors,12,1,1,70307,43,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,18,20261045,0.17453292519943275,0.2435038706822823,238.95174408519415,9.900350593046756e-06,0.9937316347369752,0.0062584649124318124,0.004305326667207698,0.9893717033910745,0.006322969941717824,0.0062598003914881226,0.9558175183757825,0.037922681232729454,prior,prior,0.6565135198982329,0.9880582504512342,0.15915494309189535,0.9545486107193794,-0.046516709172437984
128,411.615307,219.0,235,0.06,-1.67148595629489,-1.85906823379588,0.621302000014111,413.53269500006,10,225,11,data01_direction4priors,12,1,1,70392,128,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,19,20261045,0.17453292519943275,0.05308120372784053,228.04132894507939,3.570345094647831e-06,0.9960417546428392,0.003954675012066189,0.0013827845106648392,0.9946106658963942,0.004006549592940793,0.00528603993258877,0.956805261406426,0.037908698660985445,prior,prior,0.3939241000139871,1.565373733875593,0.15915494309189535,1.50587347994075,0.4093731151850958
98,316.938046999974,287.0,225,0.06,-1.96682405132768,-1.5432443588489,1.65862599993125,319.892579999985,10,225,11,data01_direction4priors,12,1,1,70362,98,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,20,20261045,0.0,-0.12009490491601582,218.11906880728733,2.287277293774669e-06,0.9956541393668867,0.004343573355819449,0.0006809745393525073,0.9949169101546363,0.0044021153060111355,0.0023732889877999866,0.959645747821976,0.03798096319022406,prior,prior,0.39400791147537717,1.4236412427257386,0.15915494309189535,1.3731712176782747,0.317122822345524
105,339.958487999975,114.0,225,0.06,-1.41516821967875,-2.06089759813807,1.83009299996775,343.084680999978,10,225,11,data01_direction4priors,12,1,1,70369,105,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,21,20261045,0.0,0.18367079631337813,235.52356144856356,2.9177385017959863e-06,0.9949123256945281,0.005084756566970078,0.0005541782178039988,0.9942949416335005,0.005150880148695449,0.0016728803122749488,0.9603129035404756,0.038014216147249515,prior,prior,0.3891072369021453,1.2161501345397323,0.15915494309189535,1.1745857470845662,0.16091552976105059
114,368.080148000037,221.0,245,0.24,-1.27978281509017,-2.14759305879859,1.00457200000528,370.380638999981,10,225,11,data01_direction4priors,12,1,1,70378,114,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,22,20261045,0.3490658503988664,0.24798778876772687,239.20865366717254,5.650233872257102e-06,0.9936313309405376,0.006363018825590174,0.002271855116188532,0.9912911969028214,0.006436947980989977,0.0015456612097454556,0.9604228010040483,0.03803153778620634,prior,prior,1.3821346091914535,0.9705609326764909,0.15915494309189535,0.9403380685903919,-0.06151582093913746
73,241.867028999957,268.0,245,0.12,-2.09975906370534,-1.35683892720812,1.25765400007367,244.420686000027,10,225,11,data01_direction4priors,12,1,1,70337,73,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,23,20261045,0.3490658503988664,-0.2117074627949389,212.87005589042712,2.8313972344257133e-06,0.9944349041685528,0.005562264434212669,0.0012584107623179047,0.9931060599354433,0.0056355293022387265,0.0032576587029354434,0.9587545348384572,0.03798780645860748,prior,prior,0.4144255070877644,1.1112655135500975,0.15915494309189535,1.0728268545607316,0.07029708488747806
187,595.000191999949,306.0,205,0.06,-1.52067763229493,-1.98432344607372,1.44451499998104,597.740716999979,10,225,11,data01_direction4priors,12,1,1,70451,187,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,24,20261045,-0.34906585039886595,0.13151765296290385,232.53540644624061,1.4194711663998715e-06,0.995551047835233,0.0044475326936006775,0.0005750456970250656,0.9949149328552834,0.004510021447691403,0.002247607790518022,0.9597394959493086,0.038012896260173325,prior,prior,0.34320555941630493,1.3906090985486534,0.15915494309189535,1.3414438071337464,0.29374650192104296
149,474.966571999947,349.0,235,0.06,-1.6170149528173,-1.90663647357467,1.04624699999113,477.308736999985,10,225,11,data01_direction4priors,12,1,1,70413,149,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,25,20261045,0.17453292519943275,0.082009231320467,229.69878283577484,1.3334577706019543e-06,0.9959178937648154,0.004080772777413919,0.0004237273333320067,0.9954395160315871,0.004136756635080935,0.0015671148717057296,0.9604128447291014,0.03802004039919301,prior,prior,0.39551083124908376,1.516106294054981,0.15915494309189535,1.462758847056696,0.38032427390356716
70,233.211905000033,245.0,215,0.12,-1.40857434790397,-2.06540996086174,1.1367180000525,235.644675999996,10,225,11,data01_direction4priors,12,1,1,70334,70,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,26,20261045,-0.17453292519943275,0.18686680924636434,235.7066795008929,2.170802477225083e-06,0.9948656498927733,0.00513217930474948,0.0006609246292910869,0.9941397249231446,0.005199350447564316,0.0014165562869957807,0.9605638934218298,0.03801955029117461,prior,prior,0.5429953576282058,1.2044788727121758,0.15915494309189535,1.1637990983673732,0.15168973850854034
37,125.986172999954,275.0,225,0.12,-1.31721499372005,-2.12483991404507,1.16225800011307,128.444480000064,10,225,11,data01_direction4priors,12,1,1,70301,37,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,27,20261045,0.0,0.23046558484466573,238.2047053346135,2.7607947426804725e-06,0.9940545481629175,0.005942691042339774,0.0010031265297372582,0.992972783667883,0.006024089802379754,0.0016520860610330314,0.9603196192798665,0.0380282946591007,prior,prior,0.6100403955607984,1.0388601519886014,0.15915494309189535,1.004698015949242,0.004687014714839608
209,662.114876999985,202.0,215,0.12,-1.77416307269237,-1.76134760666223,0.777857000008225,664.188712000032,10,225,11,data01_direction4priors,12,1,1,70473,209,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,28,20261045,-0.17453292519943275,-0.0036247691111963576,224.79231602821903,2.25959401952633e-06,0.9961335191833458,0.0038642212226346175,0.0008158185095492992,0.9952665516544242,0.003917629836026495,0.001992589093549375,0.9599783317420079,0.03802907916444288,prior,prior,0.6325405156347242,1.6017344668130535,0.15915494309189535,1.5449432906078053,0.4349872045678432
60,200.178737999988,198.0,225,0.06,-1.89270669869483,-1.63329769261936,1.03399300004821,202.508701000013,10,225,11,data01_direction4priors,12,1,1,70324,60,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,29,20261045,0.0,-0.07343793919097052,220.792316028219,2.083116273249723e-06,0.9959301483017794,0.004067768581947359,0.0004846238377553068,0.9954246344048887,0.004090741757355958,0.001807862712946502,0.9601911337078128,0.03800100357924081,prior,prior,0.3963259038646168,1.5327235373271044,0.15915494309189535,1.4784721013526223,0.391009190570389
129,413.761613999959,330.0,215,0.06,-0.774544719679839,-2.37698979325029,1.14725299994461,416.204804999987,10,225,11,data01_direction4priors,12,1,1,70393,129,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,30,20261045,-0.17453292519943275,0.47039667344154523,251.95174408519415,4.009203842936942e-06,0.9775471656465354,0.022448825149621664,0.001699284916760892,0.9755746877199443,0.02272602736329477,0.001477342868262616,0.9605061875179847,0.038016469613752796,prior,prior,0.3062339193421118,0.27041373506549266,0.15915494309189535,0.2662369872749465,-1.3233684372375871
220,694.818712000037,225.0,245,0.06,-1.46800383574746,-2.0236019218786,1.010110000032,697.12473400007,10,225,11,data01_direction4priors,12,1,1,70484,220,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,31,20261045,0.3490658503988664,0.15780095884749912,234.04132894507927,1.9771958032679475e-06,0.9952307929130157,0.00476722989118099,0.0008227569498594096,0.99434383681668,0.004833406233460519,0.002670297074898037,0.9590480596523879,0.03828164327271397,prior,prior,0.38839120353268697,1.3069338936859891,0.15915494309189535,1.2605422474847308,0.23154198353378172
145,462.368093000026,158.0,235,0.12,-1.71680109034282,-1.81730405166491,1.70063900004607,465.364751000074,10,225,11,data01_direction4priors,12,1,1,70409,145,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,32,20261045,0.17453292519943275,0.028430360011300948,226.62893963868504,1.4234716179959721e-06,0.9961036264125871,0.003894950115794848,0.0007563570067184468,0.9953024174320082,0.003941225561273335,0.0018138694373076496,0.9601700929724146,0.03801603759027786,prior,prior,0.6401422624770904,1.5913385130210094,0.15915494309189535,1.5351672227826627,0.4286393150291967
157,500.482639000053,87.0,205,0.24,-1.145905571442,-2.22191368449321,1.87409000005573,503.65270700003,10,225,11,data01_direction4priors,12,1,1,70421,157,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,33,20261045,-0.34906585039886595,0.3092465910953237,242.71852449856996,4.725023469611119e-07,0.9916415529749,0.008357974522753123,0.00019036625351255305,0.9913317672220258,0.008477866524461692,0.0017485298354688943,0.960247814887035,0.03800365527749609,prior,prior,0.07767403075594576,0.736537091899678,0.15915494309189535,0.7134424180331089,-0.3376535488494786
156,497.617567999987,281.0,235,0.06,-1.59175326757456,-1.9277763187584,1.34734300000127,500.26078500005,10,225,11,data01_direction4priors,12,1,1,70420,156,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,34,20261045,0.17453292519943275,0.0951853399643241,230.45371825147373,1.0204680631612803e-06,0.9958318675234551,0.004167112008481744,0.0003254372143506845,0.9954503855744408,0.004224177211208511,0.0011794599313211494,0.9607196144936757,0.03810092557500332,prior,prior,0.39609334952463293,1.4874298405056943,0.15915494309189535,1.4355341498334855,0.3615370098003596
75,247.537329999963,296.0,225,0.12,-2.08788598742127,-1.37503894618658,2.06750500004273,250.900729999994,10,225,11,data01_direction4priors,12,1,1,70339,75,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,35,20261045,0.0,-0.20301527223652371,213.36808172414774,2.0062959302333555e-06,0.9946021137007326,0.005395880003337172,0.0007403139724323776,0.9937887136253911,0.005470972402176581,0.0013184304656158846,0.9606568272049628,0.038024742329421386,prior,prior,0.6211272796047395,1.1443204890401664,0.15915494309189535,1.1061700291369365,0.10090362468124384
51,170.130313999951,114.0,245,0.12,-1.65767519217948,-1.87139331975743,2.13026899995748,173.556630000006,10,225,11,data01_direction4priors,12,1,1,70315,51,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,36,20261045,0.3490658503988664,0.06048548913379381,228.4655632491508,1.8910045510444867e-06,0.9960173126005483,0.003980796394900632,0.0006727273865753517,0.9952918728877619,0.00403539972566272,0.0017310011475430197,0.9602391810664048,0.03802981778605243,prior,prior,0.5829073995124693,1.5546364687364747,0.15915494309189535,1.4998844964584817,0.4053881027823181
112,362.88904899999,258.0,205,0.12,-2.0064961150863,-1.49129921214477,0.843563999980688,365.028695999994,10,225,11,data01_direction4priors,12,1,1,70376,112,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,37,20261045,-0.34906585039886595,-0.14624038799437145,216.6210429735669,1.989095314834652e-06,0.9953990991238786,0.004598911780806605,0.000796433451710788,0.994545577749647,0.004657988798642143,0.0016650202535003096,0.9603265762248769,0.03800840352162272,prior,prior,0.6211997785652305,1.3449528603180236,0.15915494309189535,1.2986775110453415,0.2613464474715714
45,151.023185999948,358.0,215,0.06,-1.2988431586958,-2.13611948380916,2.3975620000856,154.716755000059,10,225,11,data01_direction4priors,12,1,1,70309,45,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,38,20261045,-0.17453292519943275,0.23908886399995666,238.6987828357748,1.5787187535322761e-06,0.9938176479223542,0.00618077335889231,0.0006555165013360637,0.9931197853965475,0.006224698102116343,0.0017877883757422479,0.960198104854287,0.0380141067699709,prior,prior,0.35638067686749,1.00528087077454,0.15915494309189535,0.9719560531950875,-0.028444688306081392
163,518.032545999973,159.0,215,0.24,-0.832573389278609,-2.35729114694497,1.72442600002978,521.052780000027,10,225,11,data01_direction4priors,12,1,1,70427,163,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,39,20261045,-0.17453292519943275,0.4458836525312426,250.54725144391787,1.3406131131593518e-06,0.9811212832156672,0.018877376171219647,0.0005560108359166349,0.9803046837707347,0.019139305393348658,0.0016456684607303034,0.9603087037972641,0.03804562774200571,prior,prior,0.10689062665445474,0.3229601411030018,0.15915494309189535,0.31637249073201246,-1.1508349914576264
67,223.338941000053,308.0,225,0.06,-1.89293178638943,-1.63303681895924,2.39358500007074,227.028518000036,10,225,11,data01_direction4priors,12,1,1,70331,67,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,40,20261045,0.0,-0.07357576199720661,220.78441936310102,1.2162424022936263e-06,0.9959367769102139,0.004062006847383763,0.0004111611970455926,0.9954688415317288,0.004119997271225529,0.0015335284724489803,0.9602013359192962,0.038265135608254834,prior,prior,0.39632068331517717,1.5324694487146342,0.15915494309189535,1.478177066443519,0.39080961673302195
48,161.73472399998,283.0,225,0.06,-1.67703575311961,-1.85406339771825,1.29388399992604,164.324666999979,10,225,11,data01_direction4priors,12,1,1,70312,48,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,41,20261045,0.0,0.05009192500420845,227.87005589042698,1.8833374095961993e-06,0.9960332587989622,0.003964857863628277,0.00036821376404558965,0.9956352542676632,0.003996531968291203,0.0014040390361496687,0.9605762135341153,0.03801974742973511,prior,prior,0.39706984283667035,1.5693308267838038,0.15915494309189535,1.514070395672317,0.41480165041538397
198,625.867159000016,53.0,205,0.12,-0.85621938876391,-2.34880573021797,1.76942300004885,628.932547000004,10,225,11,data01_direction4priors,12,1,1,70462,198,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,42,20261045,-0.34906585039886595,0.4358346454172537,249.97148574798936,4.7969946862319485e-06,0.9823778299795556,0.01761737302575824,0.0010869435695900723,0.9810759810438668,0.017837075386543045,0.0013613247347783694,0.9606193596765479,0.038019315588673865,prior,prior,0.2708607273857084,0.3464591909261099,0.15915494309189535,0.33923509755827297,-1.081061908842106
96,309.940100000007,298.0,225,0.24,-1.3141842123218,-2.1267157440721,2.39264299999923,313.62873300002,10,225,11,data01_direction4priors,12,1,1,70360,96,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,43,20261045,0.0,0.23189131280336106,238.2863935293806,5.7818614872174344e-06,0.9939856041082408,0.006008614030272012,0.0021016047590465014,0.9918141968792243,0.006084198361729137,0.00206440208546722,0.959712372874504,0.03822322504002893,prior,prior,1.0178900012141745,1.0333163966235839,0.15915494309189535,0.999871280381069,-0.00012872790401214173
9,30.4503359999508,350.0,215,0.06,-1.73302912300866,-1.80183519190958,2.47429200005718,34.2207070000004,10,225,11,data01_direction4priors,12,1,1,70273,9,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,44,20261045,-0.17453292519943275,0.019462523840410917,226.1151204747283,3.493394123878246e-06,0.9961205930708948,0.0038759135349813374,0.0007790316275376469,0.9952913790819296,0.0039295892905328485,0.003088196101172383,0.9589234260732892,0.03798837782553861,prior,prior,0.38812707405604885,1.5969452717252557,0.15915494309189535,1.5385928818421581,0.43086828564577306
181,575.593516999972,12.0,225,0.12,-1.61429496535774,-1.90893995841164,1.73116399999708,578.62068599998,10,225,11,data01_direction4priors,12,1,1,70445,181,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,45,20261045,0.0,0.083434959279165,229.78047103054203,5.082506219051266e-06,0.9958994971383782,0.004095420355402832,0.0007936477633957803,0.9950642639082196,0.004142088328384677,0.0017711580404341858,0.9602262419350793,0.038002600024486716,prior,prior,0.6543115223911838,1.5131836690747786,0.15915494309189535,1.4602058586712825,0.3785774248707272
196,620.246876999969,322.0,235,0.06,-1.0978199441884,-2.24606130151031,1.76587599993218,623.308675999986,10,225,11,data01_direction4priors,12,1,1,70460,196,s11_session001_run001,s11_session001_run001_segment01,s11_session001_run001_segment01,46,20261045,0.17453292519943275,0.33077033328200134,243.95174408519432,8.571964595516475e-06,0.9906563127132411,0.009335115322163445,0.0010925856194928063,0.9894523262315063,0.009455088149000954,0.0017855246932495213,0.9602088805502959,0.03800559475645475,prior,prior,0.39146388528938275,0.6592213108008315,0.15915494309189535,0.6397379035833017,-0.4466967121580411
