from_state,sensory,prior,lapse
sensory,0.9984388356003929,0.0015611639170825353,4.825245266239085e-10
prior,0.0009980419066122248,0.9610354221294125,0.03796653596397541
lapse,2.639613745851484e-08,0.9453290984364157,0.05467087516744683
