from_state,sensory,prior,lapse
sensory,0.8989984950041141,0.018907290360792667,0.08209421463509313
prior,0.01985626102444455,0.9801437373510982,1.6244573127395242e-09
lapse,0.9739772649387698,2.7941401936301165e-08,0.02602270711982826
