iteration,log_likelihood
1,-5533.906392938363
2,-5360.208117205519
3,-5276.165131860454
4,-5248.35021470566
5,-5234.524249614224
6,-5225.534061875584
7,-5220.925592540447
8,-5218.12210042498
9,-5216.139973154804
10,-5214.605914434086
11,-5213.349767878946
12,-5212.300216496691
13,-5211.426514235015
14,-5210.654358365975
15,-5209.952868031498
16,-5209.297819868316
17,-5208.666464323078
18,-5208.032644447579
19,-5207.362977359085
20,-5206.618480314488
21,-5205.767121210552
22,-5204.798450017665
23,-5203.71706378518
24,-5202.528238760738
25,-5201.252258037639
26,-5199.945613244695
27,-5198.677677189896
28,-5197.486850313871
29,-5196.371876832539
30,-5195.305275661167
31,-5194.237927368911
32,-5193.086284840457
33,-5191.712531492128
34,-5189.893338082644
35,-5187.875732080651
36,-5186.635638801716
37,-5185.986905781255
38,-5185.624720777002
39,-5185.400869620916
40,-5185.241513524997
41,-5185.108230637372
42,-5184.982840811368
43,-5184.861813336786
44,-5184.751240854175
45,-5184.659051054207
46,-5184.588475441514
47,-5184.5372445771
48,-5184.500605116203
49,-5184.474012523093
50,-5184.4541275743295
51,-5184.438765857831
52,-5184.426552446845
53,-5184.416611874047
54,-5184.408360934166
55,-5184.401384530112
56,-5184.395362916494
57,-5184.390026592198
58,-5184.385123918928
59,-5184.3803923697005
60,-5184.3755275079
61,-5184.370145580802
62,-5184.363737417391
63,-5184.35561514039
64,-5184.344862189733
65,-5184.33031563239
66,-5184.310640169232
67,-5184.284585301124
68,-5184.25150674473
69,-5184.212096197504
70,-5184.1689595067
71,-5184.126420699611
72,-5184.089193955966
73,-5184.060505612188
74,-5184.040982452542
75,-5184.0290639479235
76,-5184.022337956617
77,-5184.018668096444
78,-5184.016615775058
79,-5184.015365227929
80,-5184.014502264232
81,-5184.013830099916
82,-5184.0132581214075
83,-5184.012744586478
84,-5184.012269627225
85,-5184.011823142639
86,-5184.011399490912
87,-5184.010995166853
88,-5184.010607767216
89,-5184.0102355114395
90,-5184.009877005786
91,-5184.009531117643
92,-5184.009196902389
93,-5184.008873557081
94,-5184.008560389042
95,-5184.008256793374
96,-5184.007962236278
97,-5184.00767624232
98,-5184.007398384557
99,-5184.007128276737
100,-5184.006865567093
101,-5184.0066099333635
102,-5184.006361078701
103,-5184.006118728386
104,-5184.005882627075
105,-5184.005652536536
106,-5184.0054282337305
107,-5184.005209509234
108,-5184.004996165862
109,-5184.004788017508
110,-5184.004584888143
111,-5184.004386610955
112,-5184.004193027584
113,-5184.00400398746
114,-5184.003819347218
115,-5184.003638970168
116,-5184.003462725846
117,-5184.003290489581
118,-5184.003122142111
119,-5184.00295756927
120,-5184.002796661637
121,-5184.002639314286
122,-5184.002485426507
123,-5184.002334901561
124,-5184.0021876464825
125,-5184.002043571851
126,-5184.0019025916135
127,-5184.001764622908
128,-5184.001629585899
129,-5184.001497403621
130,-5184.001368001847
131,-5184.001241308943
132,-5184.001117255753
133,-5184.000995775479
134,-5184.000876803568
135,-5184.000760277617
136,-5184.000646137266
137,-5184.000534324122
138,-5184.000424781658
139,-5184.000317455135
140,-5184.000212291536
141,-5184.000109239486
142,-5184.000008249173
143,-5183.999909272315
144,-5183.999812262057
145,-5183.99971717295
146,-5183.99962396087
147,-5183.999532582986
148,-5183.999442997693
149,-5183.99935516458
150,-5183.999269044369
151,-5183.999184598882
152,-5183.999101791019
153,-5183.999020584671
154,-5183.9989409447335
155,-5183.99886283704
156,-5183.998786228346
157,-5183.998711086286
158,-5183.998637379347
159,-5183.998565076842
160,-5183.998494148876
161,-5183.9984245663245
162,-5183.998356300808
163,-5183.998289324665
164,-5183.99822361093
165,-5183.998159133308
166,-5183.998095866159
167,-5183.998033784475
168,-5183.997972863855
169,-5183.997913080496
170,-5183.9978544111655
171,-5183.997796833189
172,-5183.997740324432
173,-5183.997684863287
174,-5183.997630428651
175,-5183.997576999917
176,-5183.997524556949
177,-5183.997473080093
178,-5183.997422550132
179,-5183.9973729482945
180,-5183.997324256232
181,-5183.997276456015
182,-5183.997229530116
183,-5183.997183461401
184,-5183.997138233111
185,-5183.997093828869
186,-5183.9970502326505
187,-5183.9970074287785
188,-5183.996965401937
189,-5183.996924137121
190,-5183.996883619666
191,-5183.996843835212
192,-5183.996804769716
193,-5183.996766409432
194,-5183.996728740901
195,-5183.996691750955
196,-5183.996655426705
197,-5183.996619755532
198,-5183.996584725075
199,-5183.996550323235
200,-5183.9965165381645
201,-5183.996483358262
202,-5183.996450772166
203,-5183.996418768744
204,-5183.9963873370925
205,-5183.996356466541
206,-5183.996326146619
207,-5183.996296367076
208,-5183.996267117874
209,-5183.996238389169
210,-5183.996210171323
211,-5183.996182454879
212,-5183.996155230583
213,-5183.996128489353
214,-5183.996102222296
215,-5183.996076420688
216,-5183.996051075989
217,-5183.996026179805
218,-5183.996001723933
219,-5183.995977700314
220,-5183.995954101049
221,-5183.9959309184
222,-5183.995908144769
223,-5183.995885772711
224,-5183.995863794927
225,-5183.995842204251
226,-5183.99582099367
227,-5183.995800156291
228,-5183.995779685357
229,-5183.995759574243
230,-5183.995739816448
231,-5183.995720405599
232,-5183.995701335439
233,-5183.995682599831
234,-5183.99566419276
235,-5183.995646108314
236,-5183.9956283407
237,-5183.995610884236
238,-5183.9955937333425
239,-5183.995576882543
240,-5183.995560326471
241,-5183.9955440598505
242,-5183.995528077512
243,-5183.995512374381
244,-5183.995496945472
245,-5183.9954817859025
246,-5183.995466890868
247,-5183.995452255665
248,-5183.995437875666
249,-5183.995423746343
250,-5183.995409863231
251,-5183.99539622197
252,-5183.9953828182615
253,-5183.9953696479015
254,-5183.995356706749
255,-5183.995343990749
256,-5183.99533149592
257,-5183.995319218347
258,-5183.995307154188
259,-5183.995295299677
260,-5183.995283651114
261,-5183.99527220486
262,-5183.995260957351
263,-5183.995249905083
264,-5183.995239044614
265,-5183.995228372572
266,-5183.995217885637
267,-5183.995207580556
268,-5183.995197454125
269,-5183.995187503211
270,-5183.995177724732
271,-5183.995168115653
272,-5183.995158673007
273,-5183.995149393873
274,-5183.995140275383
275,-5183.995131314725
276,-5183.99512250913
277,-5183.99511385588
278,-5183.995105352315
279,-5183.995096995807
280,-5183.99508878379
281,-5183.9950807137375
282,-5183.995072783167
283,-5183.995064989637
284,-5183.995057330759
285,-5183.995049804181
286,-5183.995042407588
287,-5183.995035138721
288,-5183.995027995345
289,-5183.995020975273
290,-5183.995014076356
291,-5183.995007296485
292,-5183.99500063358
293,-5183.994994085608
294,-5183.994987650566
295,-5183.994981326492
296,-5183.994975111449
297,-5183.994969003544
298,-5183.99496300091
299,-5183.9949571017205
300,-5183.994951304174
