iteration,log_likelihood
0,-4360.677745294189
1,-3896.780264873548
2,-3837.556139526328
3,-3822.956814138564
4,-3815.335169709854
5,-3809.580172653486
6,-3804.450455971045
7,-3799.4798072048434
8,-3794.4484780919597
9,-3789.2369991686455
10,-3783.786652021881
11,-3778.1173444745664
12,-3772.3925452160975
13,-3766.9553513579854
14,-3762.206450620376
15,-3758.3853737326626
16,-3755.480712051552
17,-3753.337040897863
18,-3751.7806107104984
19,-3750.663229638186
20,-3749.8682150370164
21,-3749.308054142146
22,-3748.918346789372
23,-3748.651221126479
24,-3748.4707093408406
25,-3748.3500451957284
26,-3748.2698450720445
27,-3748.216529908454
28,-3748.1808704427526
29,-3748.1567425982753
30,-3748.140150703465
31,-3748.1285133182096
32,-3748.1201697433257
33,-3748.1140499562534
34,-3748.1094605652224
35,-3748.105947333618
36,-3748.103208399852
37,-3748.101039500114
38,-3748.0992994964986
39,-3748.0978886865723
40,-3748.0967350042465
41,-3748.0957851585968
42,-3748.094998908455
43,-3748.094345285958
44,-3748.093800065663
45,-3748.0933440147833
46,-3748.0929616999224
47,-3748.092640613529
48,-3748.092370538446
49,-3748.092143079029
50,-3748.091951299373
51,-3748.091789447151
52,-3748.091652737199
53,-3748.0915371769215
54,-3748.0914394279007
55,-3748.091356692916
56,-3748.091286625926
57,-3748.091227254951
58,-3748.0911769217787
59,-3748.0911342298973
60,-3748.091098002747
61,-3748.091067247844
62,-3748.0910411272503
63,-3748.091018933602
64,-3748.0910000687577
65,-3748.09098402701
66,-3748.0909703805823
67,-3748.0909587674537
68,-3748.0909488809
69,-3748.0909404610115
70,-3748.0909332875603
71,-3748.0909271737423
72,-3748.0909219611394
73,-3748.0909175152397
74,-3748.090913721917
75,-3748.0909104842303
76,-3748.090907719717
77,-3748.0909053583773
78,-3748.09090334073
79,-3748.090901616073
80,-3748.0909001413274
81,-3748.0908988798324
82,-3748.0908978003736
83,-3748.0908968763247
