iteration,log_likelihood
1,-7186.582152045759
2,-7010.913471378497
3,-6926.984217202192
4,-6898.620366342772
5,-6888.644308343112
6,-6882.9842895464335
7,-6878.130360109174
8,-6873.436376539459
9,-6869.894660053826
10,-6867.3606568978
11,-6865.253052794943
12,-6863.221007175154
13,-6860.89705631613
14,-6857.960082659751
15,-6854.419998608692
16,-6850.696566514812
17,-6847.115518484016
18,-6844.198204265673
19,-6842.028248188778
20,-6840.450980639678
21,-6839.257623304467
22,-6838.315484116145
23,-6837.546069248118
24,-6836.897424516486
25,-6836.331645051043
26,-6835.818636902878
27,-6835.333264267055
28,-6834.856412563382
29,-6834.3807910376145
30,-6833.916506694794
31,-6833.485199586615
32,-6833.10414505352
33,-6832.777656421332
34,-6832.500508588369
35,-6832.2641610040155
36,-6832.060377847022
37,-6831.882427293713
38,-6831.725149536439
39,-6831.584673681372
40,-6831.458097533419
41,-6831.3432232499445
42,-6831.2383606488065
43,-6831.142186666355
44,-6831.053646295284
45,-6830.971882805332
46,-6830.896188301988
47,-6830.825968375316
48,-6830.76071655164
49,-6830.6999956157215
50,-6830.643423790045
51,-6830.590664379097
52,-6830.541417908099
53,-6830.495416074145
54,-6830.452417026518
55,-6830.412201631453
56,-6830.37457047345
57,-6830.33934141388
58,-6830.306347576023
59,-6830.27543566063
60,-6830.246464520794
61,-6830.219303943042
62,-6830.19383359458
63,-6830.169942106084
64,-6830.14752626654
65,-6830.126490311674
66,-6830.106745291512
67,-6830.088208505415
68,-6830.070802995223
69,-6830.054457088747
70,-6830.039103987338
71,-6830.024681391999
72,-6830.011131163764
73,-6829.998399014278
74,-6829.986434223428
75,-6829.975189381048
76,-6829.964620150321
77,-6829.954685050587
78,-6829.945345257738
79,-6829.936564420503
80,-6829.928308491058
81,-6829.920545568726
82,-6829.913245755538
83,-6829.906381022642
84,-6829.89992508653
85,-6829.8938532943785
86,-6829.888142517606
87,-6829.88277105302
88,-6829.877718530976
89,-6829.872965829919
90,-6829.86849499681
91,-6829.864289173055
92,-6829.860332525423
93,-6829.856610181594
94,-6829.85310817006
95,-6829.849813363957
96,-6829.846713428632
97,-6829.843796772588
98,-6829.841052501666
99,-6829.838470376141
100,-6829.836040770575
101,-6829.833754636273
102,-6829.831603466055
103,-6829.829579261306
104,-6829.827674501095
105,-6829.825882113195
106,-6829.824195446941
107,-6829.8226082477795
108,-6829.821114633356
109,-6829.819709071135
110,-6829.818386357356
111,-6829.817141597287
112,-6829.815970186715
113,-6829.814867794544
114,-6829.813830346431
115,-6829.812854009478
116,-6829.811935177795
117,-6829.811070458981
118,-6829.810256661377
119,-6829.809490782131
120,-6829.808769995966
121,-6829.808091644611
122,-6829.8074532268765
123,-6829.80685238936
124,-6829.806286917624
125,-6829.805754727989
126,-6829.805253859785
127,-6829.80478246804
128,-6829.80433881665
129,-6829.803921271913
130,-6829.8035282964975
131,-6829.803158443716
132,-6829.80281035218
133,-6829.802482740757
134,-6829.802174403815
135,-6829.801884206782
136,-6829.801611081931
137,-6829.801354024452
138,-6829.801112088724
139,-6829.80088438482
140,-6829.800670075243
141,-6829.800468371801
142,-6829.800278532721
143,-6829.800099859916
144,-6829.799931696387
145,-6829.799773423815
146,-6829.799624460289
147,-6829.799484258139
148,-6829.799352301948
149,-6829.799228106617
150,-6829.79911121561
151,-6829.799001199246
152,-6829.798897653138
153,-6829.798800196692
154,-6829.798708471713
155,-6829.798622141077
156,-6829.798540887494
157,-6829.798464412353
158,-6829.798392434592
159,-6829.7983246897
160,-6829.798260928726
161,-6829.7982009173575
162,-6829.798144435065
163,-6829.7980912743
164,-6829.798041239714
165,-6829.797994147458
166,-6829.797949824489
167,-6829.797908107937
168,-6829.797868844539
169,-6829.7978318900105
170,-6829.797797108584
171,-6829.797764372454
172,-6829.7977335613405
173,-6829.797704562047
174,-6829.797677268023
175,-6829.797651578988
176,-6829.797627400555
177,-6829.797604643893
178,-6829.797583225394
179,-6829.797563066377
180,-6829.797544092761
181,-6829.797526234846
182,-6829.797509427031
183,-6829.797493607554
184,-6829.797478718304
185,-6829.797464704579
186,-6829.797451514894
187,-6829.797439100794
188,-6829.797427416664
189,-6829.797416419592
190,-6829.797406069167
191,-6829.797396327366
192,-6829.797387158404
193,-6829.797378528594
194,-6829.797370406231
195,-6829.79736276148
196,-6829.797355566249
197,-6829.79734879411
198,-6829.7973424201855
199,-6829.7973364210575
200,-6829.797330774688
201,-6829.797325460336
202,-6829.797320458472
203,-6829.797315750726
204,-6829.7973113198
205,-6829.797307149423
206,-6829.797303224266
207,-6829.797299529917
208,-6829.797296052799
209,-6829.797292780135
210,-6829.797289699917
211,-6829.797286800815
212,-6829.797284072188
213,-6829.797281504
214,-6829.79727908683
215,-6829.797276811791
216,-6829.797274670525
217,-6829.797272655173
218,-6829.797270758323
219,-6829.7972689730095
220,-6829.797267292673
221,-6829.797265711146
222,-6829.797264222614
223,-6829.797262821608
224,-6829.797261502981
225,-6829.797260261889
226,-6829.797259093781
227,-6829.797257994354
228,-6829.797256959579
229,-6829.797255985647
