from_state,sensory,prior,lapse
sensory,0.9285447006840837,0.0013238630078465346,0.07013143630806984
prior,0.07050353184185895,0.9294964143923903,5.3765750762256926e-08
lapse,0.7512886512292479,1.4428645087139397e-08,0.24871133434210704
