model,motion_coherence,prior_std,reference,bin_left_deg,bin_right_deg,bin_center_deg,observed,simulated_mean,simulated_ci_low,simulated_ci_high,n_simulations
HMM_static,0.12,10,prior,-30,-15,-22.5,0.0941935483870967,0.13189917338719,0.1223885255321993,0.1413484779803027,100
HMM_static,0.12,10,prior,-15,0,-7.5,0.3644239631336405,0.2721036095691806,0.2601961264614874,0.2889128602776461,100
HMM_static,0.12,10,prior,0,15,7.5,0.3310599078341012,0.2754758114120674,0.2622388236676604,0.2885459306667674,100
HMM_static,0.12,10,prior,15,30,22.5,0.1131797235023041,0.1307356780516968,0.1196274850872963,0.142160983158879,100
HMM_static,0.12,10,prior,30,45,37.5,0.0396313364055298,0.0568777841142762,0.0501344274158564,0.064428621421839,100
HMM_static,0.12,10,prior,45,60,52.5,0.0108755760368663,0.0250377945236524,0.0192868400717931,0.0312514160249234,100
HMM_static,0.12,10,prior,60,75,67.5,0.0031336405529953,0.0096809785098607,0.0068635075734441,0.0117222607728036,100
HMM_static,0.12,10,prior,75,90,82.5,0.0014746543778801,0.0028893443403054,0.0016984177012327,0.0044460670394334,100
HMM_static,0.12,10,prior,90,105,97.5,0.000184331797235,0.0006051342657869,0.0,0.0011457385219136,100
HMM_static,0.12,10,prior,105,120,112.5,0.000184331797235,7.750342994833101e-05,0.0,0.0003792787136601,100
HMM_static,0.12,10,prior,120,135,127.5,0.0,1.8779342723e-06,0.0,0.0,100
HMM_static,0.12,10,prior,135,150,142.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,10,prior,150,165,157.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,10,prior,165,180,172.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,10,stimulus,-180,-165,-172.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,10,stimulus,-165,-150,-157.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,10,stimulus,-150,-135,-142.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,10,stimulus,-135,-120,-127.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,10,stimulus,-120,-105,-112.5,0.00036866359447,3.771453475354e-06,0.0,0.0,100
HMM_static,0.12,10,stimulus,-105,-90,-97.5,0.000184331797235,0.0003592833815704,0.0,0.0009454780010863,100
HMM_static,0.12,10,stimulus,-90,-75,-82.5,0.0016589861751152,0.0022187972030766,0.0012169584650988,0.0035942591738221,100
HMM_static,0.12,10,stimulus,-75,-60,-67.5,0.0022119815668202,0.0077167873959897,0.0055062218434443,0.0106028103945163,100
HMM_static,0.12,10,stimulus,-60,-45,-52.5,0.0108755760368663,0.022333619215918,0.0187075664403822,0.0266070968268262,100
HMM_static,0.12,10,stimulus,-45,-30,-37.5,0.0309677419354838,0.0608854445484348,0.0555587578605698,0.0669258326232994,100
HMM_static,0.12,10,stimulus,-30,-15,-22.5,0.1260829493087556,0.1485636378971229,0.1386207044324639,0.1575328230713111,100
HMM_static,0.12,10,stimulus,-15,0,-7.5,0.3094930875576035,0.2565770538692038,0.245226839846195,0.2695981842127702,100
HMM_static,0.12,10,stimulus,0,15,7.5,0.3233179723502304,0.2585984567073925,0.2461270284918581,0.2705021726342581,100
HMM_static,0.12,10,stimulus,15,30,22.5,0.1375115207373272,0.1483607241580451,0.1379329498356363,0.1590231311001215,100
HMM_static,0.12,10,stimulus,30,45,37.5,0.0420276497695852,0.0615766376586072,0.0552090770653487,0.0684900702758794,100
HMM_static,0.12,10,stimulus,45,60,52.5,0.0108755760368663,0.0225980561128013,0.0179732187006522,0.0271482581690521,100
HMM_static,0.12,10,stimulus,60,75,67.5,0.0033179723502304,0.0076208266647672,0.0055594355359665,0.0099833975266731,100
HMM_static,0.12,10,stimulus,75,90,82.5,0.0009216589861751,0.0022580161720289,0.0011209142869074,0.0036742899837305,100
HMM_static,0.12,10,stimulus,90,105,97.5,0.000184331797235,0.0003269979168178,0.0,0.0009431684805803,100
HMM_static,0.12,10,stimulus,105,120,112.5,0.0,1.889644746787e-06,0.0,0.0,100
HMM_static,0.12,10,stimulus,120,135,127.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,10,stimulus,135,150,142.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,10,stimulus,150,165,157.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,10,stimulus,165,180,172.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,20,prior,-180,-165,-172.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,20,prior,-165,-150,-157.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,20,prior,-150,-135,-142.5,0.0,1.4249910914876e-05,0.0,0.000178365195231,100
HMM_static,0.12,20,prior,-135,-120,-127.5,0.0,9.640834137667399e-05,0.0,0.0003591138210375,100
HMM_static,0.12,20,prior,-120,-105,-112.5,0.0,0.0005697902245601,8.407079646014001e-05,0.0010777272381784,100
HMM_static,0.12,20,prior,-105,-90,-97.5,0.001222280426052,0.0020893497838527,0.0010735795729723,0.0033916728601368,100
HMM_static,0.12,20,prior,-90,-75,-82.5,0.00261917234154,0.0062541991581035,0.0045690632398377,0.0081814630881143,100
HMM_static,0.12,20,prior,-75,-60,-67.5,0.0087305744718001,0.0158876035560951,0.0127331420373027,0.019246140262749,100
HMM_static,0.12,20,prior,-60,-45,-52.5,0.0186834293696525,0.0342088411415046,0.0290432080715106,0.0404089847580597,100
HMM_static,0.12,20,prior,-45,-30,-37.5,0.0452243757639251,0.0703248240474663,0.0638940603880032,0.0763551389693706,100
HMM_static,0.12,20,prior,-30,-15,-22.5,0.1133228566439671,0.1411871873902081,0.1323381991396556,0.1489155303632385,100
HMM_static,0.12,20,prior,-15,0,-7.5,0.2785053256504276,0.2296975557588301,0.2174873094473681,0.2422669082891436,100
HMM_static,0.12,20,prior,0,15,7.5,0.2723939235201676,0.2289520451106383,0.2157639853124311,0.2408800407024014,100
HMM_static,0.12,20,prior,15,30,22.5,0.1393399685699318,0.1422052805177249,0.1358338441691812,0.1522461991668767,100
HMM_static,0.12,20,prior,30,45,37.5,0.0782259472673301,0.0697008973600602,0.0642163314905961,0.0771372132877413,100
HMM_static,0.12,20,prior,45,60,52.5,0.0298585646935567,0.0342339008322569,0.0292847621020366,0.038196969761853,100
HMM_static,0.12,20,prior,60,75,67.5,0.0071590710668762,0.015668420816518,0.0126759204673347,0.0186469429320401,100
HMM_static,0.12,20,prior,75,90,82.5,0.003143006809848,0.0061910084491598,0.0040693187895044,0.0090762013735717,100
HMM_static,0.12,20,prior,90,105,97.5,0.0008730574471799,0.0021092831659537,0.0010716103965701,0.0035625541077122,100
HMM_static,0.12,20,prior,105,120,112.5,0.0005238344683079,0.0005002567196196,0.0,0.0010750912987226,100
HMM_static,0.12,20,prior,120,135,127.5,0.000174611489436,9.819768472775398e-05,0.0,0.0004495482926066,100
HMM_static,0.12,20,prior,135,150,142.5,0.0,1.0700030426687e-05,0.0,0.000178130923492,100
HMM_static,0.12,20,prior,150,165,157.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,20,prior,165,180,172.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,20,stimulus,-180,-165,-172.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,20,stimulus,-165,-150,-157.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,20,stimulus,-150,-135,-142.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,20,stimulus,-135,-120,-127.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,20,stimulus,-120,-105,-112.5,0.0,8.950597558716998e-06,0.0,0.000178811477654,100
HMM_static,0.12,20,stimulus,-105,-90,-97.5,0.000174611489436,0.0004482716787315,0.0,0.0009851742166938,100
HMM_static,0.12,20,stimulus,-90,-75,-82.5,0.001222280426052,0.0029953369661487,0.0016924201898892,0.0046526015301566,100
HMM_static,0.12,20,stimulus,-75,-60,-67.5,0.0062860136196961,0.0107808134803654,0.0082832592456078,0.0131348399935644,100
HMM_static,0.12,20,stimulus,-60,-45,-52.5,0.0206041557534485,0.0342505592266173,0.0298150562923142,0.0385488600319835,100
HMM_static,0.12,20,stimulus,-45,-30,-37.5,0.0574471800244455,0.0845647163602619,0.0768795746443859,0.0921619033830004,100
HMM_static,0.12,20,stimulus,-30,-15,-22.5,0.1325301204819276,0.1542221754508826,0.1453279252155811,0.1644088458814944,100
HMM_static,0.12,20,stimulus,-15,0,-7.5,0.2402654094639427,0.2128636545788608,0.2023945126931336,0.2218473583538231,100
HMM_static,0.12,20,stimulus,0,15,7.5,0.2575519469181071,0.212577911610413,0.2033199790109649,0.2219664526771432,100
HMM_static,0.12,20,stimulus,15,30,22.5,0.1674524183691286,0.1549355983525461,0.1467083141665659,0.163660718503382,100
HMM_static,0.12,20,stimulus,30,45,37.5,0.07735288982015,0.0841550704461301,0.0787583180165166,0.0905030669123304,100
HMM_static,0.12,20,stimulus,45,60,52.5,0.0267155578837087,0.0341043593372659,0.0295356856110568,0.0389770593675567,100
HMM_static,0.12,20,stimulus,60,75,67.5,0.0085559629823642,0.0108511333159458,0.0081651179775135,0.0131949014200687,100
HMM_static,0.12,20,stimulus,75,90,82.5,0.0034922297887199,0.0028286924262888,0.0016875916843538,0.0044361003129084,100
HMM_static,0.12,20,stimulus,90,105,97.5,0.000349222978872,0.0004073951462118,0.0,0.0010751656313767,100
HMM_static,0.12,20,stimulus,105,120,112.5,0.0,5.361025769666001e-06,0.0,9.35995721162235e-05,100
HMM_static,0.12,20,stimulus,120,135,127.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,20,stimulus,135,150,142.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,20,stimulus,150,165,157.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,20,stimulus,165,180,172.5,0.0,0.0,0.0,0.0,100
HMM_static,0.12,40,prior,-180,-165,-172.5,0.0,3.2762324537958e-05,0.0,0.0001830848018445,100
HMM_static,0.12,40,prior,-165,-150,-157.5,0.0,0.0001677633949285,0.0,0.0005481657649586,100
HMM_static,0.12,40,prior,-150,-135,-142.5,0.0003646973012398,0.0007183589545022,0.0001811733826735,0.0013726380774928,100
HMM_static,0.12,40,prior,-135,-120,-127.5,0.0010940919037199,0.0018484618700345,0.0009067034915294,0.0030148745225269,100
HMM_static,0.12,40,prior,-120,-105,-112.5,0.0054704595185994,0.0044251124588149,0.0031874842766186,0.0058429974784548,100
HMM_static,0.12,40,prior,-105,-90,-97.5,0.0138584974471187,0.0092575466187061,0.0062703132895041,0.0118962939407306,100
HMM_static,0.12,40,prior,-90,-75,-82.5,0.0258935083880379,0.017246119182583,0.0136664303451688,0.0203090670337207,100
HMM_static,0.12,40,prior,-75,-60,-67.5,0.0362873814733769,0.0293017916941759,0.0252599701179783,0.0333475489349894,100
HMM_static,0.12,40,prior,-60,-45,-52.5,0.0444930707512763,0.0493424011129125,0.0445758588792168,0.0554278150354993,100
HMM_static,0.12,40,prior,-45,-30,-37.5,0.0638220277169948,0.0826096630523776,0.0761394803726345,0.089441140890047,100
HMM_static,0.12,40,prior,-30,-15,-22.5,0.1057622173595915,0.1321295137698037,0.1232220003048114,0.1397864335594667,100
HMM_static,0.12,40,prior,-15,0,-7.5,0.1951130561633844,0.1731136974160821,0.16385717936704,0.1857378103497482,100
HMM_static,0.12,40,prior,0,15,7.5,0.1717724288840261,0.1733359060471368,0.1647435165021672,0.1838303449356847,100
HMM_static,0.12,40,prior,15,30,22.5,0.1050328227571115,0.1312220504761708,0.1226485400999583,0.1406082345163828,100
HMM_static,0.12,40,prior,30,45,37.5,0.0920860685630925,0.0826453877045943,0.0744069159894858,0.0897811948042389,100
HMM_static,0.12,40,prior,45,60,52.5,0.0599927060539751,0.0497386786990983,0.0439155624039212,0.0556760881106243,100
HMM_static,0.12,40,prior,60,75,67.5,0.0402990517870166,0.0291028351456903,0.0246538580506436,0.0333464773185241,100
HMM_static,0.12,40,prior,75,90,82.5,0.0226112326768781,0.0170277905244691,0.0137654209808891,0.0208348355703708,100
HMM_static,0.12,40,prior,90,105,97.5,0.0120350109409189,0.0094873602256672,0.0068284654911413,0.0123429192992195,100
HMM_static,0.12,40,prior,105,120,112.5,0.0027352297592997,0.0044892694314635,0.0028244892501486,0.0059185604789453,100
HMM_static,0.12,40,prior,120,135,127.5,0.0009117432530998,0.0018609252679442,0.0009107950719468,0.0031942737338565,100
HMM_static,0.12,40,prior,135,150,142.5,0.0003646973012398,0.0006303981245618,0.0,0.0013661660425679,100
HMM_static,0.12,40,prior,150,165,157.5,0.0,0.0001986832702486,0.0,0.0006433929578727,100
HMM_static,0.12,40,prior,165,180,172.5,0.0,6.7523233493207e-05,0.0,0.0003655352898972,100
HMM_static,0.12,40,stimulus,-180,-165,-172.5,0.0,1.2776215622533e-05,0.0,0.0001829894112104,100
HMM_static,0.12,40,stimulus,-165,-150,-157.5,0.0,3.8280103656409e-05,0.0,0.0001835587070989,100
HMM_static,0.12,40,stimulus,-150,-135,-142.5,0.0,0.0001511981679325,0.0,0.0006405662174388,100
HMM_static,0.12,40,stimulus,-135,-120,-127.5,0.0,0.0006890144130643,0.0001819597357659,0.0014564109891461,100
HMM_static,0.12,40,stimulus,-120,-105,-112.5,0.0010940919037199,0.0021029916934922,0.0010913996173263,0.003543497523968,100
HMM_static,0.12,40,stimulus,-105,-90,-97.5,0.0029175784099196,0.0053035548402503,0.0034423438388325,0.0077696866214006,100
HMM_static,0.12,40,stimulus,-90,-75,-82.5,0.0082056892778992,0.0118674611791922,0.0081904185954343,0.015066369862443,100
HMM_static,0.12,40,stimulus,-75,-60,-67.5,0.0191466083150984,0.0242783892807286,0.0204500395333001,0.0281816159471708,100
HMM_static,0.12,40,stimulus,-60,-45,-52.5,0.0386579139314369,0.047278933119234,0.0415720758850013,0.0521234391644297,100
HMM_static,0.12,40,stimulus,-45,-30,-37.5,0.0696571845368343,0.0877732200155725,0.0807635272645357,0.0949546844075817,100
HMM_static,0.12,40,stimulus,-30,-15,-22.5,0.1360320933625091,0.1402971680301297,0.1324607015276897,0.1488561064692049,100
HMM_static,0.12,40,stimulus,-15,0,-7.5,0.2095185995623632,0.1798040244750337,0.1705038593290222,0.1910662458773679,100
HMM_static,0.12,40,stimulus,0,15,7.5,0.211524434719183,0.1801771464361814,0.168524949166749,0.1923273537654978,100
HMM_static,0.12,40,stimulus,15,30,22.5,0.148249452954048,0.140523698280994,0.1319164627323442,0.1486736323565985,100
HMM_static,0.12,40,stimulus,30,45,37.5,0.0802334062727935,0.0881008642644093,0.0825837284854937,0.0932904166686624,100
HMM_static,0.12,40,stimulus,45,60,52.5,0.0388402625820567,0.0474377236366261,0.0417135920116723,0.0525335280065631,100
HMM_static,0.12,40,stimulus,60,75,67.5,0.0204230488694382,0.0239659583391623,0.0207432753787708,0.0276661997138125,100
HMM_static,0.12,40,stimulus,75,90,82.5,0.0078409919766593,0.0118367433885453,0.0092554058897633,0.0140877528517364,100
HMM_static,0.12,40,stimulus,90,105,97.5,0.0051057622173595,0.0051844553329459,0.0034458084951386,0.0070248752164997,100
HMM_static,0.12,40,stimulus,105,120,112.5,0.0020058351568197,0.0022087330088388,0.0009990596185212,0.0034391373974399,100
HMM_static,0.12,40,stimulus,120,135,127.5,0.0003646973012398,0.0007564135106396,0.0001823214780944,0.0014659065808828,100
HMM_static,0.12,40,stimulus,135,150,142.5,0.0001823486506199,0.0001729904050352,0.0,0.0005467096088716,100
HMM_static,0.12,40,stimulus,150,165,157.5,0.0,3.2782297227288e-05,0.0,0.0001831007206588,100
HMM_static,0.12,40,stimulus,165,180,172.5,0.0,5.479565483223e-06,0.0,9.535052669813843e-05,100
HMM_static,0.12,80,prior,-180,-165,-172.5,0.0178757211765817,0.0101533794130877,0.0083682629144185,0.0118024479268482,100
HMM_static,0.12,80,prior,-165,-150,-157.5,0.017213657429301,0.0113464402410284,0.0096773543675654,0.0132780561441521,100
HMM_static,0.12,80,prior,-150,-135,-142.5,0.0178757211765817,0.0135483305985355,0.0113020791106224,0.0153843665590559,100
HMM_static,0.12,80,prior,-135,-120,-127.5,0.0209968788423341,0.0162727880918371,0.0139875113600368,0.0188486766313358,100
HMM_static,0.12,80,prior,-120,-105,-112.5,0.029982029698288,0.0202217949838142,0.0175209689986817,0.0227688537748469,100
HMM_static,0.12,80,prior,-105,-90,-97.5,0.0375484725243544,0.025917882308552,0.0228396339908816,0.0295613107449607,100
HMM_static,0.12,80,prior,-90,-75,-82.5,0.0454932374917242,0.0336065656221642,0.0308388354067773,0.0367725314282024,100
HMM_static,0.12,80,prior,-75,-60,-67.5,0.0471011065922632,0.044224589884538,0.0404136395700571,0.0476345676577391,100
HMM_static,0.12,80,prior,-60,-45,-52.5,0.0414262744727134,0.0583682739206934,0.0533914028554381,0.0632317201107779,100
HMM_static,0.12,80,prior,-45,-30,-37.5,0.0418045966140168,0.0751935561054689,0.0704640388127568,0.0802741861357675,100
HMM_static,0.12,80,prior,-30,-15,-22.5,0.0690437907878558,0.0924420440494275,0.0869628745622309,0.0977192280223961,100
HMM_static,0.12,80,prior,-15,0,-7.5,0.1159557363094675,0.1024029194478845,0.0973615848445301,0.1094986996317514,100
HMM_static,0.12,80,prior,0,15,7.5,0.0959992433557173,0.1030068873466963,0.09680662333954,0.109100642074628,100
HMM_static,0.12,80,prior,15,30,22.5,0.0649768277688451,0.0918558468870088,0.0861411367258874,0.096841760993294,100
HMM_static,0.12,80,prior,30,45,37.5,0.0581670292253854,0.0754872350610829,0.0700381803446778,0.080337398468785,100
HMM_static,0.12,80,prior,45,60,52.5,0.0469119455216115,0.0580290649869596,0.054415303382754,0.061682424751958,100
HMM_static,0.12,80,prior,60,75,67.5,0.0502222642580157,0.0439323962665428,0.0406601629504702,0.0471903261033891,100
HMM_static,0.12,80,prior,75,90,82.5,0.0541946467417004,0.0332249651908895,0.0300335521567388,0.036808751120942,100
HMM_static,0.12,80,prior,90,105,97.5,0.0387780194835902,0.0256037981183452,0.0225180229266537,0.028646661089079,100
HMM_static,0.12,80,prior,105,120,112.5,0.0204293956303792,0.0193957875769459,0.0170036422105887,0.0219711664656401,100
HMM_static,0.12,80,prior,120,135,127.5,0.0195781708124468,0.0146802969818079,0.0123992228080659,0.0175405619716948,100
HMM_static,0.12,80,prior,135,150,142.5,0.0148491440461553,0.0116980111352501,0.0095800604404708,0.0136240401849531,100
HMM_static,0.12,80,prior,150,165,157.5,0.0159841104700652,0.0098517571886123,0.008143781427805,0.0116115539392563,100
HMM_static,0.12,80,prior,165,180,172.5,0.0175919795706043,0.0095353885928246,0.0076987897318448,0.0114428033936231,100
HMM_static,0.12,80,stimulus,-180,-165,-172.5,0.0026482549891232,0.0071627857969525,0.0058901859994925,0.0088245729475106,100
HMM_static,0.12,80,stimulus,-165,-150,-157.5,0.002175352312494,0.0074276131681696,0.0059070316259843,0.0096717019120355,100
HMM_static,0.12,80,stimulus,-150,-135,-142.5,0.0018916107065165,0.0084661255738583,0.0068373718232529,0.0103033534018818,100
HMM_static,0.12,80,stimulus,-135,-120,-127.5,0.0014187080298873,0.0099745953270785,0.0080371241329516,0.0119058945922796,100
HMM_static,0.12,80,stimulus,-120,-105,-112.5,0.002175352312494,0.0120049804053588,0.0094671229009348,0.0141558513382179,100
HMM_static,0.12,80,stimulus,-105,-90,-97.5,0.004445285160314,0.0144832593963828,0.0121858571313156,0.0167801983520939,100
HMM_static,0.12,80,stimulus,-90,-75,-82.5,0.0101201172798638,0.0191405899023961,0.0164902742082249,0.0217476674296531,100
HMM_static,0.12,80,stimulus,-75,-60,-67.5,0.0151328856521327,0.0271561698594777,0.0242465107144398,0.0300655584295832,100
HMM_static,0.12,80,stimulus,-60,-45,-52.5,0.0368864087770736,0.0439544287985303,0.0403122999985639,0.047973972127941,100
HMM_static,0.12,80,stimulus,-45,-30,-37.5,0.0729215927362148,0.0747483994787998,0.0703717276439002,0.0786064735041426,100
HMM_static,0.12,80,stimulus,-30,-15,-22.5,0.1413979003121156,0.1194347138873936,0.1143341806802896,0.1253938796253507,100
HMM_static,0.12,80,stimulus,-15,0,-7.5,0.2117658185945332,0.1541080579837242,0.1477221567738875,0.1602448211996604,100
HMM_static,0.12,80,stimulus,0,15,7.5,0.20911756360541,0.1545952857539094,0.1466017461662635,0.1612499150001215,100
HMM_static,0.12,80,stimulus,15,30,22.5,0.1337368769507235,0.1196046647089848,0.1125292557257876,0.127160813099419,100
HMM_static,0.12,80,stimulus,30,45,37.5,0.0725432705949115,0.0752838859952591,0.0714751675326032,0.0794734717301577,100
HMM_static,0.12,80,stimulus,45,60,52.5,0.0350893786058828,0.0439603149996386,0.0400804676321208,0.0479955683003127,100
HMM_static,0.12,80,stimulus,60,75,67.5,0.0161732715407169,0.0268958145887558,0.0238798637089361,0.0292655262104528,100
HMM_static,0.12,80,stimulus,75,90,82.5,0.008890570320628,0.0193345458126426,0.0170158495323239,0.0222799794521582,100
HMM_static,0.12,80,stimulus,90,105,97.5,0.0054856710488981,0.0150769711813854,0.0127280948419928,0.0170766297453531,100
HMM_static,0.12,80,stimulus,105,120,112.5,0.0033103187364039,0.012491894515721,0.010585348597544,0.0146012768153663,100
HMM_static,0.12,80,stimulus,120,135,127.5,0.0036886408777073,0.0104411652238724,0.0085452256866053,0.0129250100439545,100
HMM_static,0.12,80,stimulus,135,150,142.5,0.0033103187364039,0.0091002868898549,0.0078886472551282,0.010653401980618,100
HMM_static,0.12,80,stimulus,150,165,157.5,0.0026482549891232,0.0077910148075933,0.0057091543513194,0.0095639711112094,100
HMM_static,0.12,80,stimulus,165,180,172.5,0.0030265771304264,0.0073624359442571,0.0058489884709923,0.0091315387646259,100
HMM_static,0.2399999999999999,10,prior,-180,-165,-172.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,prior,-165,-150,-157.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,prior,-150,-135,-142.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,prior,-135,-120,-127.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,prior,-120,-105,-112.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,prior,-105,-90,-97.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,prior,-90,-75,-82.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,prior,-75,-60,-67.5,0.0010803024846957,0.0002544179421184,0.0,0.0007562025720663,100
HMM_static,0.2399999999999999,10,prior,-60,-45,-52.5,0.0046813107670147,0.0041396108924842,0.0016691033138401,0.0066981219066036,100
HMM_static,0.2399999999999999,10,prior,-45,-30,-37.5,0.0176449405833633,0.0309369029820929,0.0235259194677433,0.0369812570995834,100
HMM_static,0.2399999999999999,10,prior,-30,-15,-22.5,0.0929060136838314,0.1343061561860229,0.1221105805479115,0.1482317257861419,100
HMM_static,0.2399999999999999,10,prior,-15,0,-7.5,0.3727043572200216,0.3283414681490812,0.3133400870644025,0.3475314976386664,100
HMM_static,0.2399999999999999,10,prior,0,15,7.5,0.3575801224342816,0.3311118120476399,0.3151063477695114,0.3473919935962144,100
HMM_static,0.2399999999999999,10,prior,15,30,22.5,0.1145120633777456,0.1361024066045913,0.1255996908703415,0.1461002500947923,100
HMM_static,0.2399999999999999,10,prior,30,45,37.5,0.0316888728844076,0.0303100264373022,0.0250053039990595,0.0370645616203994,100
HMM_static,0.2399999999999999,10,prior,45,60,52.5,0.006841915736406,0.0041755108761932,0.0022059646752503,0.0069154203628457,100
HMM_static,0.2399999999999999,10,prior,60,75,67.5,0.0003601008282319,0.0003216878824724,0.0,0.0011229965068914,100
HMM_static,0.2399999999999999,10,prior,75,90,82.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,prior,90,105,97.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,prior,105,120,112.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,prior,120,135,127.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,prior,135,150,142.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,prior,150,165,157.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,prior,165,180,172.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,-180,-165,-172.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,-165,-150,-157.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,-150,-135,-142.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,-135,-120,-127.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,-120,-105,-112.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,-105,-90,-97.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,-90,-75,-82.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,-75,-60,-67.5,0.0,2.9903491338904e-05,0.0,0.0003747530154235,100
HMM_static,0.2399999999999999,10,stimulus,-60,-45,-52.5,0.0025207057976233,0.0018993259666699,0.0001763832157444,0.0033754382781942,100
HMM_static,0.2399999999999999,10,stimulus,-45,-30,-37.5,0.0154843356139718,0.0263630257239357,0.0209804903519071,0.0329513500794162,100
HMM_static,0.2399999999999999,10,stimulus,-30,-15,-22.5,0.0954267194814548,0.1399663411539307,0.1259450910649185,0.1553053452682119,100
HMM_static,0.2399999999999999,10,stimulus,-15,0,-7.5,0.3615412315448324,0.3293614291921717,0.314397158470373,0.3475220304706819,100
HMM_static,0.2399999999999999,10,stimulus,0,15,7.5,0.3853078862081382,0.332861344187792,0.3155649587650287,0.3504756102133402,100
HMM_static,0.2399999999999999,10,stimulus,15,30,22.5,0.1177529708318329,0.1409928807427944,0.1294035446082973,0.1520070503079913,100
HMM_static,0.2399999999999999,10,stimulus,30,45,37.5,0.0194454447245227,0.026428227509135,0.0218223146312492,0.030720278846918,100
HMM_static,0.2399999999999999,10,stimulus,45,60,52.5,0.0021606049693914,0.0020825391532669,0.0007437172447222,0.0039518049989537,100
HMM_static,0.2399999999999999,10,stimulus,60,75,67.5,0.0003601008282319,1.4982878963935998e-05,0.0,0.000195822454308,100
HMM_static,0.2399999999999999,10,stimulus,75,90,82.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,90,105,97.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,105,120,112.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,120,135,127.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,135,150,142.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,150,165,157.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,10,stimulus,165,180,172.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,20,prior,-180,-165,-172.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,20,prior,-165,-150,-157.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,20,prior,-150,-135,-142.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,20,prior,-135,-120,-127.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,20,prior,-120,-105,-112.5,0.0,0.0,0.0,0.0,100
HMM_static,0.2399999999999999,20,prior,-105,-90,-97.5,0.0,2.2426305875593e-05,0.0,0.000448103336662,100
HMM_static,0.2399999999999999,20,prior,-90,-75,-82.5,0.0008591065292095,0.00035012555187,0.0,0.0013441787782162,100
