fold,covariate,previous_state,next_state,prob_at_minus_1sd,prob_at_plus_1sd,delta_plus_minus
2,prev_coherence,S_sensory,L_lapse,0.024040176978583,0.04729753071274245,0.023257353734159453
2,prev_coherence,P_prior,S_sensory,0.19374782527034298,0.04976359786881899,-0.143984227401524
2,prev_coherence,P_prior,P_prior,0.7966830585798109,0.9439868097000611,0.14730375112025018
2,prev_coherence,P_prior,L_lapse,0.009569116149846126,0.0062495924311197345,-0.0033195237187263913
2,prev_coherence,L_lapse,S_sensory,0.18659723555121624,0.08814903006427798,-0.09844820548693826
2,prev_coherence,L_lapse,P_prior,0.01723485552025343,0.020864634110985783,0.003629778590732352
2,prev_coherence,L_lapse,L_lapse,0.7961679089285303,0.8909863358247361,0.09481842689620579
3,coherence,S_sensory,S_sensory,0.7721943798906229,0.9807111736866339,0.20851679379601096
3,coherence,S_sensory,P_prior,0.14180853238241256,0.012865086232077024,-0.12894344615033554
3,coherence,S_sensory,L_lapse,0.08599708772696461,0.006423740081288997,-0.07957334764567561
3,coherence,P_prior,S_sensory,0.035256629653476965,0.24531193693647474,0.21005530728299776
3,coherence,P_prior,P_prior,0.9593552989666317,0.7455804725859018,-0.21377482638072998
3,coherence,P_prior,L_lapse,0.005388071379891301,0.009107590477623483,0.003719519097732182
3,coherence,L_lapse,S_sensory,0.049159805528389604,0.2370300923772324,0.1878702868488428
3,coherence,L_lapse,P_prior,0.020877870968160774,0.007433652876534526,-0.013444218091626247
3,coherence,L_lapse,L_lapse,0.9299623235034495,0.7555362547462332,-0.17442606875721633
3,prior_precision,S_sensory,S_sensory,0.8466431444071373,0.9543715849672909,0.10772844056015363
3,prior_precision,S_sensory,P_prior,0.04866569153862983,0.03999837073242548,-0.008667320806204352
3,prior_precision,S_sensory,L_lapse,0.10469116405423279,0.005630044300283455,-0.09906111975394934
3,prior_precision,P_prior,S_sensory,0.17786122243050215,0.051871975291265075,-0.12598924713923706
3,prior_precision,P_prior,P_prior,0.8078791071254916,0.9444570454551031,0.13657793832961151
3,prior_precision,P_prior,L_lapse,0.014259670444006457,0.0036709792536318837,-0.010588691190374573
3,prior_precision,L_lapse,S_sensory,0.31621740664783415,0.03345299800964064,-0.2827644086381935
3,prior_precision,L_lapse,P_prior,0.018640447147866963,0.007558564716259872,-0.011081882431607092
3,prior_precision,L_lapse,L_lapse,0.6651421462042988,0.9589884372740995,0.29384629106980076
3,conflict,S_sensory,S_sensory,0.9232998463248481,0.934218137907929,0.010918291583080886
3,conflict,S_sensory,P_prior,0.05306819078717141,0.03915651937602686,-0.01391167141114455
3,conflict,S_sensory,L_lapse,0.023631962887980505,0.02662534271604425,0.002993379828063747
3,conflict,P_prior,S_sensory,0.04391765526966697,0.20305473798556026,0.15913708271589327
3,conflict,P_prior,P_prior,0.9539603010575227,0.7731014705496231,-0.18085883050789964
3,conflict,P_prior,L_lapse,0.0021220436728103783,0.023843791464816664,0.021721747792006287
3,conflict,L_lapse,S_sensory,0.1160464450503928,0.10925189193096264,-0.006794553119430155
3,conflict,L_lapse,P_prior,0.013194438769115413,0.01279807732513842,-0.00039636144397699365
3,conflict,L_lapse,L_lapse,0.8707591161804918,0.8779500307438991,0.007190914563407258
3,prev_error,S_sensory,S_sensory,0.8927977911474407,0.9464665924431883,0.05366880129574758
3,prev_error,S_sensory,P_prior,0.08669079072029397,0.02348187306895854,-0.06320891765133543
3,prev_error,S_sensory,L_lapse,0.020511418132265164,0.03005153448785332,0.009540116355588157
3,prev_error,P_prior,S_sensory,0.0734485641044389,0.13005180763341975,0.05660324352898086
3,prev_error,P_prior,P_prior,0.9225928942016792,0.8562569821449756,-0.06633591205670364
3,prev_error,P_prior,L_lapse,0.003958541693881825,0.013691210221604543,0.009732668527722718
3,prev_error,L_lapse,S_sensory,0.07752599276830972,0.16023992700114006,0.08271393423283034
3,prev_error,L_lapse,P_prior,0.008032227958286847,0.020599510187068973,0.012567282228782126
3,prev_error,L_lapse,L_lapse,0.9144417792734033,0.819160562811791,-0.09528121646161236
3,prev_conflict,S_sensory,S_sensory,0.9243560111535426,0.9330283910850397,0.008672379931497054
3,prev_conflict,S_sensory,P_prior,0.05297211669427129,0.03922239470946206,-0.013749721984809234
3,prev_conflict,S_sensory,L_lapse,0.02267187215218612,0.027749214205498335,0.005077342053312214
3,prev_conflict,P_prior,S_sensory,0.0907503033151803,0.10643145770825152,0.015681154393071217
3,prev_conflict,P_prior,P_prior,0.9033936984861786,0.8842102949242634,-0.01918340356191517
3,prev_conflict,P_prior,L_lapse,0.005855998198641192,0.009358247367485013,0.0035022491688438207
3,prev_conflict,L_lapse,S_sensory,0.11985413144679403,0.10573922531206617,-0.014114906134727864
3,prev_conflict,L_lapse,P_prior,0.01336566810245579,0.01262912626632249,-0.0007365418361333
3,prev_conflict,L_lapse,L_lapse,0.8667802004507501,0.8816316484216115,0.014851447970861353
3,prev_coherence,S_sensory,S_sensory,0.9486360188326622,0.9033797122734661,-0.0452563065591961
3,prev_coherence,S_sensory,P_prior,0.03349084952153457,0.06164403859328108,0.028153189071746514
3,prev_coherence,S_sensory,L_lapse,0.0178731316458034,0.034976249133252646,0.017103117487449245
3,prev_coherence,P_prior,S_sensory,0.20267386470566706,0.04468159864331791,-0.15799226606234915
3,prev_coherence,P_prior,P_prior,0.7891479556301275,0.9490356891774517,0.15988773354732422
3,prev_coherence,P_prior,L_lapse,0.008178179664205327,0.006282712179230399,-0.001895467484974928
3,prev_coherence,L_lapse,S_sensory,0.1693735559732041,0.07313707986696988,-0.09623647610623423
3,prev_coherence,L_lapse,P_prior,0.015168750666939,0.010876978089228957,-0.004291772577710044
3,prev_coherence,L_lapse,L_lapse,0.8154576933598571,0.9159859420438012,0.10052824868394417
4,coherence,S_sensory,S_sensory,0.7740502581526718,0.9817338747408656,0.2076836165881938
4,coherence,S_sensory,P_prior,0.14673632969242242,0.012622622291086929,-0.1341137074013355
4,coherence,S_sensory,L_lapse,0.0792134121549057,0.005643502968047608,-0.07356990918685809
4,coherence,P_prior,S_sensory,0.039615509977729946,0.25684484038803146,0.2172293304103015
4,coherence,P_prior,P_prior,0.954278385462115,0.7322398447107122,-0.22203854075140272
4,coherence,P_prior,L_lapse,0.006106104560154927,0.010915314901256346,0.004809210341101419
4,coherence,L_lapse,S_sensory,0.05282357301920776,0.2618294896715536,0.20900591665234586
4,coherence,L_lapse,P_prior,0.024486398650392,0.011986519754432694,-0.012499878895959306
4,coherence,L_lapse,L_lapse,0.9226900283304003,0.7261839905740137,-0.19650603775638653
4,prior_precision,S_sensory,S_sensory,0.834463785769118,0.9578285986190064,0.12336481284988843
4,prior_precision,S_sensory,P_prior,0.05118666173645142,0.03805947465527467,-0.013127187081176751
4,prior_precision,S_sensory,L_lapse,0.11434955249443068,0.00411192672571871,-0.11023762576871197
4,prior_precision,P_prior,S_sensory,0.19939614027792313,0.05408586929958571,-0.14531027097833743
4,prior_precision,P_prior,P_prior,0.7874251163875171,0.9405538075624678,0.15312869117495065
4,prior_precision,P_prior,L_lapse,0.013178743334559654,0.005360323137946471,-0.007818420196613184
4,prior_precision,L_lapse,S_sensory,0.3278645522205198,0.039010703109924987,-0.2888538491105948
4,prior_precision,L_lapse,P_prior,0.014833048074394532,0.018298670049104983,0.0034656219747104516
4,prior_precision,L_lapse,L_lapse,0.6573023997050856,0.9426906268409698,0.2853882271358842
4,conflict,S_sensory,S_sensory,0.9221548568522089,0.9386712579531751,0.016516401100966194
4,conflict,S_sensory,P_prior,0.05677568154666138,0.03716030963937255,-0.019615371907288827
4,conflict,S_sensory,L_lapse,0.021069461601129855,0.024168432407452423,0.0030989708063225672
4,conflict,P_prior,S_sensory,0.052280508081967526,0.2027681676038198,0.15048765952185228
4,conflict,P_prior,P_prior,0.9451456960567363,0.7702525814816872,-0.17489311457504908
4,conflict,P_prior,L_lapse,0.002573795861296357,0.026979250914492842,0.024405455053196485
4,conflict,L_lapse,S_sensory,0.13401580869273932,0.11340156835878237,-0.02061424033395695
4,conflict,L_lapse,P_prior,0.015225112420326814,0.021182941769350108,0.005957829349023294
4,conflict,L_lapse,L_lapse,0.8507590788869338,0.8654154898718676,0.014656410984933754
4,prev_error,S_sensory,S_sensory,0.8997402421762405,0.9479413007819496,0.04820105860570911
4,prev_error,S_sensory,P_prior,0.08132300637727784,0.025562861545635723,-0.055760144831642114
4,prev_error,S_sensory,L_lapse,0.018936751446481544,0.026495837672414615,0.0075590862259330704
4,prev_error,P_prior,S_sensory,0.08113193161680848,0.13850641034077943,0.057374478723970945
4,prev_error,P_prior,P_prior,0.9147470469177501,0.8436319541632245,-0.07111509275452566
4,prev_error,P_prior,L_lapse,0.004121021465441333,0.01786163549599628,0.013740614030554946
4,prev_error,L_lapse,S_sensory,0.08752213360014686,0.17052691737024273,0.08300478377009586
4,prev_error,L_lapse,P_prior,0.011909978799841773,0.02659325740930005,0.014683278609458278
4,prev_error,L_lapse,L_lapse,0.9005678876000114,0.8028798252204572,-0.09768806237955419
4,prev_conflict,S_sensory,S_sensory,0.9218367600909959,0.9385913088053115,0.016754548714315587
4,prev_conflict,S_sensory,P_prior,0.0576753181938855,0.03656493907460036,-0.021110379119285143
4,prev_conflict,S_sensory,L_lapse,0.0204879217151185,0.02484375212008824,0.004355830404969743
4,prev_conflict,P_prior,S_sensory,0.09626920030180768,0.1182094466817808,0.02194024637997312
4,prev_conflict,P_prior,P_prior,0.895703669865863,0.8725042327721927,-0.02319943709367034
4,prev_conflict,P_prior,L_lapse,0.008027129832329453,0.009286320546026476,0.0012591907136970237
4,prev_conflict,L_lapse,S_sensory,0.13408706204594414,0.11337830035154646,-0.020708761694397684
4,prev_conflict,L_lapse,P_prior,0.016504894860061032,0.019546803331914206,0.003041908471853174
4,prev_conflict,L_lapse,L_lapse,0.8494080430939946,0.8670748963165394,0.0176668532225448
4,prev_coherence,S_sensory,S_sensory,0.9502360846987562,0.9061867086864861,-0.0440493760122701
4,prev_coherence,S_sensory,P_prior,0.03369799008455492,0.062282998214482105,0.028585008129927182
4,prev_coherence,S_sensory,L_lapse,0.01606592521668874,0.031530293099031895,0.015464367882343153
4,prev_coherence,P_prior,S_sensory,0.1981245866427623,0.05462426476155382,-0.14350032188120848
4,prev_coherence,P_prior,P_prior,0.792500878182443,0.9378137009144156,0.14531282273197266
4,prev_coherence,P_prior,L_lapse,0.009374535174794594,0.007562034324030589,-0.0018125008507640043
4,prev_coherence,L_lapse,S_sensory,0.19913355940503707,0.07377036024131847,-0.1253631991637186
4,prev_coherence,L_lapse,P_prior,0.016045642606869408,0.01942857437745668,0.0033829317705872733
4,prev_coherence,L_lapse,L_lapse,0.7848207979880935,0.9068010653812248,0.12198026739313139
