fold,model,seq_id,subject_id,session_id,run_id,prior_std,n_test,test_ll,test_ll_per_trial
2,HMM_static,33,1.0,7.0,34.0,40.0,202,-139.51692786723652,-0.6906778607288937
2,HMM_static,34,1.0,7.0,35.0,10.0,221,-2.7468635276126747,-0.012429246731279072
2,HMM_static,39,1.0,8.0,40.0,80.0,226,-227.88774549226036,-1.008352856160444
2,HMM_static,42,2.0,1.0,3.0,20.0,215,-74.09206762907911,-0.34461426804222844
2,HMM_static,47,2.0,2.0,8.0,80.0,215,-285.1619427476269,-1.3263346174308226
2,HMM_static,51,2.0,3.0,12.0,10.0,213,66.94215270331674,0.31428240705782506
2,HMM_static,57,2.0,4.0,18.0,80.0,215,-279.32521265962936,-1.299187035626183
2,HMM_static,58,2.0,4.0,19.0,40.0,207,-107.55936840144312,-0.5196104753692905
2,HMM_static,65,2.0,6.0,26.0,80.0,215,-306.5306436783697,-1.4257239240854405
2,HMM_static,67,2.0,6.0,28.0,40.0,207,-156.02900104029587,-0.7537632900497385
2,HMM_static,69,2.0,7.0,30.0,10.0,213,88.13824888554186,0.4137945957067693
2,HMM_static,75,2.0,8.0,35.0,20.0,215,-26.545378489773732,-0.12346687669662201
2,HMM_static,78,3.0,1.0,2.0,80.0,215,-194.35108168427288,-0.9039585194617343
2,HMM_static,79,3.0,1.0,3.0,10.0,213,39.837312905013775,0.18702963805170786
2,HMM_static,83,3.0,2.0,7.0,20.0,215,-24.96069684725787,-0.11609626440585057
2,HMM_static,84,3.0,2.0,8.0,80.0,215,-170.92716052728935,-0.7950100489641365
2,HMM_static,88,3.0,3.0,12.0,80.0,215,-188.66740283408672,-0.8775228038794731
2,HMM_static,93,3.0,4.0,17.0,40.0,207,-162.6645301874904,-0.7858189864129972
2,HMM_static,94,3.0,4.0,18.0,10.0,213,35.320522848897646,0.16582405093379177
2,HMM_static,96,3.0,4.0,20.0,80.0,215,-199.49071120460397,-0.9278637730446696
2,HMM_static,104,3.0,6.0,28.0,40.0,207,-141.36109360738476,-0.6829038338521003
2,HMM_static,114,3.0,8.0,38.0,20.0,204,-82.93706205656358,-0.4065542257674685
2,HMM_static,115,3.0,8.0,39.0,80.0,226,-211.3122687718939,-0.9350100388136898
2,HMM_static,121,4.0,1.0,1.0,20.0,215,-59.93351510775874,-0.27876053538492435
2,HMM_static,122,4.0,1.0,2.0,40.0,207,-203.28995023970424,-0.9820770542980881
2,HMM_static,124,4.0,1.0,4.0,80.0,215,-293.8035794616248,-1.3665282765656968
2,HMM_static,134,4.0,4.0,14.0,20.0,215,-48.35418578044235,-0.22490318967647605
2,HMM_static,135,4.0,4.0,15.0,10.0,213,-45.74871223200682,-0.21478268653524327
2,HMM_static,140,4.0,5.0,20.0,80.0,145,-177.76102545567937,-1.2259381065908923
2,HMM_static,146,5.0,1.0,3.0,40.0,207,-261.3414022002852,-1.2625188512091072
2,HMM_static,147,5.0,1.0,4.0,10.0,213,-193.26761604366038,-0.9073596997354948
2,HMM_static,150,5.0,2.0,7.0,80.0,215,-267.65245811863514,-1.2448951540401634
2,HMM_static,154,5.0,3.0,11.0,40.0,207,-239.97749070056895,-1.159311549278111
2,HMM_static,156,5.0,4.0,13.0,80.0,226,-301.04863813268776,-1.3320736200561405
2,HMM_static,157,5.0,4.0,14.0,20.0,204,-304.7488641795346,-1.4938669812722285
2,HMM_static,163,5.0,5.0,20.0,80.0,226,-347.2804137335066,-1.5366389988208256
2,HMM_static,172,6.0,1.0,2.0,10.0,221,-234.04258671279337,-1.0590162294696532
2,HMM_static,176,6.0,2.0,6.0,40.0,202,-226.18448592459674,-1.1197251778445383
2,HMM_static,178,6.0,2.0,8.0,80.0,226,-338.95084499281796,-1.499782499968221
2,HMM_static,181,6.0,3.0,11.0,20.0,204,-116.1697343979394,-0.5694594823428402
2,HMM_static,188,6.0,4.0,18.0,80.0,226,-267.01287556437904,-1.181472900727341
2,HMM_static,194,6.0,5.0,24.0,20.0,204,-95.44973896057711,-0.46789087725773093
2,HMM_static,195,6.0,5.0,25.0,40.0,202,-205.44272129678095,-1.0170431747365394
2,HMM_static,198,6.0,6.0,28.0,80.0,226,-267.6389626457883,-1.1842431975477359
2,HMM_static,205,6.0,7.0,35.0,80.0,226,-218.88362870245913,-0.9685116314268103
2,HMM_static,208,7.0,1.0,3.0,10.0,213,3.015417999391815,0.014156892015924013
2,HMM_static,209,7.0,1.0,4.0,80.0,215,-217.86429087244937,-1.0133222831276716
2,HMM_static,212,7.0,2.0,7.0,40.0,207,-178.8213925652775,-0.8638714616680073
2,HMM_static,214,7.0,3.0,9.0,10.0,213,57.70139458202157,0.27089856611277735
2,HMM_static,216,7.0,3.0,11.0,80.0,215,-188.13939584647636,-0.8750669574254715
2,HMM_static,225,7.0,5.0,20.0,20.0,204,-40.02996015274384,-0.19622529486639137
2,HMM_static,233,8.0,1.0,1.0,40.0,207,-209.40683435340958,-1.011627219098597
2,HMM_static,237,8.0,2.0,5.0,10.0,213,-102.01365122666317,-0.478937329702644
2,HMM_static,238,8.0,2.0,6.0,80.0,215,-303.62415045169064,-1.412205350938096
2,HMM_static,240,8.0,2.0,8.0,20.0,215,-161.2335040341685,-0.7499232745775279
2,HMM_static,246,8.0,4.0,14.0,80.0,226,-423.94047211702184,-1.8758427969779727
2,HMM_static,248,8.0,4.0,16.0,40.0,202,-392.3056924970364,-1.94210738859919
2,HMM_static,254,8.0,5.0,22.0,80.0,226,-376.4485312907275,-1.6657014658881748
2,HMM_static,267,9.0,2.0,8.0,10.0,221,-155.46398371917715,-0.703456939905779
2,HMM_static,275,9.0,4.0,16.0,40.0,202,-217.11519555393858,-1.0748277007620721
2,HMM_static,276,9.0,4.0,17.0,20.0,204,-134.9551762395627,-0.6615449815664838
2,HMM_static,277,9.0,4.0,18.0,80.0,226,-263.00845073042285,-1.1637542067717825
2,HMM_static,284,9.0,5.0,25.0,40.0,202,-203.73808365987082,-1.008604374553816
2,HMM_static,288,9.0,6.0,29.0,80.0,226,-269.67032293037914,-1.1932315173910581
2,HMM_static,291,9.0,7.0,32.0,10.0,221,-81.93844042628797,-0.3707621738746062
2,HMM_static,295,9.0,8.0,36.0,20.0,204,-91.10235164954892,-0.44658015514484767
2,HMM_static,298,9.0,8.0,39.0,80.0,226,-273.78969443000216,-1.211458824911514
2,HMM_static,299,9.0,8.0,40.0,80.0,226,-247.84849703634893,-1.0966747656475617
2,HMM_static,302,10.0,1.0,3.0,10.0,221,-219.26992372451699,-0.9921716005634252
2,HMM_static,306,10.0,2.0,7.0,80.0,226,-374.1723689438267,-1.6556299510788792
2,HMM_static,310,10.0,3.0,11.0,80.0,226,-372.98742498581953,-1.6503868362204404
2,HMM_static,313,10.0,3.0,15.0,40.0,202,-228.9475013334481,-1.1334034719477628
2,HMM_static,319,10.0,5.0,21.0,10.0,221,-86.12074953325792,-0.3896866494717553
2,HMM_static,324,10.0,6.0,26.0,80.0,226,-383.82826727389113,-1.6983551649287218
2,HMM_static,326,10.0,6.0,28.0,20.0,204,-6.299091168041329,-0.030877897882555533
2,HMM_static,334,11.0,2.0,7.0,20.0,204,-147.27395720651964,-0.721931162777057
2,HMM_static,336,11.0,2.0,9.0,10.0,221,-29.561858730988803,-0.13376406665605794
2,HMM_static,338,11.0,3.0,11.0,80.0,226,-211.38766955399797,-0.9353436705929113
2,HMM_static,343,11.0,4.0,16.0,80.0,226,-232.9459784686124,-1.0307344180027098
2,HMM_static,348,11.0,5.0,21.0,40.0,202,-208.03180760561798,-1.029860433691178
2,HMM_static,350,11.0,5.0,23.0,10.0,221,-102.5117551078923,-0.4638540955108249
2,HMM_static,355,11.0,6.0,28.0,80.0,226,-234.63489892987738,-1.0382075173888379
2,HMM_static,357,11.0,6.0,30.0,40.0,202,-193.17696805432854,-0.9563216240313294
2,HMM_static,361,12.0,1.0,4.0,80.0,226,-352.08258689717167,-1.5578875526423526
2,HMM_static,364,12.0,2.0,7.0,80.0,226,-265.9391659633595,-1.1767219732892014
2,HMM_static,365,12.0,2.0,8.0,40.0,202,-287.86233003461064,-1.4250610397753
2,HMM_static,367,12.0,2.0,10.0,20.0,204,-93.73184465690777,-0.4594698267495479
2,HMM_static,372,12.0,3.0,15.0,10.0,221,-60.94401490425314,-0.2757647733224124
2,HMM_static,376,12.0,4.0,19.0,80.0,226,-272.42075518686664,-1.2054015716233037
2,HMM_static,385,12.0,6.0,28.0,10.0,221,-95.78986569904302,-0.4334383063305114
2,Independent_switching,6,1.0,2.0,7.0,20.0,215,-80.72045588631599,-0.375443980866586
2,Independent_switching,14,1.0,3.0,15.0,80.0,215,-186.582121659242,-0.867823821670893
2,Independent_switching,15,1.0,4.0,16.0,40.0,207,-113.62278122796837,-0.5489023247727941
2,Independent_switching,22,1.0,5.0,23.0,10.0,213,-0.6317914847782831,-0.0029661572055318455
2,Independent_switching,23,1.0,5.0,24.0,80.0,215,-185.59306713265593,-0.8632235680588648
2,Independent_switching,24,1.0,5.0,25.0,80.0,215,-201.95871826578627,-0.9393428756548199
2,Independent_switching,30,1.0,7.0,31.0,20.0,204,-119.30186644201717,-0.5848130707942019
2,Independent_switching,33,1.0,7.0,34.0,40.0,202,-126.09388672382565,-0.6242271619991369
2,Independent_switching,34,1.0,7.0,35.0,10.0,221,-5.177399666420202,-0.023427147811856116
2,Independent_switching,39,1.0,8.0,40.0,80.0,226,-228.23537993443932,-1.009891061656811
2,Independent_switching,42,2.0,1.0,3.0,20.0,215,-81.25434257641274,-0.3779271747740127
2,Independent_switching,47,2.0,2.0,8.0,80.0,215,-293.5035267448377,-1.3651326825341288
2,Independent_switching,51,2.0,3.0,12.0,10.0,213,20.974801072873102,0.09847324447358265
2,Independent_switching,57,2.0,4.0,18.0,80.0,215,-285.46359404582756,-1.3277376467247795
2,Independent_switching,58,2.0,4.0,19.0,40.0,207,-113.93496681004908,-0.5504104676813965
2,Independent_switching,65,2.0,6.0,26.0,80.0,215,-310.20126521403824,-1.4427965823908755
2,Independent_switching,67,2.0,6.0,28.0,40.0,207,-158.3670315630403,-0.7650581234929483
2,Independent_switching,69,2.0,7.0,30.0,10.0,213,31.351468678986826,0.14718999379806022
2,Independent_switching,75,2.0,8.0,35.0,20.0,215,-51.79539772135431,-0.24090882661095028
2,Independent_switching,78,3.0,1.0,2.0,80.0,215,-206.91673435445222,-0.9624034156021033
2,Independent_switching,79,3.0,1.0,3.0,10.0,213,-7.211550111188905,-0.033857042775534765
2,Independent_switching,83,3.0,2.0,7.0,20.0,215,-37.78366691888321,-0.17573798566922424
2,Independent_switching,84,3.0,2.0,8.0,80.0,215,-176.81165168729282,-0.822379775289734
2,Independent_switching,88,3.0,3.0,12.0,80.0,215,-193.52744730879152,-0.900127661901356
2,Independent_switching,93,3.0,4.0,17.0,40.0,207,-134.18609505573613,-0.6482420051001746
2,Independent_switching,94,3.0,4.0,18.0,10.0,213,0.06770701363259102,0.00031787330343939447
2,Independent_switching,96,3.0,4.0,20.0,80.0,215,-204.50154319727005,-0.9511699683593956
2,Independent_switching,104,3.0,6.0,28.0,40.0,207,-125.39952820784315,-0.6057948222601118
2,Independent_switching,114,3.0,8.0,38.0,20.0,204,-78.84218409514057,-0.38648129458402236
2,Independent_switching,115,3.0,8.0,39.0,80.0,226,-229.81172272190025,-1.0168660297429215
2,Independent_switching,121,4.0,1.0,1.0,20.0,215,-77.72130961803742,-0.36149446333970897
2,Independent_switching,122,4.0,1.0,2.0,40.0,207,-202.50669566977308,-0.9782932157960053
2,Independent_switching,124,4.0,1.0,4.0,80.0,215,-285.4277987980064,-1.3275711572000297
2,Independent_switching,134,4.0,4.0,14.0,20.0,215,-72.35123460783186,-0.33651737026898537
2,Independent_switching,135,4.0,4.0,15.0,10.0,213,-61.8563565000255,-0.2904054295775845
2,Independent_switching,140,4.0,5.0,20.0,80.0,145,-179.88898038136682,-1.2406136578025297
2,Independent_switching,146,5.0,1.0,3.0,40.0,207,-303.74740757864,-1.46737878057314
2,Independent_switching,147,5.0,1.0,4.0,10.0,213,-194.3902772469675,-0.9126304096101762
2,Independent_switching,150,5.0,2.0,7.0,80.0,215,-257.7163919289213,-1.1986808926926573
2,Independent_switching,154,5.0,3.0,11.0,40.0,207,-277.3393809980478,-1.3398037729374288
2,Independent_switching,156,5.0,4.0,13.0,80.0,226,-297.8163829652044,-1.3177716060407274
2,Independent_switching,157,5.0,4.0,14.0,20.0,204,-393.80947157760016,-1.9304385861647066
2,Independent_switching,163,5.0,5.0,20.0,80.0,226,-363.6470706836186,-1.6090578348832683
2,Independent_switching,172,6.0,1.0,2.0,10.0,221,-263.8370758904107,-1.1938329225810438
2,Independent_switching,176,6.0,2.0,6.0,40.0,202,-230.5180257717616,-1.1411783454047604
2,Independent_switching,178,6.0,2.0,8.0,80.0,226,-334.81539553083417,-1.48148405102139
2,Independent_switching,181,6.0,3.0,11.0,20.0,204,-108.75749317841763,-0.5331249665608707
2,Independent_switching,188,6.0,4.0,18.0,80.0,226,-293.33208060965296,-1.2979295602197034
2,Independent_switching,194,6.0,5.0,24.0,20.0,204,-102.57760782215794,-0.5028314108929312
2,Independent_switching,195,6.0,5.0,25.0,40.0,202,-196.5884099758131,-0.9732099503753124
2,Independent_switching,198,6.0,6.0,28.0,80.0,226,-275.27328588485335,-1.2180233888710326
2,Independent_switching,205,6.0,7.0,35.0,80.0,226,-227.09924095136535,-1.004863898014891
2,Independent_switching,208,7.0,1.0,3.0,10.0,213,-15.53522896685803,-0.07293534726224428
2,Independent_switching,209,7.0,1.0,4.0,80.0,215,-221.55656172640727,-1.030495635936778
2,Independent_switching,212,7.0,2.0,7.0,40.0,207,-170.4467452283444,-0.8234142281562532
2,Independent_switching,214,7.0,3.0,9.0,10.0,213,17.260346917766235,0.08103449257167246
2,Independent_switching,216,7.0,3.0,11.0,80.0,215,-195.46965987549146,-0.909161208723216
2,Independent_switching,225,7.0,5.0,20.0,20.0,204,-50.53550804766672,-0.24772307866503293
2,Independent_switching,233,8.0,1.0,1.0,40.0,207,-219.90908072123625,-1.0623627087982428
2,Independent_switching,237,8.0,2.0,5.0,10.0,213,-90.00604937510965,-0.4225636120897167
2,Independent_switching,238,8.0,2.0,6.0,80.0,215,-303.94807468349416,-1.413711975272066
2,Independent_switching,240,8.0,2.0,8.0,20.0,215,-157.92411790035638,-0.7345307809318902
2,Independent_switching,246,8.0,4.0,14.0,80.0,226,-453.4471156601339,-2.0064031666377606
2,Independent_switching,248,8.0,4.0,16.0,40.0,202,-507.2005216989168,-2.5108936717768158
2,Independent_switching,254,8.0,5.0,22.0,80.0,226,-381.01792345809247,-1.685920015301294
2,Independent_switching,267,9.0,2.0,8.0,10.0,221,-148.96072055320815,-0.6740304097430233
2,Independent_switching,275,9.0,4.0,16.0,40.0,202,-215.3927370624648,-1.0663006785270535
2,Independent_switching,276,9.0,4.0,17.0,20.0,204,-122.88559269726768,-0.6023803563591553
2,Independent_switching,277,9.0,4.0,18.0,80.0,226,-254.45640030730445,-1.1259132756960373
2,Independent_switching,284,9.0,5.0,25.0,40.0,202,-208.85329160638923,-1.0339271861702437
2,Independent_switching,288,9.0,6.0,29.0,80.0,226,-286.70212066213867,-1.2685934542572508
2,Independent_switching,291,9.0,7.0,32.0,10.0,221,-91.10310638311731,-0.4122312506023408
2,Independent_switching,295,9.0,8.0,36.0,20.0,204,-89.84997532423547,-0.4404410555109582
2,Independent_switching,298,9.0,8.0,39.0,80.0,226,-271.62107911215753,-1.2018631819122014
2,Independent_switching,299,9.0,8.0,40.0,80.0,226,-253.00880630654598,-1.1195079925068405
2,Independent_switching,302,10.0,1.0,3.0,10.0,221,-251.39991176004486,-1.1375561618101577
2,Independent_switching,306,10.0,2.0,7.0,80.0,226,-363.4627824891357,-1.6082424003944058
2,Independent_switching,310,10.0,3.0,11.0,80.0,226,-372.564562863378,-1.6485157648822035
2,Independent_switching,313,10.0,3.0,15.0,40.0,202,-216.27392870961515,-1.0706630134139363
2,Independent_switching,319,10.0,5.0,21.0,10.0,221,-90.82566957684898,-0.4109758804382307
2,Independent_switching,324,10.0,6.0,26.0,80.0,226,-377.52836135568725,-1.6704794750251648
2,Independent_switching,326,10.0,6.0,28.0,20.0,204,-53.80877455158706,-0.2637685027038581
2,Independent_switching,334,11.0,2.0,7.0,20.0,204,-136.61948736525184,-0.6697033694375091
2,Independent_switching,336,11.0,2.0,9.0,10.0,221,-45.67062952441138,-0.20665443223715557
2,Independent_switching,338,11.0,3.0,11.0,80.0,226,-228.6273949136493,-1.0116256412108378
2,Independent_switching,343,11.0,4.0,16.0,80.0,226,-250.16922530943094,-1.106943474820491
2,Independent_switching,348,11.0,5.0,21.0,40.0,202,-211.40128553168867,-1.0465410174836074
2,Independent_switching,350,11.0,5.0,23.0,10.0,221,-92.84285991789609,-0.42010343854251625
2,Independent_switching,355,11.0,6.0,28.0,80.0,226,-249.26099022007656,-1.1029247354870644
2,Independent_switching,357,11.0,6.0,30.0,40.0,202,-189.04001565375629,-0.9358416616522588
2,Independent_switching,361,12.0,1.0,4.0,80.0,226,-342.04393907351573,-1.513468756962459
2,Independent_switching,364,12.0,2.0,7.0,80.0,226,-277.711376216982,-1.228811399190186
2,Independent_switching,365,12.0,2.0,8.0,40.0,202,-337.16394362605934,-1.6691284337923729
2,Independent_switching,367,12.0,2.0,10.0,20.0,204,-101.25740603903853,-0.49635983352469865
2,Independent_switching,372,12.0,3.0,15.0,10.0,221,-85.45171800313766,-0.38665935748026087
2,Independent_switching,376,12.0,4.0,19.0,80.0,226,-301.3393413725349,-1.3333599175775879
2,Independent_switching,385,12.0,6.0,28.0,10.0,221,-111.30045903696262,-0.503621986592591
2,Serial_stim_independent_switching,6,1.0,2.0,7.0,20.0,215,-80.49835569640283,-0.374410956727455
2,Serial_stim_independent_switching,14,1.0,3.0,15.0,80.0,215,-186.33770711658042,-0.86668700984456
2,Serial_stim_independent_switching,15,1.0,4.0,16.0,40.0,207,-113.41480917053914,-0.5478976288431843
2,Serial_stim_independent_switching,22,1.0,5.0,23.0,10.0,213,-0.41362695902505564,-0.001941910605751435
2,Serial_stim_independent_switching,23,1.0,5.0,24.0,80.0,215,-185.42405271906694,-0.862437454507288
2,Serial_stim_independent_switching,24,1.0,5.0,25.0,80.0,215,-201.88283943211945,-0.9389899508470673
2,Serial_stim_independent_switching,30,1.0,7.0,31.0,20.0,204,-119.19572758614811,-0.5842927822850398
2,Serial_stim_independent_switching,33,1.0,7.0,34.0,40.0,202,-126.11061393485153,-0.6243099699745125
2,Serial_stim_independent_switching,34,1.0,7.0,35.0,10.0,221,-4.939972231132802,-0.02235281552548779
2,Serial_stim_independent_switching,39,1.0,8.0,40.0,80.0,226,-228.23674852108832,-1.0098971173499482
2,Serial_stim_independent_switching,42,2.0,1.0,3.0,20.0,215,-81.1002087073123,-0.3772102730572665
2,Serial_stim_independent_switching,47,2.0,2.0,8.0,80.0,215,-293.5854272512337,-1.365513615122017
2,Serial_stim_independent_switching,51,2.0,3.0,12.0,10.0,213,21.253599662826883,0.09978215804144076
2,Serial_stim_independent_switching,57,2.0,4.0,18.0,80.0,215,-285.46919330741275,-1.3277636898019198
2,Serial_stim_independent_switching,58,2.0,4.0,19.0,40.0,207,-114.28282640518051,-0.5520909488172971
2,Serial_stim_independent_switching,65,2.0,6.0,26.0,80.0,215,-310.27415465348116,-1.4431356030394473
2,Serial_stim_independent_switching,67,2.0,6.0,28.0,40.0,207,-158.44598927886966,-0.7654395617336699
2,Serial_stim_independent_switching,69,2.0,7.0,30.0,10.0,213,31.6470010850771,0.1485774698829911
2,Serial_stim_independent_switching,75,2.0,8.0,35.0,20.0,215,-51.5905296897488,-0.23995595204534326
2,Serial_stim_independent_switching,78,3.0,1.0,2.0,80.0,215,-206.93357816395576,-0.9624817589021198
2,Serial_stim_independent_switching,79,3.0,1.0,3.0,10.0,213,-6.928158004392968,-0.03252656340090595
2,Serial_stim_independent_switching,83,3.0,2.0,7.0,20.0,215,-37.53427063643726,-0.1745780029601733
2,Serial_stim_independent_switching,84,3.0,2.0,8.0,80.0,215,-176.71214998051516,-0.8219169766535589
2,Serial_stim_independent_switching,88,3.0,3.0,12.0,80.0,215,-193.41795965820944,-0.8996184170149276
2,Serial_stim_independent_switching,93,3.0,4.0,17.0,40.0,207,-134.38031411160904,-0.6491802614087393
2,Serial_stim_independent_switching,94,3.0,4.0,18.0,10.0,213,0.3476423658969021,0.0016321237835535312
2,Serial_stim_independent_switching,96,3.0,4.0,20.0,80.0,215,-204.43825028039987,-0.9508755826995343
2,Serial_stim_independent_switching,104,3.0,6.0,28.0,40.0,207,-125.56412044472921,-0.6065899538392716
2,Serial_stim_independent_switching,114,3.0,8.0,38.0,20.0,204,-78.65951441214683,-0.3855858549615041
2,Serial_stim_independent_switching,115,3.0,8.0,39.0,80.0,226,-229.91863452944608,-1.017339090838257
2,Serial_stim_independent_switching,121,4.0,1.0,1.0,20.0,215,-77.52875746246208,-0.36059887191842827
2,Serial_stim_independent_switching,122,4.0,1.0,2.0,40.0,207,-202.3604560478811,-0.9775867441926622
2,Serial_stim_independent_switching,124,4.0,1.0,4.0,80.0,215,-285.51733835967315,-1.3279876202775496
2,Serial_stim_independent_switching,134,4.0,4.0,14.0,20.0,215,-72.14450311999461,-0.3355558284650912
2,Serial_stim_independent_switching,135,4.0,4.0,15.0,10.0,213,-61.64188778118604,-0.28939853418397204
2,Serial_stim_independent_switching,140,4.0,5.0,20.0,80.0,145,-179.95330362986775,-1.241057266412881
2,Serial_stim_independent_switching,146,5.0,1.0,3.0,40.0,207,-303.4721587766451,-1.4660490762156766
2,Serial_stim_independent_switching,147,5.0,1.0,4.0,10.0,213,-194.61580319641266,-0.9136892168845665
2,Serial_stim_independent_switching,150,5.0,2.0,7.0,80.0,215,-257.85080998620214,-1.1993060929590798
2,Serial_stim_independent_switching,154,5.0,3.0,11.0,40.0,207,-277.13793740171513,-1.338830615467223
2,Serial_stim_independent_switching,156,5.0,4.0,13.0,80.0,226,-298.0951428374998,-1.3190050568030964
2,Serial_stim_independent_switching,157,5.0,4.0,14.0,20.0,204,-394.59007403236876,-1.9342650687861214
2,Serial_stim_independent_switching,163,5.0,5.0,20.0,80.0,226,-363.97286429465055,-1.610499399533852
2,Serial_stim_independent_switching,172,6.0,1.0,2.0,10.0,221,-264.15895439770634,-1.1952893864149607
2,Serial_stim_independent_switching,176,6.0,2.0,6.0,40.0,202,-230.55532690644156,-1.1413630044873344
2,Serial_stim_independent_switching,178,6.0,2.0,8.0,80.0,226,-334.99592589869764,-1.4822828579588392
2,Serial_stim_independent_switching,181,6.0,3.0,11.0,20.0,204,-108.61702453831828,-0.5324363947956778
2,Serial_stim_independent_switching,188,6.0,4.0,18.0,80.0,226,-293.65314600756574,-1.2993502035732998
2,Serial_stim_independent_switching,194,6.0,5.0,24.0,20.0,204,-102.46541288526049,-0.5022814357120612
2,Serial_stim_independent_switching,195,6.0,5.0,25.0,40.0,202,-196.57660336021422,-0.9731515017832387
2,Serial_stim_independent_switching,198,6.0,6.0,28.0,80.0,226,-275.36375893659164,-1.2184237121088126
2,Serial_stim_independent_switching,205,6.0,7.0,35.0,80.0,226,-227.1067099519173,-1.0048969466898996
2,Serial_stim_independent_switching,208,7.0,1.0,3.0,10.0,213,-15.279168836093083,-0.07173318702391118
2,Serial_stim_independent_switching,209,7.0,1.0,4.0,80.0,215,-221.65222198383083,-1.030940567366655
2,Serial_stim_independent_switching,212,7.0,2.0,7.0,40.0,207,-170.59973621100852,-0.8241533150290267
2,Serial_stim_independent_switching,214,7.0,3.0,9.0,10.0,213,17.55122010743279,0.08240009440109292
2,Serial_stim_independent_switching,216,7.0,3.0,11.0,80.0,215,-195.38508422677495,-0.9087678336129067
2,Serial_stim_independent_switching,225,7.0,5.0,20.0,20.0,204,-50.298176497577444,-0.24655968871361492
2,Serial_stim_independent_switching,233,8.0,1.0,1.0,40.0,207,-219.33973134281797,-1.0596122287092655
2,Serial_stim_independent_switching,237,8.0,2.0,5.0,10.0,213,-89.80718938549828,-0.42162999711501536
2,Serial_stim_independent_switching,238,8.0,2.0,6.0,80.0,215,-304.0979402148598,-1.414409024255162
2,Serial_stim_independent_switching,240,8.0,2.0,8.0,20.0,215,-157.82788600578334,-0.7340831907245737
2,Serial_stim_independent_switching,246,8.0,4.0,14.0,80.0,226,-453.6630384268494,-2.007358577109953
2,Serial_stim_independent_switching,248,8.0,4.0,16.0,40.0,202,-507.34350391830185,-2.5116015045460487
2,Serial_stim_independent_switching,254,8.0,5.0,22.0,80.0,226,-381.2605898205376,-1.6869937602678653
2,Serial_stim_independent_switching,267,9.0,2.0,8.0,10.0,221,-148.8943536296377,-0.6737301069214375
2,Serial_stim_independent_switching,275,9.0,4.0,16.0,40.0,202,-215.37655798554079,-1.0662205840868355
2,Serial_stim_independent_switching,276,9.0,4.0,17.0,20.0,204,-122.84686310846722,-0.6021905054336628
2,Serial_stim_independent_switching,277,9.0,4.0,18.0,80.0,226,-254.38645769650347,-1.125603795117272
2,Serial_stim_independent_switching,284,9.0,5.0,25.0,40.0,202,-209.10603155041542,-1.0351783740119576
2,Serial_stim_independent_switching,288,9.0,6.0,29.0,80.0,226,-287.00053349007266,-1.2699138650003214
2,Serial_stim_independent_switching,291,9.0,7.0,32.0,10.0,221,-90.92187774099258,-0.411411211497704
2,Serial_stim_independent_switching,295,9.0,8.0,36.0,20.0,204,-89.65942751023476,-0.43950699759919004
2,Serial_stim_independent_switching,298,9.0,8.0,39.0,80.0,226,-271.65862168641013,-1.20202929949739
2,Serial_stim_independent_switching,299,9.0,8.0,40.0,80.0,226,-253.0373604814602,-1.1196343384135408
2,Serial_stim_independent_switching,302,10.0,1.0,3.0,10.0,221,-251.4637714872771,-1.1378451198519326
2,Serial_stim_independent_switching,306,10.0,2.0,7.0,80.0,226,-363.67477902669236,-1.6091804381712052
2,Serial_stim_independent_switching,310,10.0,3.0,11.0,80.0,226,-372.7267919136035,-1.6492335925380686
2,Serial_stim_independent_switching,313,10.0,3.0,15.0,40.0,202,-216.32577966509555,-1.0709197013123541
2,Serial_stim_independent_switching,319,10.0,5.0,21.0,10.0,221,-90.63303495268099,-0.4101042305551176
2,Serial_stim_independent_switching,324,10.0,6.0,26.0,80.0,226,-377.64257754684434,-1.670984856401966
2,Serial_stim_independent_switching,326,10.0,6.0,28.0,20.0,204,-53.57860027276203,-0.26264019741550015
2,Serial_stim_independent_switching,334,11.0,2.0,7.0,20.0,204,-136.57370981686086,-0.6694789696904944
2,Serial_stim_independent_switching,336,11.0,2.0,9.0,10.0,221,-45.44684327987699,-0.20564182479582346
2,Serial_stim_independent_switching,338,11.0,3.0,11.0,80.0,226,-228.69019738493628,-1.0119035282519304
2,Serial_stim_independent_switching,343,11.0,4.0,16.0,80.0,226,-250.3006009221632,-1.10752478284143
2,Serial_stim_independent_switching,348,11.0,5.0,21.0,40.0,202,-211.8952202944477,-1.0489862390814244
2,Serial_stim_independent_switching,350,11.0,5.0,23.0,10.0,221,-92.62260386897795,-0.4191068048370043
2,Serial_stim_independent_switching,355,11.0,6.0,28.0,80.0,226,-249.4077999758697,-1.1035743361764145
2,Serial_stim_independent_switching,357,11.0,6.0,30.0,40.0,202,-189.34096725255705,-0.9373315210522626
2,Serial_stim_independent_switching,361,12.0,1.0,4.0,80.0,226,-342.07814059725445,-1.513620091138294
2,Serial_stim_independent_switching,364,12.0,2.0,7.0,80.0,226,-277.90070904868753,-1.2296491550826882
2,Serial_stim_independent_switching,365,12.0,2.0,8.0,40.0,202,-337.60074044348437,-1.671290794274675
2,Serial_stim_independent_switching,367,12.0,2.0,10.0,20.0,204,-101.08939003208363,-0.49553622564746874
2,Serial_stim_independent_switching,372,12.0,3.0,15.0,10.0,221,-85.25422207954537,-0.38576571076717364
