model,metric,cells,covered,coverage_rate
HMM_static,circular_std_error_deg,12,0,0
HMM_static,mean_abs_error_deg,12,0,0
HMM_static,mean_cos_error,12,0,0
HMM_static,median_abs_error_deg,12,0,0
HMM_static,prior_like_rate,12,0,0
Covariate_HMM,circular_std_error_deg,12,5,0.41666666666666657
Covariate_HMM,mean_abs_error_deg,12,4,0.33333333333333331
Covariate_HMM,mean_cos_error,12,5,0.41666666666666657
Covariate_HMM,median_abs_error_deg,12,4,0.33333333333333331
Covariate_HMM,prior_like_rate,12,6,0.5
