data_version,subject_id,fold_id,n_train_trials,n_test_trials,n_train_blocks,n_test_blocks,train_converged,train_iterations,train_final_log_likelihood,test_total_log_likelihood,test_mean_log_likelihood_per_trial,test_negative_log_likelihood_per_trial,test_perplexity,likelihood_monotonic,maximum_likelihood_drop,sensory_weight,prior_weight,lapse_weight,parameter_json
original,3,3,7075,2337,33,11,True,107,-3190.5629162412197,-1219.9597013785756,-0.5220195555749146,0.5220195555749146,1.6854280304892533,True,0.0,0.6245777817814788,0.35579792170797114,0.019624296510549977,"{""initial_prob"": [0.7824731398398166, 0.15432036027145535, 0.06320649988872797], ""kappaP"": {""10"": 28.692563711408795, ""20"": 15.439570209986048, ""40"": 10.686680452198061, ""80"": 10.088516971099297}, ""kappaS"": {""0.06"": 2.663809582020902, ""0.12"": 8.81783865485677, ""0.24"": 26.652663295891763}, ""transition_matrix"": [[0.9523608715374616, 0.023890699872512636, 0.02374842859002584], [0.034743225660562795, 0.9652567735608841, 7.785529839674734e-10], [0.9709302613036921, 2.2212445378704755e-08, 0.029069716483862543]]}"
original,3,4,7271,2141,34,10,True,86,-3404.048056998396,-1007.464532974557,-0.4705579322627543,0.4705579322627543,1.6008871306741201,True,0.0,0.5910570329802427,0.3899476848245474,0.018995282195209837,"{""initial_prob"": [0.7373788170696366, 0.2066606723120786, 0.055960510618284914], ""kappaP"": {""10"": 27.53085279779209, ""20"": 14.550285902482232, ""40"": 11.430111730218089, ""80"": 10.204354278872449}, ""kappaS"": {""0.06"": 2.6784057144293163, ""0.12"": 9.509700564200456, ""0.24"": 26.141170192514256}, ""transition_matrix"": [[0.9446813407231884, 0.019718726945436017, 0.03559993233137561], [0.029791317752813302, 0.9702086816486031, 5.985834674652475e-10], [0.9611343539166287, 1.0781737219515453e-08, 0.038865635301633894]]}"
original,4,1,3304,1495,16,7,True,90,-2379.163089556125,-1340.321900724552,-0.8965363884445164,0.8965363884445164,2.4510987378240827,True,0.0,0.5084643986549253,0.4480782489661928,0.04345735237888186,"{""initial_prob"": [0.15582302239252616, 0.6963566550862355, 0.14782032252123842], ""kappaP"": {""10"": 20.402559231776983, ""20"": 12.869978024165027, ""40"": 5.568685568726135, ""80"": 2.9853526550165217}, ""kappaS"": {""0.06"": 1.6263970053954664, ""0.12"": 4.752262445790766, ""0.24"": 10.61527673165249}, ""transition_matrix"": [[0.9132876760722358, 0.022061553479860767, 0.0646507704479035], [0.021921319252638304, 0.9780786791956462, 1.551715641999663e-09], [0.8044529190947826, 7.893184964448872e-07, 0.19554629158672096]]}"
original,4,2,3734,1065,18,5,True,76,-2902.3947734669396,-809.3107586237053,-0.7599162052804744,0.7599162052804744,2.1380970517474562,True,0.0,0.5110707164170545,0.44702530368325283,0.04190397989969272,"{""initial_prob"": [0.1619986147892053, 0.7597929187172487, 0.07820846649354585], ""kappaP"": {""10"": 19.609498381371406, ""20"": 11.58590768303459, ""40"": 6.010190534532062, ""80"": 2.340801969780092}, ""kappaS"": {""0.06"": 1.719594067091653, ""0.12"": 4.729056283961215, ""0.24"": 9.863145006161874}, ""transition_matrix"": [[0.8944117670552122, 0.03525878725714343, 0.07032944568764438], [0.033128976588681934, 0.9668710220375624, 1.3737556137470054e-09], [0.8205359359401522, 3.5694319726454175e-08, 0.17946402836552816]]}"
original,4,3,3597,1202,17,6,True,117,-2878.8483725846804,-837.0230374435187,-0.6963586002025945,0.6963586002025945,2.0064331635503105,True,0.0,0.3980553741759336,0.5710496583274215,0.030894967496644984,"{""initial_prob"": [0.2770523366518846, 0.7229470655902555, 5.977578599450937e-07], ""kappaP"": {""10"": 19.959074982785783, ""20"": 11.761168934559446, ""40"": 6.6198721124545425, ""80"": 2.2531189852560822}, ""kappaS"": {""0.06"": 1.671080798840442, ""0.12"": 4.667221821342744, ""0.24"": 10.173486985470191}, ""transition_matrix"": [[0.9022789380391044, 0.03200906839858887, 0.06571199356230663], [0.03691643235308571, 0.9630835660136112, 1.6333031062321784e-09], [0.8784178735812195, 2.4538087206924967e-08, 0.12158210188069327]]}"
original,4,4,3762,1037,18,5,True,73,-2961.390625610595,-755.5993696900853,-0.7286397007618951,0.7286397007618951,2.072259796113378,True,0.0,0.4865089787165021,0.47735543377928824,0.03613558750420962,"{""initial_prob"": [0.1875780160224294, 0.6821564293720026, 0.13026555460556813], ""kappaP"": {""10"": 24.043096934649768, ""20"": 12.531142460966402, ""40"": 8.161488125595962, ""80"": 2.353968790746164}, ""kappaS"": {""0.06"": 1.7839183550908722, ""0.12"": 4.802357924950453, ""0.24"": 10.302205775704122}, ""transition_matrix"": [[0.8732747062851642, 0.058678560321930556, 0.0680467333929052], [0.05921008544848515, 0.9407899132607112, 1.2908037150514449e-09], [0.8466762684326987, 7.234247227782591e-08, 0.15332365922482893]]}"
original,5,1,4062,1727,19,8,False,300,-5293.359723751889,-2114.0974617266284,-1.224144448017735,1.224144448017735,3.4012548872678536,True,0.0,0.9086390101172682,0.049794819318854405,0.04156617056387727,"{""initial_prob"": [0.8786302024649771, 0.12134654314130787, 2.325439371486612e-05], ""kappaP"": {""10"": 94.86179954121317, ""20"": 1e-06, ""40"": 0.5983711827338765, ""80"": 0.19233526424302888}, ""kappaS"": {""0.06"": 1.0744689204761644, ""0.12"": 3.2280601268227125, ""0.24"": 9.08520696596796}, ""transition_matrix"": [[0.918863139409718, 0.07392614399412129, 0.007210716596160771], [0.9543385494335963, 0.045661433399863074, 1.7166540619884972e-08], [0.09951570809874874, 1.870532678113311e-08, 0.9004842731959245]]}"
original,5,2,4533,1256,21,6,False,300,-5797.767412733053,-1604.5480201394357,-1.2775063854613342,1.2775063854613342,3.587682265327345,True,0.0,0.9031875619502169,0.007829181523714535,0.08898325652606867,"{""initial_prob"": [0.9999992315146187, 2.4970094661536754e-07, 5.187844345810432e-07], ""kappaP"": {""10"": 500.0, ""20"": 0.47896402023905216, ""40"": 0.8174457310148331, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.1029821247740017, ""0.12"": 3.2696997989539254, ""0.24"": 9.394369460159977}, ""transition_matrix"": [[0.9454111116665163, 0.008738788541964124, 0.045850099791519675], [0.9988750100422364, 0.0011248410167353092, 1.4894102832762854e-07], [0.5041479311085771, 1.775314210034219e-08, 0.4958520511382806]]}"
original,5,3,4506,1283,21,6,True,159,-5653.96758030607,-1749.250388024332,-1.3634063819363462,1.3634063819363462,3.909487854585995,True,0.0,0.8659987744835265,0.04234249593909195,0.09165872957738165,"{""initial_prob"": [0.9999926344000046, 7.290965160540462e-06, 7.463483478718652e-08], ""kappaP"": {""10"": 149.1582003130928, ""20"": 1.321805167708383, ""40"": 0.5236633728695214, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.1954118726714935, ""0.12"": 3.4462469964215647, ""0.24"": 8.969087983080666}, ""transition_matrix"": [[0.9484856913267716, 0.041265540871474785, 0.010248767801753596], [0.8591689379836486, 0.14083103815009235, 2.3866259059081266e-08], [0.13596874426003883, 1.3715662012415936e-08, 0.8640312420242992]]}"
original,5,4,4266,1523,20,7,False,300,-5420.633920489146,-1978.906092023368,-1.2993474011972213,1.2993474011972213,3.6669028701865423,True,0.0,0.9053843250073285,0.025914415014446936,0.06870125997822464,"{""initial_prob"": [0.9420133614541117, 0.03853731967057862, 0.019449318875309686], ""kappaP"": {""10"": 135.8110300502268, ""20"": 1e-06, ""40"": 1e-06, ""80"": 0.2029595462789943}, ""kappaS"": {""0.06"": 1.159008166781736, ""0.12"": 3.121975417207448, ""0.24"": 9.206450651350032}, ""transition_matrix"": [[0.966102415210671, 0.022666685110301184, 0.011230899679027814], [0.9999994191379185, 4.89935681868615e-07, 9.092639966396333e-08], [0.14952578606568467, 2.382956179436002e-08, 0.8504741901047536]]}"
original,6,1,5621,1932,26,9,True,107,-4893.341403806704,-1979.0013396649956,-1.024327815561592,1.024327815561592,2.7852226478771898,True,0.0,0.7554000519241159,0.20415651335650734,0.04044343471937679,"{""initial_prob"": [0.7296672200133776, 9.629340619726151e-08, 0.2703326836932163], ""kappaP"": {""10"": 10.990445503754492, ""20"": 8.069903621457026, ""40"": 4.561655879466375, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.200961930623042, ""0.12"": 3.528617128668051, ""0.24"": 13.099465613515623}, ""transition_matrix"": [[0.9681527202842882, 0.009185107359707173, 0.02266217235600468], [0.00709027760893351, 0.99290972161448, 7.765865220877912e-10], [0.4853596506689939, 3.717531223956187e-08, 0.5146403121556938]]}"
original,6,2,5801,1752,27,8,True,168,-5223.857591236971,-1646.2766608847692,-0.9396556283588865,0.9396556283588865,2.559099985106035,True,0.0,0.6063884217184559,0.3557781851446161,0.037833393136928094,"{""initial_prob"": [0.7434086248327774, 7.552894202578641e-08, 0.2565912996382806], ""kappaP"": {""10"": 11.555237245921331, ""20"": 8.043784957432766, ""40"": 4.245713085578844, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.3259951301011128, ""0.12"": 3.264873687480566, ""0.24"": 13.286978393942267}, ""transition_matrix"": [[0.9789879816948273, 0.00612458882323461, 0.014887429481938176], [0.006308638438243612, 0.9936913607563297, 8.054267052257325e-10], [0.3613445693287793, 0.009768265766064415, 0.6288871649051564]]}"
original,6,3,5621,1932,26,9,True,108,-5292.171053009825,-1581.1029254494545,-0.8183762554086204,0.8183762554086204,2.266816117221308,True,0.0,0.5156420067393965,0.45710497665187505,0.027253016608728437,"{""initial_prob"": [0.633339030303858, 4.8127498564987114e-08, 0.3666609215686434], ""kappaP"": {""10"": 9.819974839031682, ""20"": 7.593155505659008, ""40"": 4.882846474455663, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.3236035178697474, ""0.12"": 3.4054588114131628, ""0.24"": 13.35270426341481}, ""transition_matrix"": [[0.9786081957917602, 0.007111678831363382, 0.01428012537687638], [0.010302301492252162, 0.9896976975321014, 9.756464644814991e-10], [0.3234221725018806, 0.007682822034859323, 0.6688950054632602]]}"
original,6,4,5616,1937,26,9,True,72,-5178.131847326021,-1695.2439946771344,-0.8751904980263988,0.8751904980263988,2.39933231850593,True,0.0,0.5992652696287872,0.3827208419203362,0.01801388845087662,"{""initial_prob"": [0.6821352380384573, 9.451563138625258e-08, 0.31786466744591124], ""kappaP"": {""10"": 10.722357398961366, ""20"": 8.07829675587797, ""40"": 4.9543859899374505, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.2528302516689116, ""0.12"": 3.0026754085386114, ""0.24"": 12.590708268640508}, ""transition_matrix"": [[0.984666292802358, 0.003616070532922518, 0.011717636664719583], [0.002328855959125672, 0.9976711430469205, 9.939538676698375e-10], [0.23435928563728803, 0.014730486921714608, 0.7509102274409974]]}"
original,7,1,4078,1719,19,8,False,300,-2877.9878621734556,-873.1812433454091,-0.5079588384790047,0.5079588384790047,1.6618955333633476,True,0.0,0.4974727164943729,0.4793188409820939,0.023208442523533258,"{""initial_prob"": [0.5711581854307518, 0.2816849138445314, 0.14715690072471688], ""kappaP"": {""10"": 27.643491795170576, ""20"": 11.42806000484464, ""40"": 8.948742757713061, ""80"": 1.1917634408782847}, ""kappaS"": {""0.06"": 1.8883958243145367, ""0.12"": 5.992988319953956, ""0.24"": 16.431066570477345}, ""transition_matrix"": [[0.9458382195355256, 0.005445953719649392, 0.04871582674482513], [0.011072162251029846, 0.9883317047922322, 0.0005961329567380723], [0.8966898271224364, 6.485498269435197e-06, 0.10330368737929423]]}"
original,7,2,4487,1310,21,6,True,71,-2824.770448646508,-925.8788341221652,-0.7067777359711185,0.7067777359711185,2.0274477498971493,True,0.0,0.6564887456527487,0.30922602416518913,0.03428523018206218,"{""initial_prob"": [0.5609347564312714, 0.2887720341834457, 0.150293209385283], ""kappaP"": {""10"": 28.107947907305068, ""20"": 12.641391381392761, ""40"": 10.569745479541384, ""80"": 1.2111015926594888}, ""kappaS"": {""0.06"": 1.9822886820907317, ""0.12"": 6.496828336862679, ""0.24"": 17.171370503742125}, ""transition_matrix"": [[0.9475662216843198, 0.012748995077202998, 0.039684783238477274], [0.020786403614530206, 0.9792135902630771, 6.1223927513854635e-09], [0.8222356985818824, 2.270660417203285e-08, 0.17776427871151335]]}"
original,7,3,4304,1493,20,7,True,121,-2610.482612795741,-1142.2134371253712,-0.7650458386640129,0.7650458386640129,2.1490928839440753,True,0.0,0.7038701149703042,0.25973976404123683,0.03639012098845906,"{""initial_prob"": [0.6041018049729061, 0.26430281704042496, 0.13159537798666895], ""kappaP"": {""10"": 30.894534235964194, ""20"": 12.370043577673568, ""40"": 12.44060193568791, ""80"": 1.7144354502889863}, ""kappaS"": {""0.06"": 1.9557943112387308, ""0.12"": 6.47697559454913, ""0.24"": 16.859979980967523}, ""transition_matrix"": [[0.9384347597015258, 0.010276527613152491, 0.051288712685321806], [0.01502813522356982, 0.9849718614496841, 3.3267460325932925e-09], [0.9400802563481014, 2.6212001470072912e-08, 0.059919717439897206]]}"
original,7,4,4522,1275,21,6,True,59,-2918.7862884744695,-835.2966528245404,-0.6551346296663062,0.6551346296663062,1.9254017161185975,True,0.0,0.6248329730081212,0.3420315337525,0.03313549323937872,"{""initial_prob"": [0.48597487752400176, 0.2498305876112149, 0.26419453486478334], ""kappaP"": {""10"": 22.765469311877265, ""20"": 11.29163188589448, ""40"": 10.95236757933754, ""80"": 1.1173558170642872}, ""kappaS"": {""0.06"": 1.891009037862726, ""0.12"": 6.169358663864227, ""0.24"": 16.2680241118278}, ""transition_matrix"": [[0.9534801787402486, 0.005975708695453363, 0.040544112564298025], [0.008464757188251504, 0.9915352380814602, 4.730288415614936e-09], [0.9357024978266051, 9.934310810404804e-08, 0.06429740283028683]]}"
original,8,1,4296,1501,20,7,True,240,-5144.527010255738,-1969.9508026966284,-1.312425584741258,1.312425584741258,3.715174262000239,True,0.0,0.3426113757723336,0.5327796715505618,0.1246089526771045,"{""initial_prob"": [2.1591936897675202e-07, 0.5413925054509167, 0.45860727862971434], ""kappaP"": {""10"": 7.691063250799092, ""20"": 4.549200205957063, ""40"": 3.3717002605044577, ""80"": 2.0569645962842387}, ""kappaS"": {""0.06"": 0.8982513435546517, ""0.12"": 2.5496248878059573, ""0.24"": 9.051208337841542}, ""transition_matrix"": [[0.7716010068203897, 0.007536425397426106, 0.22086256778218413], [0.011842718520432756, 0.9881269628604512, 3.0318619116064456e-05], [0.6787182895267805, 0.010549870352779784, 0.3107318401204398]]}"
original,8,2,4298,1499,20,7,False,300,-5446.262435873717,-1674.1015578403196,-1.1168122467246961,1.1168122467246961,3.055099759907751,True,0.0,0.37864449478562173,0.47250115678020504,0.14885434843417322,"{""initial_prob"": [2.7751593600204033e-07, 0.6842129894556188, 0.3157867330284452], ""kappaP"": {""10"": 6.814416789634071, ""20"": 3.9898886185372002, ""40"": 3.5594482816314703, ""80"": 2.2030058679656115}, ""kappaS"": {""0.06"": 0.8291676669219885, ""0.12"": 2.785366977152074, ""0.24"": 9.594206157381807}, ""transition_matrix"": [[0.7930494738779513, 0.03175552029512494, 0.17519500582692368], [0.028281283507090735, 0.971718714613329, 1.8795801005181384e-09], [0.5124854639176437, 1.2557414594426713e-08, 0.4875145235249417]]}"
original,8,3,4283,1514,20,7,True,291,-5257.423356051037,-1858.563686831595,-1.2275849979072622,1.2275849979072622,3.4129772284808944,True,0.0,0.3940931897908612,0.531409853119098,0.07449695709004073,"{""initial_prob"": [1.4970178622464573e-07, 0.6061732010816003, 0.3938266492166135], ""kappaP"": {""10"": 8.14313390003998, ""20"": 3.846417672822653, ""40"": 3.3608726181240205, ""80"": 2.178640882774156}, ""kappaS"": {""0.06"": 0.6930039944345663, ""0.12"": 1.5071280740602533, ""0.24"": 8.904285883042183}, ""transition_matrix"": [[0.8465969908946765, 0.014269011416674826, 0.1391339976886487], [0.015610535494845834, 0.9843894627142792, 1.7908749453954935e-09], [0.8631061209414818, 3.749845026787436e-08, 0.13689384156006795]]}"
original,8,4,4514,1283,21,6,True,269,-5454.586055092117,-1658.725796904645,-1.2928494130199883,1.2928494130199883,3.643152626658669,True,0.0,0.4721682451983659,0.39029685018422866,0.13753490461740547,"{""initial_prob"": [2.2213347348547462e-07, 0.5677106052022146, 0.4322891726643119], ""kappaP"": {""10"": 7.714036317414391, ""20"": 4.065846275764805, ""40"": 3.3609161027868915, ""80"": 2.1313604850403562}, ""kappaS"": {""0.06"": 0.8099629376885639, ""0.12"": 2.010667821042513, ""0.24"": 8.366441938004913}, ""transition_matrix"": [[0.7318531571850402, 0.014125978389323605, 0.25402086442563615], [0.011329696880522806, 0.9886702986999888, 4.41948842168153e-09], [0.7047024556873718, 1.90414994653815e-08, 0.2952975252711288]]}"
original,9,1,6474,2158,30,10,True,173,-5533.670604791286,-1894.2784011485232,-0.8777935130438013,0.8777935130438013,2.405585952182872,True,0.0,0.6744854197882433,0.2842837875606251,0.0412307926511317,"{""initial_prob"": [0.7958980326413871, 0.20410185549774015, 1.1186087261386084e-07], ""kappaP"": {""10"": 16.838100942520338, ""20"": 14.854398988318438, ""40"": 9.924045453844863, ""80"": 8.731128034305724}, ""kappaS"": {""0.06"": 1.7912012874363963, ""0.12"": 5.733041519228165, ""0.24"": 16.97147293546843}, ""transition_matrix"": [[0.8878743139296819, 0.06782171820042293, 0.044303967869895156], [0.17176996807120445, 0.8264487038905413, 0.001781328038254153], [0.7858570739836912, 2.4348710341647654e-08, 0.21414290166759853]]}"
original,9,2,6474,2158,30,10,True,130,-5621.5329215649845,-1807.2756170417972,-0.8374771163307679,0.8374771163307679,2.3105304179386956,True,0.0,0.6343887945431985,0.33000941665242356,0.03560178880437791,"{""initial_prob"": [0.8453143850784511, 0.1546854926603991, 1.2226114976790424e-07], ""kappaP"": {""10"": 11.60954104797093, ""20"": 9.588185223265274, ""40"": 4.97592172838004, ""80"": 7.399043298536708}, ""kappaS"": {""0.06"": 1.6350684730360214, ""0.12"": 5.085345102805864, ""0.24"": 15.906645646672215}, ""transition_matrix"": [[0.9258953437425942, 0.025971527678277026, 0.048133128579128805], [0.05199038504172938, 0.9468590356659315, 0.0011505792923390747], [0.7885332401921202, 9.339733675336597e-09, 0.21146675046814617]]}"
original,9,3,6474,2158,30,10,False,300,-5540.745350405303,-1888.3075518905612,-0.8750266690873777,0.8750266690873777,2.398939270635017,True,0.0,0.7007769481868025,0.2612017428331677,0.0380213089800299,"{""initial_prob"": [0.7853320446389891, 0.21465774666342843, 1.0208697582466148e-05], ""kappaP"": {""10"": 13.83961123021991, ""20"": 12.835764137223572, ""40"": 9.743298995213143, ""80"": 3.9338821516702924}, ""kappaS"": {""0.06"": 1.7029754895660325, ""0.12"": 5.586282575239856, ""0.24"": 15.74199906507079}, ""transition_matrix"": [[0.8975538678130424, 0.05188137214495307, 0.050564760042004706], [0.1066738076465702, 0.8933261891952708, 3.1581589844531564e-09], [0.8266731796888286, 1.3621437755531444e-08, 0.17332680668973371]]}"
original,9,4,6474,2158,30,10,True,193,-5553.058886998861,-1875.9524503560183,-0.8693014135106665,0.8693014135106665,2.3852439721489547,True,0.0,0.6719985993512213,0.29171022544051345,0.03629117520826531,"{""initial_prob"": [0.9061191012717814, 0.09388063820878867, 2.6051942985621404e-07], ""kappaP"": {""10"": 14.3048085506913, ""20"": 10.15016768094183, ""40"": 4.502085631556658, ""80"": 5.791646616862088}, ""kappaS"": {""0.06"": 1.6493203157938618, ""0.12"": 5.255320761492176, ""0.24"": 16.540452796295632}, ""transition_matrix"": [[0.9114971776362157, 0.04757678524669408, 0.040926037117090065], [0.09343386691321325, 0.9041315152309821, 0.0024346178558046104], [0.895907716183061, 1.9412867958999e-08, 0.10409226440407111]]}"
