data_version,subject_id,fold_id,n_train_trials,n_test_trials,n_train_blocks,n_test_blocks,train_converged,train_iterations,train_final_log_likelihood,test_total_log_likelihood,test_mean_log_likelihood_per_trial,test_negative_log_likelihood_per_trial,test_perplexity,likelihood_monotonic,maximum_likelihood_drop,sensory_weight,prior_weight,lapse_weight,parameter_json
original,10,1,4965,1079,23,5,False,300,-5361.931660090414,-820.2512683463165,-0.7601958001356037,0.7601958001356037,2.138694936261714,True,0.0,0.3147827469990723,0.5981917232282064,0.08702552977272128,"{""initial_prob"": [0.7391389079063578, 0.09344502778679221, 0.16741606430685], ""kappaP"": {""10"": 14.060477358273095, ""20"": 14.048762035116642, ""40"": 7.0967004871612, ""80"": 0.3498525571255718}, ""kappaS"": {""0.06"": 1.1617621348950227, ""0.12"": 3.028830102100439, ""0.24"": 8.495918008983459}, ""transition_matrix"": [[0.7986406947827758, 0.021094601519221205, 0.18026470369800301], [0.014543483188382148, 0.9645059298131375, 0.020950586998480347], [0.7323951287468122, 0.06052896640747594, 0.207075904845712]]}"
original,10,2,4333,1711,20,8,False,300,-3999.7695287501315,-2188.3995344541136,-1.2790178459696748,1.2790178459696748,3.5931090055064745,True,0.0,0.5981694086323809,0.3472791661073955,0.05455142526022352,"{""initial_prob"": [0.7976625785702368, 0.20233726241835293, 1.5901141016185817e-07], ""kappaP"": {""10"": 19.212546871654958, ""20"": 18.575464120192933, ""40"": 7.8605578768376105, ""80"": 0.5984701911482643}, ""kappaS"": {""0.06"": 0.8897280892337593, ""0.12"": 1.752155358752833, ""0.24"": 7.894929111869537}, ""transition_matrix"": [[0.9478601788895072, 0.0008670950787603053, 0.051272726031732455], [0.0022622434595496784, 0.9610519850424286, 0.03668577149802172], [0.48875802798980933, 0.5112418839933616, 8.801682919528204e-08]]}"
original,10,3,4316,1728,20,8,False,300,-4592.53341587875,-1594.1783616701277,-0.9225569222628054,0.9225569222628054,2.5157146600777662,True,0.0,0.3812283112054555,0.5250132259191795,0.09375846287536495,"{""initial_prob"": [0.760845595229529, 2.6074910415914365e-07, 0.23915414402136687], ""kappaP"": {""10"": 24.407580684002617, ""20"": 16.420680864216912, ""40"": 7.184673140876945, ""80"": 0.2600851366434401}, ""kappaS"": {""0.06"": 1.2412391636564188, ""0.12"": 2.725366923927113, ""0.24"": 7.927154653337878}, ""transition_matrix"": [[0.782908493290768, 0.017713054019863478, 0.1993784526893685], [0.014061375105114125, 0.9612254965182885, 0.024713128376597473], [0.783997276479799, 0.07060716570630247, 0.14539555781389854]]}"
original,10,4,4518,1526,21,7,True,209,-4522.618302233297,-1653.1141226194338,-1.0832989007991047,1.0832989007991047,2.9544097975242347,True,0.0,0.5260572401431655,0.3402871308144327,0.13365562904240183,"{""initial_prob"": [0.8547090607879274, 0.07346522192988121, 0.07182571728219135], ""kappaP"": {""10"": 18.61300733792014, ""20"": 16.322863989376646, ""40"": 7.79495432931378, ""80"": 0.3894880694167064}, ""kappaS"": {""0.06"": 1.2076632324238168, ""0.12"": 3.1398937694685256, ""0.24"": 8.844005713576426}, ""transition_matrix"": [[0.7407668774035306, 0.048004308781098876, 0.21122881381537054], [0.03528640154714146, 0.9623310379977483, 0.0023825604551101207], [0.7785953172806428, 3.249748613379257e-06, 0.22140143297074388]]}"
original,11,1,4744,1730,22,8,True,190,-3993.3366793401847,-1341.5848297395012,-0.7754825605430643,0.7754825605430643,2.171639822066882,True,0.0,0.6743699480812946,0.30644103879897483,0.019189013119730616,"{""initial_prob"": [0.5179400075721244, 0.056924282274524604, 0.425135710153351], ""kappaP"": {""10"": 18.76749973550645, ""20"": 13.821436221613734, ""40"": 11.321539805694488, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.3389624518000813, ""0.12"": 3.6274422436643454, ""0.24"": 15.169091238492776}, ""transition_matrix"": [[0.9665099316388229, 0.011348022227210612, 0.02214204613396644], [0.026330652504750716, 0.9692332006461715, 0.004436146849077704], [0.7643202967763589, 0.1340747037174743, 0.10160499950616679]]}"
original,11,2,4763,1711,22,8,True,75,-3906.7873410043326,-1448.1406897388295,-0.8463709466620862,0.8463709466620862,2.331171536695659,True,0.0,0.7233344098208216,0.2511810001581993,0.025484590020979057,"{""initial_prob"": [0.5282217358600737, 0.06935137277343967, 0.4024268913664867], ""kappaP"": {""10"": 19.081804967284242, ""20"": 14.788912440649426, ""40"": 0.30682965242985494, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.542295122926265, ""0.12"": 4.016557146601499, ""0.24"": 15.865368696841323}, ""transition_matrix"": [[0.9580453770912573, 0.009605850637573137, 0.03234877227116944], [0.02666815131632867, 0.9692493980551531, 0.004082450628518356], [0.8313010184394688, 0.11984656215638789, 0.048852419404143255]]}"
original,11,3,5169,1305,24,6,True,113,-4232.562112701575,-1043.4502505109385,-0.7995787360237077,0.7995787360237077,2.2246035857197635,True,0.0,0.692971820072268,0.28335531941084074,0.02367286051689128,"{""initial_prob"": [0.5187525966664954, 0.17086736914769068, 0.3103800341858139], ""kappaP"": {""10"": 21.709600141491936, ""20"": 16.03413990767287, ""40"": 12.606988239026457, ""80"": 29.061360930826908}, ""kappaS"": {""0.06"": 1.467613866102315, ""0.12"": 3.7099824975919216, ""0.24"": 15.749507906595396}, ""transition_matrix"": [[0.9275981881734099, 0.04011251941982915, 0.03228929240676086], [0.08341621609312604, 0.9165837468627055, 3.7044168402807145e-08], [0.8454704516305437, 0.03923357440641343, 0.1152959739630429]]}"
original,11,4,4746,1728,22,8,True,221,-3696.7599746418464,-1611.2814467578432,-0.932454540947826,0.932454540947826,2.5407378753465655,True,0.0,0.6754300018387464,0.28965099452160487,0.03491900363964881,"{""initial_prob"": [0.6607929789733673, 0.06349140552238736, 0.2757156155042453], ""kappaP"": {""10"": 23.699693871606204, ""20"": 16.119519733931682, ""40"": 15.122313938472137, ""80"": 28.60867158550662}, ""kappaS"": {""0.06"": 1.7804892154112348, ""0.12"": 4.277939223467445, ""0.24"": 16.59426512692352}, ""transition_matrix"": [[0.9152331540595303, 0.05380918727101845, 0.030957658669451285], [0.11346514811861362, 0.8839892971884621, 0.0025455546929243505], [0.9469226546924323, 0.044676527675273504, 0.008400817632294076]]}"
original,12,1,4746,1728,22,8,True,104,-4697.313662669181,-1436.5131553743781,-0.8313154834342465,0.8313154834342465,2.2963375482370507,True,0.0,0.30776615681022484,0.6161267376302086,0.07610710555956653,"{""initial_prob"": [0.3046401348222502, 0.4326055272445, 0.26275433793324976], ""kappaP"": {""10"": 15.889630996595173, ""20"": 9.62652943346007, ""40"": 8.076859293866265, ""80"": 4.511120478176486}, ""kappaS"": {""0.06"": 1.1961318005810175, ""0.12"": 3.357201802703733, ""0.24"": 8.821318234094887}, ""transition_matrix"": [[0.8586424306517385, 0.0331584783571234, 0.10819909099113822], [0.03841579142160137, 0.9604652550606236, 0.001118953517774984], [0.5416952283533588, 9.995898664529337e-09, 0.4583047616507426]]}"
original,12,2,4965,1509,23,7,True,89,-4467.690217496268,-1660.767687098045,-1.1005750080172598,1.1005750080172598,3.005893940230631,True,0.0,0.5200160314955447,0.3566243584022964,0.12335961010215896,"{""initial_prob"": [0.1183392055898414, 0.49582090485902025, 0.3858398895511383], ""kappaP"": {""10"": 17.813273774559583, ""20"": 11.676031492851264, ""40"": 8.729734628619951, ""80"": 7.158448774465048}, ""kappaS"": {""0.06"": 1.2117862513429045, ""0.12"": 3.332550942209252, ""0.24"": 7.569529626740499}, ""transition_matrix"": [[0.8468150090024107, 0.05210241920707114, 0.10108257179051809], [0.047556629623040435, 0.9495617564227764, 0.0028816139541831165], [0.5452871105982938, 0.01867177200643062, 0.43604111739527557]]}"
original,12,3,4542,1932,21,9,True,84,-4342.186787342093,-1796.2520729124485,-0.9297370977807704,0.9297370977807704,2.533842937112292,True,0.0,0.45060509321675885,0.4538180686137553,0.09557683816948585,"{""initial_prob"": [0.16911260924125898, 0.4857243151835906, 0.3451630755751504], ""kappaP"": {""10"": 18.471303542110906, ""20"": 10.839789746683262, ""40"": 6.381095196610783, ""80"": 13.008878089917463}, ""kappaS"": {""0.06"": 1.1675480437759904, ""0.12"": 3.313836871293977, ""0.24"": 7.6772972731421385}, ""transition_matrix"": [[0.8273941372438491, 0.03141836464320797, 0.14118749811294287], [0.033016149096296854, 0.9617243454816449, 0.005259505422058284], [0.5708184934941509, 0.030977481950649956, 0.3982040245551991]]}"
original,12,4,5169,1305,24,6,True,121,-4833.936484297066,-1293.3398058732896,-0.991064985343517,0.991064985343517,2.6941021243509184,True,0.0,0.5303810070277009,0.35713664894652136,0.11248234402577782,"{""initial_prob"": [0.18997848794470065, 0.5010973596962905, 0.30892415235900883], ""kappaP"": {""10"": 15.390510423245935, ""20"": 11.553835366585416, ""40"": 7.026937641075473, ""80"": 6.5456595195346505}, ""kappaS"": {""0.06"": 1.2101835767721782, ""0.12"": 3.48081561928058, ""0.24"": 8.285488130851554}, ""transition_matrix"": [[0.8180492036687063, 0.05541262429877037, 0.12653817203252327], [0.042997362755922384, 0.9528948182474499, 0.004107818996627817], [0.5107499493703961, 0.008827678921371623, 0.48042237170823227]]}"
shuffled,1,1,6413,2149,30,10,True,89,-2922.4576275448057,-1096.0429523503033,-0.5100246404608205,0.5100246404608205,1.665332228993877,True,0.0,0.7362227650104933,0.25965354436832916,0.004123690621177575,"{""initial_prob"": [0.7499756893965704, 0.20559133872189722, 0.04443297188153232], ""kappaP"": {""10"": 144.77207650693555, ""20"": 36.22595233506196, ""40"": 19.94402074846467, ""80"": 1.0905317354993094}, ""kappaS"": {""0.06"": 6.18113976539857, ""0.12"": 12.384256537884882, ""0.24"": 30.378190976188797}, ""transition_matrix"": [[0.7540320970612916, 0.2420732347886515, 0.0038946681500567674], [0.6518783018215077, 0.34471784572788067, 0.003403852450611662], [0.9999989944562647, 9.0537261990729e-07, 1.0017111537057613e-07]]}"
shuffled,1,2,6413,2149,30,10,True,128,-3099.615685336214,-919.9237208837468,-0.4280706006904359,0.4280706006904359,1.5342943993877858,True,0.0,0.7384989456785799,0.2576232758376223,0.0038777784837978296,"{""initial_prob"": [0.8149498394216212, 0.141129325836338, 0.04392083474204082], ""kappaP"": {""10"": 143.38958548290105, ""20"": 36.521609075453604, ""40"": 18.406791224062673, ""80"": 1.2723131856701244}, ""kappaS"": {""0.06"": 5.82423726303839, ""0.12"": 12.225602763486242, ""0.24"": 30.339005515136616}, ""transition_matrix"": [[0.7474076319724409, 0.24801377443908523, 0.0045785935884740895], [0.6527321649225524, 0.34330894640612697, 0.003958888671320733], [0.9761747003005404, 2.1760524532897145e-06, 0.023823123647006356]]}"
shuffled,1,3,6418,2144,30,10,True,91,-2943.7271165592047,-1094.399227319646,-0.5104474008020736,0.5104474008020736,1.666036414255619,True,0.0,0.7242113198858056,0.2729187414334596,0.0028699386807348216,"{""initial_prob"": [0.8759976333961531, 0.12400231431176822, 5.229207872900348e-08], ""kappaP"": {""10"": 122.89841351664309, ""20"": 52.48734828635739, ""40"": 5.360992186723773, ""80"": 1.1962489657997133}, ""kappaS"": {""0.06"": 6.618904736902722, ""0.12"": 13.7413791586216, ""0.24"": 31.245702069536154}, ""transition_matrix"": [[0.7408514627213182, 0.2559027835767785, 0.0032457537019034027], [0.689097624342419, 0.3085763951438195, 0.0023259805137616284], [0.9999940884816788, 5.7815105155208666e-06, 1.3000780573950896e-07]]}"
shuffled,1,4,6442,2120,30,10,True,136,-3051.7010976621104,-967.6438211392352,-0.4564357646883185,0.4564357646883185,1.5784380224756587,True,0.0,0.7295548062433892,0.2663829524372439,0.004062241319366936,"{""initial_prob"": [0.7749794916665298, 0.17847804486772476, 0.046542463465745455], ""kappaP"": {""10"": 120.82962473169145, ""20"": 47.22819442639153, ""40"": 18.202340951312113, ""80"": 1.066701503858951}, ""kappaS"": {""0.06"": 6.078175313575827, ""0.12"": 12.454548157699545, ""0.24"": 28.7413775180611}, ""transition_matrix"": [[0.7599896663720972, 0.23744296942431029, 0.002567364203592548], [0.6733875977355277, 0.32368619278245936, 0.00292620948201309], [0.597749061217526, 0.3014877003934416, 0.10076323838903228]]}"
shuffled,2,1,6175,1702,29,8,True,192,-3622.410668996902,-1024.006107273015,-0.601648711676272,0.601648711676272,1.8251254267812222,True,0.0,0.2826094397337333,0.7127502974755023,0.004640262790764444,"{""initial_prob"": [0.30537604802220997, 0.6508331116327872, 0.043790840345002774], ""kappaP"": {""10"": 73.54135925827573, ""20"": 35.967588596522475, ""40"": 8.710259065875773, ""80"": 1.8919377554580055}, ""kappaS"": {""0.06"": 3.7664834779984817, ""0.12"": 6.767370926445553, ""0.24"": 18.871602320458546}, ""transition_matrix"": [[0.3348894117004284, 0.6561600861264266, 0.008950502173144973], [0.2620556127668275, 0.735963317635775, 0.0019810695973972643], [0.5406336455456453, 7.059961491995637e-06, 0.4593592944928626]]}"
shuffled,2,2,5747,2130,27,10,True,95,-3216.557094318782,-1434.6039938243148,-0.673523001795453,0.673523001795453,1.961134244028576,True,0.0,0.2787778187388752,0.7181480802655251,0.0030741009955996615,"{""initial_prob"": [0.02564360787725983, 0.9379811048376009, 0.03637528728513932], ""kappaP"": {""10"": 75.3893486726719, ""20"": 29.397626737672084, ""40"": 7.236489995643903, ""80"": 1.9121722279609397}, ""kappaS"": {""0.06"": 4.014970812462987, ""0.12"": 7.937610156062019, ""0.24"": 19.055957037706566}, ""transition_matrix"": [[0.31238520873203407, 0.6802794988695414, 0.007335292398424504], [0.24250112783944217, 0.757087880681802, 0.0004109914787558314], [0.9999992636605695, 3.848069821076099e-07, 3.5153244851282144e-07]]}"
shuffled,2,3,5747,2130,27,10,False,300,-3392.617083577366,-1254.118062560619,-0.5887878227984127,0.5887878227984127,1.8018029865998673,True,0.0,0.28762328987532293,0.7065173232344949,0.005859386890182031,"{""initial_prob"": [0.253888717549308, 0.6964713978174301, 0.04963988463326202], ""kappaP"": {""10"": 76.48365782643631, ""20"": 35.83753392117065, ""40"": 8.510908363736856, ""80"": 1.9920919077410675}, ""kappaS"": {""0.06"": 3.467698575781072, ""0.12"": 6.861643742703481, ""0.24"": 15.279657270038276}, ""transition_matrix"": [[0.32227282057145445, 0.6652100857865598, 0.012517093641985671], [0.25418027375767577, 0.7427608406756024, 0.003058885566721714], [0.8486494209787908, 0.009757375878182558, 0.14159320314302662]]}"
shuffled,2,4,5962,1915,28,9,True,252,-3678.0402913798885,-968.2972504978959,-0.5056382509127394,0.5056382509127394,1.6580434305518086,True,0.0,0.2644190336759589,0.7277875349242944,0.007793431399746679,"{""initial_prob"": [0.26950660062195664, 0.7304933465275381, 5.285050516675462e-08], ""kappaP"": {""10"": 71.99867135584533, ""20"": 29.914169485176753, ""40"": 7.051060016388747, ""80"": 2.067943385223244}, ""kappaS"": {""0.06"": 4.129489894389444, ""0.12"": 7.299139021693542, ""0.24"": 15.918057953690433}, ""transition_matrix"": [[0.3366660851730384, 0.6569054950876919, 0.006428419739269761], [0.2723266673496941, 0.7275451879665672, 0.0001281446837387681], [0.27363048061041123, 5.912128309211114e-07, 0.7263689281767579]]}"
shuffled,3,1,6842,2570,32,12,True,126,-3259.5441795269326,-1204.7641196078916,-0.4687798130770006,0.4687798130770006,1.598043091822201,True,0.0,0.7142444761917047,0.258478397330693,0.027277126477602255,"{""initial_prob"": [0.6294983512151205, 0.2384541563256527, 0.1320474924592269], ""kappaP"": {""10"": 68.63596960339568, ""20"": 51.618991694591614, ""40"": 40.290702569720466, ""80"": 35.6138676598523}, ""kappaS"": {""0.06"": 3.845321038759002, ""0.12"": 11.456600875645933, ""0.24"": 29.61162341354409}, ""transition_matrix"": [[0.772793172273665, 0.19685756448409308, 0.030349263242242068], [0.5115028897238669, 0.4773875028059021, 0.011109607470231013], [0.8855101882401165, 2.3767685281400344e-07, 0.11448957408303073]]}"
shuffled,3,2,7048,2364,33,11,True,125,-3414.2259019916537,-1076.6139185425,-0.4554204393157783,0.4554204393157783,1.5768362076216962,True,0.0,0.6176445813663498,0.3673168444218294,0.015038574211820725,"{""initial_prob"": [0.680199113313625, 0.31980081836269364, 6.832368135427111e-08], ""kappaP"": {""10"": 26.124564039176175, ""20"": 13.486147930104162, ""40"": 12.849718049678781, ""80"": 59.58222817787147}, ""kappaS"": {""0.06"": 2.4056930265251824, ""0.12"": 8.276793916456073, ""0.24"": 25.161497100204873}, ""transition_matrix"": [[0.9637289439009799, 0.012084336156675445, 0.02418671994234475], [0.019461480038589322, 0.9799414596370654, 0.00059706032434519], [0.9553953843830197, 1.766068311855171e-08, 0.04460459795629704]]}"
shuffled,3,3,7075,2337,33,11,True,126,-3233.0175172129384,-1258.456426744554,-0.5384922664717817,0.5384922664717817,1.7134215305894147,True,0.0,0.6487396911019484,0.3299201005036396,0.02134020839441193,"{""initial_prob"": [0.5597406592113607, 0.36086572317128046, 0.07939361761735868], ""kappaP"": {""10"": 27.9628962114341, ""20"": 15.018337792901242, ""40"": 13.393069316508315, ""80"": 54.10488355625829}, ""kappaS"": {""0.06"": 2.743070478758114, ""0.12"": 8.909167692538206, ""0.24"": 27.37681746288852}, ""transition_matrix"": [[0.9504855846181904, 0.024096359149293593, 0.025418056232516084], [0.04068199714598516, 0.9583477760102246, 0.000970226843790163], [0.9999999112443468, 1.6811636637657667e-08, 7.194401645018082e-08]]}"
shuffled,3,4,7271,2141,34,10,True,123,-3450.2145615475297,-1046.0686379514898,-0.48858880801097143,0.48858880801097143,1.630014332966466,True,0.0,0.6037477114804767,0.3759959088412393,0.02025637967828399,"{""initial_prob"": [0.5611464097224562, 0.39283906618450865, 0.04601452409303507], ""kappaP"": {""10"": 26.077735955906515, ""20"": 11.930364561147778, ""40"": 7.8184964648459765, ""80"": 62.27800789242816}, ""kappaS"": {""0.06"": 2.5459847877612565, ""0.12"": 9.047024205985375, ""0.24"": 25.84452224132825}, ""transition_matrix"": [[0.957538513631821, 0.005115558580181036, 0.03734592778799793], [0.008132453766154166, 0.9915612041211398, 0.00030634211270614073], [0.9608156136905924, 9.23332654110997e-09, 0.039184377076080947]]}"
shuffled,4,1,3304,1495,16,7,False,300,-2413.087548821307,-1392.9062444846595,-0.9317098625315449,0.9317098625315449,2.5388465469924713,True,0.0,0.5680140915147041,0.3858553074976054,0.046130600987690604,"{""initial_prob"": [0.4896646965565944, 0.5103351693015329, 1.3414187259155865e-07], ""kappaP"": {""10"": 18.262994995570374, ""20"": 11.704485344355094, ""40"": 3.930652047210381, ""80"": 1.7404553975441277}, ""kappaS"": {""0.06"": 1.5714526536390636, ""0.12"": 4.80671015713068, ""0.24"": 11.338631019118276}, ""transition_matrix"": [[0.9066986398048063, 0.011950111905851378, 0.08135124828934234], [0.011042137015566734, 0.9889578609060947, 2.0783386140204178e-09], [0.9950513400474488, 3.473136698784525e-08, 0.0049486252211842574]]}"
shuffled,4,2,3734,1065,18,5,False,300,-2969.949715463714,-853.9713009283014,-0.8018509867871375,0.8018509867871375,2.229664190219586,True,0.0,0.5259739709305843,0.4694007046497767,0.004625324419639075,"{""initial_prob"": [0.2698031835473991, 0.7301963511152494, 4.6533735140643117e-07], ""kappaP"": {""10"": 40.07999823569756, ""20"": 13.32184223969033, ""40"": 3.3350524310650345, ""80"": 1.1147706206476546}, ""kappaS"": {""0.06"": 3.9829312249978117, ""0.12"": 7.1870139098121575, ""0.24"": 13.471617211576442}, ""transition_matrix"": [[0.556546357978004, 0.4398021153148987, 0.0036515267070972917], [0.4707330430651555, 0.52898574431912, 0.0002812126157244364], [0.999997975824692, 1.3869737846128042e-06, 6.372015235044454e-07]]}"
shuffled,4,3,3597,1202,17,6,True,136,-2944.359568280445,-866.9272619623181,-0.7212373227639918,0.7212373227639918,2.0569767809067017,True,0.0,0.36743862172013914,0.5994043481786372,0.033157030101223645,"{""initial_prob"": [0.4232716122568297, 0.44313235799821515, 0.1335960297449552], ""kappaP"": {""10"": 17.398125017201213, ""20"": 10.735833709331123, ""40"": 2.6648599740968373, ""80"": 2.1793597401637794}, ""kappaS"": {""0.06"": 1.8229525048649176, ""0.12"": 4.608822587809076, ""0.24"": 10.876978971458058}, ""transition_matrix"": [[0.8952728851198515, 0.01802490713866076, 0.08670220774148768], [0.021684342964498365, 0.9783156546940335, 2.341468163656269e-09], [0.9290891241135952, 2.946567025410684e-08, 0.07091084642073459]]}"
shuffled,4,4,3762,1037,18,5,False,300,-3049.508696196736,-751.2382513335428,-0.7244341864354319,0.7244341864354319,2.0635631775472723,True,0.0,0.49096451227207494,0.46951777636526454,0.03951771136266048,"{""initial_prob"": [0.39752632404833715, 0.4505349563323982, 0.15193871961926453], ""kappaP"": {""10"": 17.487200170892923, ""20"": 10.585531168874443, ""40"": 4.624999748079184, ""80"": 2.450286282887385}, ""kappaS"": {""0.06"": 1.6435681598256655, ""0.12"": 4.6452433686656285, ""0.24"": 10.815922502407613}, ""transition_matrix"": [[0.88995460281108, 0.02352452509927859, 0.08652087208964138], [0.02468834391183471, 0.9753116540746791, 2.0134862457211443e-09], [0.9955933692607616, 4.127141964693758e-08, 0.00440658946781868]]}"
shuffled,5,1,4062,1727,19,8,False,300,-5314.008806991613,-2116.346780804064,-1.225446891027252,1.225446891027252,3.405687714044847,True,0.0,0.9186779412258355,0.015957497944172894,0.0653645608299916,"{""initial_prob"": [0.9999997219762798, 1.7041605960093436e-07, 1.0760766050930686e-07], ""kappaP"": {""10"": 184.31807230644836, ""20"": 1e-06, ""40"": 1.3794062886476, ""80"": 0.47768318284681227}, ""kappaS"": {""0.06"": 1.030382133803875, ""0.12"": 3.3389751167745896, ""0.24"": 9.13898313094304}, ""transition_matrix"": [[0.9022854056442283, 0.017537093527349883, 0.08017750082842179], [0.5540203624181363, 0.44597952287338943, 1.1470847411497653e-07], [0.8687387055452936, 0.07425917522092548, 0.05700211923378094]]}"
shuffled,5,2,4533,1256,21,6,True,207,-5802.152018962292,-1613.8448492382943,-1.2849083194572406,1.2849083194572406,3.614336577687995,True,0.0,0.8959020660757304,0.02231968413685463,0.0817782497874149,"{""initial_prob"": [0.9999995303093897, 3.7440885624864e-07, 9.528175406494551e-08], ""kappaP"": {""10"": 363.66705641445947, ""20"": 1e-06, ""40"": 1.9107123766315004, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.095952648438495, ""0.12"": 3.3581675713780403, ""0.24"": 9.45216089061253}, ""transition_matrix"": [[0.9288219413640136, 0.00043985307012659705, 0.07073820556585976], [0.051101509356500506, 0.9488984014201669, 8.922333271274779e-08], [0.7414247999956306, 8.466588515325412e-09, 0.2585751915377809]]}"
shuffled,5,3,4506,1283,21,6,False,300,-5672.440296006946,-1754.4177166843108,-1.3674339179145056,1.3674339179145056,3.925265208179043,True,0.0,0.8829952044875253,0.02095467224542527,0.09605012326704945,"{""initial_prob"": [0.9999998160732034, 8.429075781098341e-08, 9.963603885336255e-08], ""kappaP"": {""10"": 170.83742392409994, ""20"": 0.9472439502593089, ""40"": 0.3992926798318411, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.1928165390344603, ""0.12"": 3.4881784497914756, ""0.24"": 8.955519627851821}, ""transition_matrix"": [[0.9409865215173105, 0.02294103003598955, 0.03607244844669987], [0.9990440095892715, 0.000955898776473678, 9.163425484348622e-08], [0.43411690630618094, 3.7588621045385125e-08, 0.565883056105198]]}"
shuffled,5,4,4266,1523,20,7,False,300,-5447.766703932595,-1971.6004172963126,-1.294550503805852,1.294550503805852,3.649355234126867,True,0.0,0.9062734020340819,5.270120340342878e-05,0.09367389676251464,"{""initial_prob"": [0.9999997074482294, 1.54765215824572e-07, 1.3778655477747983e-07], ""kappaP"": {""10"": 193.14301502329033, ""20"": 1e-06, ""40"": 1e-06, ""80"": 0.712155166677831}, ""kappaS"": {""0.06"": 1.1401133610178922, ""0.12"": 3.3577820602567527, ""0.24"": 9.451999277282853}, ""transition_matrix"": [[0.9358640385310703, 5.355196331620395e-05, 0.0640824095056136], [0.999908717417654, 4.6382555527873314e-05, 4.490002681804497e-05], [0.6556538409586293, 1.9191394112267093e-08, 0.34434613984997664]]}"
shuffled,6,1,5621,1932,26,9,True,103,-5012.218789345192,-1988.7682438472332,-1.029383148989251,1.029383148989251,2.7993385272082274,True,0.0,0.7410991776081874,0.21227812587811953,0.046622696513692975,"{""initial_prob"": [0.6054812180664237, 0.39451870376752995, 7.816604630466088e-08], ""kappaP"": {""10"": 10.30440606649629, ""20"": 7.474559760860605, ""40"": 3.3060153408719364, ""80"": 0.0003883866090227444}, ""kappaS"": {""0.06"": 1.252388793846056, ""0.12"": 3.7124835675174688, ""0.24"": 13.352461217552724}, ""transition_matrix"": [[0.9509622728698918, 0.0062862743591940865, 0.04275145277091417], [0.008482875060146666, 0.9915171233632962, 1.5765571639040401e-09], [0.7058908523349939, 8.95128370705673e-08, 0.294109058152169]]}"
shuffled,6,2,5801,1752,27,8,False,300,-5298.840667171729,-1701.4030730757922,-0.9711204754998815,0.9711204754998815,2.6409018680334806,True,0.0,0.6450744990551822,0.31317281809483005,0.04175268284998759,"{""initial_prob"": [0.6136949451909753, 0.3863049602713019, 9.453772275773456e-08], ""kappaP"": {""10"": 10.735143137681536, ""20"": 7.3379613675640165, ""40"": 3.2702901495334387, ""80"": 0.49339854877214484}, ""kappaS"": {""0.06"": 1.34305885067243, ""0.12"": 3.384264622063406, ""0.24"": 13.529902344496747}, ""transition_matrix"": [[0.958612143406631, 6.851295295474356e-05, 0.04131934364041423], [0.0018926283486936073, 0.9935565868617693, 0.00455078478953716], [0.745068160204386, 0.0616608243789079, 0.19327101541670602]]}"
shuffled,6,3,5621,1932,26,9,True,180,-5391.894550220752,-1612.09911308354,-0.8344198307885818,0.8344198307885818,2.3034772539591044,True,0.0,0.49857544541433746,0.46657795171294414,0.03484660287271834,"{""initial_prob"": [0.7033189736136108, 0.2966809508719895, 7.551439967247797e-08], ""kappaP"": {""10"": 9.342388574745867, ""20"": 7.5954714534135634, ""40"": 3.7121818319995787, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.3998524359941174, ""0.12"": 3.672368433331573, ""0.24"": 13.677599776774832}, ""transition_matrix"": [[0.9435679361631735, 0.007647986981749867, 0.04878407685507669], [0.017433547057570678, 0.9825663758796145, 7.706281478025591e-08], [0.7861115215864721, 0.011522661563656361, 0.20236581684987148]]}"
shuffled,6,4,5616,1937,26,9,False,300,-5273.790571668685,-1729.592235316116,-0.8929231984079071,0.8929231984079071,2.442258432754548,True,0.0,0.5834140804045089,0.38641679377463845,0.030169125820852634,"{""initial_prob"": [0.6668911737386132, 0.33310871837174355, 1.0788964332501043e-07], ""kappaP"": {""10"": 10.28955566387471, ""20"": 7.902385247681996, ""40"": 4.467368392119494, ""80"": 1e-06}, ""kappaS"": {""0.06"": 1.2981264912923034, ""0.12"": 3.2252076699588605, ""0.24"": 12.567438745258835}, ""transition_matrix"": [[0.9483677481748479, 0.0008629569051755699, 0.05076929491997648], [0.004338049143830961, 0.9917067405105296, 0.003955210345639419], [0.7609511823729215, 0.05431517889103335, 0.18473363873604512]]}"
shuffled,7,1,4078,1719,19,8,False,300,-2935.696318827866,-946.569720296214,-0.5506513788808691,0.5506513788808691,1.734382390063103,True,0.0,0.6077249657070385,0.37674484170766703,0.015530192585294414,"{""initial_prob"": [0.6120503796177093, 0.38794952401236, 9.636993083215907e-08], ""kappaP"": {""10"": 54.813148033683056, ""20"": 16.484057079408682, ""40"": 3.0598822031389106, ""80"": 1.4865180769442103}, ""kappaS"": {""0.06"": 2.5121788670299177, ""0.12"": 7.359294673194444, ""0.24"": 18.774882717640608}, ""transition_matrix"": [[0.8786179537732259, 0.08918132731124388, 0.03220071891553023], [0.1926277889844648, 0.8073721985877337, 1.2427801522513932e-08], [0.9372438351164027, 0.00018787526919694363, 0.06256828961440031]]}"
