subject_id,session_id,run_id,block_id,trial_index,x_rad,y_rad,coherence,prior_std,p_sensory,p_prior,p_lapse,most_likely_state,viterbi_state
12,1,1,1_1,1,0.17453292519943275,0.6435727820854025,0.06,20,0.4215719657042499,0.013980191080627867,0.5644478432151223,lapse,lapse
12,1,1,1_1,2,0.0,-2.3118743884260358,0.06,20,0.2626049681605538,1.7753458331457403e-09,0.7373950300641005,lapse,lapse
12,1,1,1_1,3,0.0,1.786728986440127,0.12,20,0.12589817329775724,3.6712223644472614e-08,0.8741017899900191,lapse,lapse
12,1,1,1_1,4,0.3490658503988664,-1.5729953679473958,0.06,20,0.4739650424034765,1.2206841622068814e-07,0.5260348355281074,lapse,lapse
12,1,1,1_1,5,0.6981317007977319,0.8629234766324725,0.12,20,0.872227044762228,5.156558170849784e-05,0.1277213896560634,sensory,sensory
12,1,1,1_1,6,-0.6981317007977319,-1.9061025651881325,0.12,20,0.7321916848298015,2.9411867852864573e-08,0.26780828575833066,sensory,sensory
12,1,1,1_1,7,-0.17453292519943275,-0.06175646990892858,0.12,20,0.8173516673892296,0.001998987516418962,0.18064934509435146,sensory,sensory
12,1,1,1_1,8,0.17453292519943275,2.1415666600768963,0.12,20,0.07846561817997187,3.4058153623702068e-09,0.9215343784142127,lapse,lapse
12,1,1,1_1,9,0.8726646259971647,-2.479209762428871,0.06,20,0.08584812394293755,5.194324058900294e-12,0.9141518760518681,lapse,lapse
12,1,1,1_1,10,-0.5235987755982987,2.2349495029301085,0.24,20,5.915516686171512e-07,7.12372249898988e-11,0.9999994083770941,lapse,lapse
12,1,1,1_1,11,-0.17453292519943275,0.9315865643660262,0.24,20,0.026817037373869312,7.68422319952572e-06,0.9731752784029312,lapse,lapse
12,1,1,1_1,12,0.3490658503988664,3.0171516533945724,0.12,20,0.01159293284932213,1.3887921328869305e-11,0.9884070671367899,lapse,lapse
12,1,1,1_1,13,-0.34906585039886595,0.10523434707831214,0.06,20,0.6926370135773996,0.0010279795695723516,0.30633500685302806,sensory,sensory
12,1,1,1_1,14,-0.5235987755982987,-1.474323081678115,0.12,20,0.7242182781088536,8.734776211232116e-07,0.2757808484135253,sensory,sensory
12,1,1,1_1,15,-0.17453292519943275,-2.4515007285855823,0.06,20,0.6220501949206297,7.49160524134851e-10,0.3779498043302098,sensory,sensory
12,1,1,1_1,16,-0.17453292519943275,0.10693572064948409,0.06,20,0.8527066796318788,0.007593197542067015,0.1397001228260541,sensory,sensory
12,1,1,1_1,17,0.0,0.6088729312548704,0.12,20,0.8284623598620949,0.0032205736180952738,0.16831706651980982,sensory,sensory
12,1,1,1_1,18,0.5235987755982991,-1.177410374629722,0.12,20,0.3868803394116326,0.0008101702545319558,0.6123094903338355,lapse,sensory
12,1,1,1_1,19,-0.34906585039886595,-0.5244410001952211,0.06,20,0.7903963955956667,0.002718810806361615,0.20688479359797182,sensory,sensory
12,1,1,1_1,20,-0.17453292519943275,-0.19397852466252097,0.06,20,0.7397697779554268,0.0044761779724581,0.255754044072115,sensory,sensory
12,1,1,1_1,21,0.6981317007977319,-1.5789050139915353,0.12,20,0.02484150202234844,1.4803147348728248e-06,0.9751570176629167,lapse,lapse
12,1,1,1_1,22,0.17453292519943275,-2.685591082541443,0.12,20,0.006228100137005803,4.8763986333728285e-12,0.9937718998581178,lapse,lapse
12,1,1,1_1,23,0.5235987755982991,-1.3518054770229173,0.06,20,0.41065177557978044,5.209973956480431e-07,0.5893477034228239,lapse,lapse
