iteration,log_likelihood
1,-7186.905003022321
2,-6952.097750154988
3,-6866.624238343388
4,-6832.564224932434
5,-6815.53278180167
6,-6803.978108753946
7,-6795.240650233252
8,-6789.694525858733
9,-6786.163884324977
10,-6783.638814539282
11,-6781.68739378709
12,-6780.096751717704
13,-6778.742113171514
14,-6777.534472306292
15,-6776.393734269151
16,-6775.2318372726995
17,-6773.945289408687
18,-6772.425815870389
19,-6770.584250543969
20,-6768.316326644621
21,-6765.340463373787
22,-6761.282775828967
23,-6756.888072460823
24,-6754.0512392330975
25,-6752.339111207409
26,-6751.201594573109
27,-6750.380777993759
28,-6749.749659831141
29,-6749.241702294807
30,-6748.819204341994
31,-6748.459138077934
32,-6748.146516292633
33,-6747.871060604022
34,-6747.6254164006505
35,-6747.404151905079
36,-6747.203175331622
37,-6747.019377117042
38,-6746.850392256325
39,-6746.69442893982
40,-6746.550139929171
41,-6746.416528526802
42,-6746.292885501093
43,-6746.1787508315765
44,-6746.073888673275
45,-6745.978259250378
46,-6745.891970654974
47,-6745.815199162595
48,-6745.74807943239
49,-6745.690583016802
50,-6745.6424174197555
51,-6745.602979031045
52,-6745.571377379148
53,-6745.54652202224
54,-6745.527241628662
55,-6745.5123988725
56,-6745.500974848209
57,-6745.492113712362
58,-6745.485132383859
59,-6745.479506878959
60,-6745.474847114467
61,-6745.470868924832
62,-6745.467368340926
63,-6745.464200273448
64,-6745.461261955327
65,-6745.458480619451
66,-6745.455804587944
67,-6745.453196949969
68,-6745.4506311303585
69,-6745.448087805611
70,-6745.445552764841
71,-6745.443015426756
72,-6745.44046780962
73,-6745.4379038130855
74,-6745.435318714738
75,-6745.432708814646
76,-6745.430071182285
77,-6745.427403474576
78,-6745.424703803587
79,-6745.421970639182
80,-6745.41920273645
81,-6745.416399080925
82,-6745.413558846606
83,-6745.410681363423
84,-6745.40776609167
85,-6745.404812601713
86,-6745.401820557677
87,-6745.3987897042
88,-6745.395719855688
89,-6745.392610887391
90,-6745.389462728077
91,-6745.386275353925
92,-6745.383048783454
93,-6745.379783073275
94,-6745.3764783145525
95,-6745.373134630038
96,-6745.369752171602
97,-6745.366331118203
98,-6745.362871674145
99,-6745.359374067732
100,-6745.3558385501
101,-6745.352265394333
102,-6745.348654894713
103,-6745.345007366222
104,-6745.341323144133
105,-6745.33760258376
106,-6745.333846060321
107,-6745.330053968928
108,-6745.326226724636
109,-6745.322364762637
110,-6745.318468538493
111,-6745.31453852846
112,-6745.310575229904
113,-6745.306579161741
114,-6745.302550864978
115,-6745.298490903314
116,-6745.294399863767
117,-6745.290278357387
118,-6745.286127019992
119,-6745.2819465129705
120,-6745.277737524127
121,-6745.2735007685515
122,-6745.269236989533
123,-6745.264946959529
124,-6745.2606314811155
125,-6745.256291388009
126,-6745.251927546085
127,-6745.247540854387
128,-6745.243132246209
129,-6745.238702690103
130,-6745.234253190948
131,-6745.22978479095
132,-6745.225298570677
133,-6745.220795650014
134,-6745.216277189126
135,-6745.211744389338
136,-6745.207198493989
137,-6745.202640789208
138,-6745.198072604618
139,-6745.193495313921
140,-6745.188910335459
141,-6745.184319132568
142,-6745.179723213898
143,-6745.175124133523
144,-6745.17052349097
145,-6745.165922931021
146,-6745.161324143397
147,-6745.156728862222
148,-6745.152138865301
149,-6745.147555973184
150,-6745.142982048009
151,-6745.138418992098
152,-6745.133868746343
153,-6745.129333288291
154,-6745.124814629997
155,-6745.120314815614
156,-6745.115835918678
157,-6745.111380039135
158,-6745.106949300088
159,-6745.102545844249
160,-6745.098171830118
161,-6745.093829427881
162,-6745.089520815044
163,-6745.085248171803
164,-6745.081013676164
165,-6745.0768194988195
166,-6745.072667797815
167,-6745.068560713034
168,-6745.064500360467
169,-6745.060488826353
170,-6745.056528161223
171,-6745.052620373805
172,-6745.048767424912
173,-6745.0449712212885
174,-6745.041233609475
175,-6745.037556369748
176,-6745.033941210127
177,-6745.030389760525
178,-6745.026903567137
179,-6745.023484086943
180,-6745.020132682594
181,-6745.016850617511
182,-6745.0136390514135
183,-6745.010499036155
184,-6745.00743151204
185,-6745.004437304587
186,-6745.001517121743
187,-6744.998671551642
188,-6744.9959010609
189,-6744.99320599344
190,-6744.990586569881
191,-6744.988042887543
192,-6744.985574920966
193,-6744.98318252304
194,-6744.980865426696
195,-6744.978623247141
196,-6744.976455484632
197,-6744.974361527757
198,-6744.972340657216
199,-6744.970392050031
200,-6744.968514784198
201,-6744.9667078437
202,-6744.964970123873
203,-6744.963300437046
204,-6744.96169751846
205,-6744.960160032364
206,-6744.95868657828
207,-6744.957275697368
208,-6744.955925878856
209,-6744.954635566504
210,-6744.953403165011
211,-6744.952227046377
212,-6744.9511055561425
213,-6744.950037019495
214,-6744.949019747188
215,-6744.948052041258
216,-6744.9471322005
217,-6744.946258525682
218,-6744.945429324493
219,-6744.944642916179
220,-6744.943897635877
221,-6744.943191838657
222,-6744.942523903163
223,-6744.94189223505
224,-6744.941295269957
225,-6744.940731476284
226,-6744.940199357543
227,-6744.939697454482
228,-6744.9392243468465
229,-6744.938778654894
230,-6744.938359040598
231,-6744.937964208614
232,-6744.937592906975
233,-6744.937243927579
234,-6744.9369161064205
235,-6744.936608323663
236,-6744.936319503497
237,-6744.936048613835
238,-6744.935794665869
239,-6744.935556713469
240,-6744.935333852472
241,-6744.935125219858
242,-6744.934929992844
243,-6744.934747387881
244,-6744.934576659599
245,-6744.934417099696
246,-6744.934268035756
247,-6744.934128830072
248,-6744.933998878437
249,-6744.933877608867
250,-6744.9337644804045
251,-6744.933658981846
252,-6744.933560630497
253,-6744.933468970971
254,-6744.933383573938
255,-6744.93330403496
256,-6744.93322997331
257,-6744.933161030823
258,-6744.933096870787
259,-6744.933037176867
260,-6744.932981652041
261,-6744.932930017603
262,-6744.932882012169
263,-6744.932837390747
264,-6744.932795923826
265,-6744.932757396508
266,-6744.932721607684
267,-6744.932688369231
268,-6744.932657505259
269,-6744.932628851385
270,-6744.932602254055
271,-6744.932577569876
272,-6744.9325546650125
273,-6744.932533414579
274,-6744.932513702103
275,-6744.932495418988
276,-6744.932478464012
277,-6744.932462742857
278,-6744.932448167683
279,-6744.932434656691
280,-6744.932422133723
281,-6744.932410527925
282,-6744.932399773366
283,-6744.932389808708
284,-6744.932380576942
285,-6744.932372025047
286,-6744.932364103744
287,-6744.932356767245
288,-6744.932349973014
289,-6744.932343681538
290,-6744.932337856123
291,-6744.932332462698
292,-6744.93232746963
293,-6744.932322847575
294,-6744.9323185692865
295,-6744.932314609484
296,-6744.932310944733
297,-6744.932307553286
298,-6744.9323044149505
299,-6744.932301511049
300,-6744.932298824234
