iteration,log_likelihood
1,-6850.173572631674
2,-6617.203343173792
3,-6551.596843369589
4,-6520.315821878097
5,-6499.019372243527
6,-6482.408444307791
7,-6468.656799006302
8,-6456.844929485749
9,-6446.389538884977
10,-6436.862217598833
11,-6427.920624732069
12,-6419.3098950591675
13,-6410.8753086973475
14,-6402.565150366561
15,-6394.432364790136
16,-6386.624821402854
17,-6379.3336996597345
18,-6372.699306128296
19,-6366.729317972401
20,-6361.306245713421
21,-6356.325224184044
22,-6351.866541199905
23,-6348.186959751795
24,-6345.447235956252
25,-6343.543513232292
26,-6342.260783824356
27,-6341.4099525361635
28,-6340.852124864298
29,-6340.48962148764
30,-6340.255278772218
31,-6340.103921446416
32,-6340.005791375663
33,-6339.94162518345
34,-6339.899114495441
35,-6339.870461522875
36,-6339.850747055905
37,-6339.836868643549
38,-6339.826862641526
39,-6339.819477027967
40,-6339.813904574265
41,-6339.809617034617
42,-6339.806262327448
43,-6339.8036007369
44,-6339.801465193963
45,-6339.799736397553
46,-6339.798327089473
47,-6339.797171993555
48,-6339.796221279056
49,-6339.79543623455
50,-6339.794786343445
51,-6339.794247260701
52,-6339.793799378836
53,-6339.793426786965
54,-6339.793116497816
55,-6339.79285786187
56,-6339.792642115245
57,-6339.792462025502
58,-6339.792311610725
59,-6339.79218591442
60,-6339.792080823724
61,-6339.7919929217
62,-6339.791919366646
63,-6339.791857793191
64,-6339.791806230943
65,-6339.791763037403
66,-6339.791726842558
67,-6339.791696503041
68,-6339.791671064143
69,-6339.791649728292
70,-6339.791631828899
71,-6339.791616808608
72,-6339.791604201213
73,-6339.7915936165955
74,-6339.7915847281965
75,-6339.791577262567
76,-6339.791570990646
77,-6339.791565720512
78,-6339.791561291294
79,-6339.791557568117
80,-6339.791554437878
81,-6339.791551805697
82,-6339.79154959195
83,-6339.79154772983
84,-6339.791546163244
85,-6339.791544845087
86,-6339.7915437358115
87,-6339.791542802187
