from_state,sensory,prior,lapse
sensory,0.8119667597514169,0.02089796569296972,0.1671352745556134
prior,0.016619836493305142,0.9833801611754049,2.33128991502457e-09
lapse,0.767084831959126,1.0752687780359647e-08,0.2329151572881862
