baseline,baseline_ll_per_trial,hmm_original_gain,hmm_shuffled_gain,order_specific_difference_in_differences
subject_iid,-0.8468273349993426,0.03625454526948624,0.015824143652917066,0.02043040161656917
prior_conditioned_iid,-0.82057498467584,0.010002194945983645,-0.010428206670585527,0.02043040161656917
exchangeable_block_mixture,-0.794567900647745,-0.016004889082111395,-0.03643529069868057,0.02043040161656917
