version,iteration,log_likelihood_before_m_step,log_likelihood_after_transition_update,log_likelihood_after_pi_update,log_likelihood_after_kappa_update,kappa_candidate_log_likelihood,final_iteration_log_likelihood,maximum_change_in_pi,maximum_change_in_transition,maximum_change_in_kappa,pi_step_delta,transition_step_delta,kappa_step_delta,first_decreasing_step,kappa_update_accepted,pi,transition_matrix,sensory_kappas,prior_kappas
approximate_kappa,162,-4535.504892113243,-4535.504882569662,-4535.504882569662,-4535.504879729802,-4535.504879729802,-4535.504879729802,9.844541848380572e-10,6.636162731916225e-07,3.5386644494650454e-06,0.0,9.543580745230429e-06,2.8398599170031957e-06,none,True,"[0.05858355010607524, 0.9414164180772229, 3.1816701854656674e-08]","[[0.5872944012604817, 0.3862659197298872, 0.026439679009631106], [0.16301510189152374, 0.8347181176853584, 0.0022667804231178883], [0.22569950482786078, 1.387448325484655e-05, 0.7742866206888844]]","{""0.06"": 3.318614402998103, ""0.12"": 5.862137379581615, ""0.24"": 15.20349049375458}","{""80"": 2.694664794820949, ""40"": 9.856956350052325, ""20"": 39.909594403892925, ""10"": 71.79418443562007}"
approximate_kappa,163,-4535.504879729802,-4535.504870624389,-4535.504870624387,-4535.504867885656,-4535.504867885656,-4535.504867885656,9.520455535039218e-10,6.331644943535485e-07,3.3520634481476463e-06,1.8189894035458565e-12,9.105413482757285e-06,2.7387313821236603e-06,none,True,"[0.05858354915405744, 0.9414164190292684, 3.18166739948075e-08]","[[0.5872943051241201, 0.3862660310965071, 0.026439663779372687], [0.16301510459238117, 0.8347181188416996, 0.0022667765659192965], [0.22570006650986363, 1.3241318760493001e-05, 0.7742866921713759]]","{""0.06"": 3.31861503503595, ""0.12"": 5.862138167324315, ""0.24"": 15.203492576558371}","{""80"": 2.6946637258649013, ""40"": 9.856952997988877, ""20"": 39.90959349301302, ""10"": 71.79418560050013}"
approximate_kappa,164,-4535.504867885656,-4535.504859198263,-4535.504859198262,-4535.504856558193,-4535.504856558193,-4535.504856558193,9.201750472698222e-10,6.041113463497477e-07,3.1758351770605486e-06,9.094947017729282e-13,8.687392437423114e-06,2.640069396875333e-06,none,True,"[0.0585835482339091, 0.9414164199494435, 3.181664742551332e-08]","[[0.587294214339756, 0.3862661363558342, 0.02643964930440978], [0.16301510683222917, 0.8347181202723678, 0.0022667728954030362], [0.2257006027586624, 1.2637207414143253e-05, 0.7742867600339235]]","{""0.06"": 3.318615630716592, ""0.12"": 5.862138910027724, ""0.24"": 15.20349455157064}","{""80"": 2.6946627090120665, ""40"": 9.8569498221537, ""20"": 39.909592614679035, ""10"": 71.79418666980239}"
approximate_kappa,165,-4535.504856558193,-4535.504848269601,-4535.504848269598,-4535.504845725685,-4535.504845725685,-4535.504845725685,8.888880742574656e-10,5.763924775165044e-07,3.0093683633936053e-06,2.7284841053187847e-12,8.28859174362151e-06,2.54391306953039e-06,none,True,"[0.05858354734504647, 0.9414164208383315, 3.181662208659576e-08]","[[0.5872941285915171, 0.38626623586263165, 0.02643963554585132], [0.1630151086573541, 0.8347181219403694, 0.002266769402276466], [0.22570111471700613, 1.2060814936626749e-05, 0.7742868244680572]]","{""0.06"": 3.318616192257509, ""0.12"": 5.862139610422624, ""0.24"": 15.203496424651979}","{""80"": 2.6946617416422347, ""40"": 9.856946812785337, ""20"": 39.909591768088134, ""10"": 71.79418765105996}"
approximate_kappa,166,-4535.504845725685,-4535.504837817566,-4535.504837817565,-4535.504835367238,-4535.504835367238,-4535.504835367238,8.582233812504114e-10,5.499465071505794e-07,2.8520903114781504e-06,9.094947017729282e-13,7.908119187050033e-06,2.4503269742126577e-06,none,True,"[0.05858354648684714, 0.9414164216965549, 3.1816597920712466e-08]","[[0.5872940475832807, 0.3862663299498124, 0.026439622466906832], [0.16301511011004322, 0.8347181238122293, 0.0022667660777275157], [0.22570160347695306, 1.151086842947617e-05, 0.7742868856546175]]","{""0.06"": 3.3186167217334814, ""0.12"": 5.862140271064925, ""0.24"": 15.203498201325475}","{""80"": 2.6946608212726266, ""40"": 9.856943960695025, ""20"": 39.909590952419805, ""10"": 71.79418855121773}"
approximate_kappa,167,-4535.504835367238,-4535.504827822106,-4535.504827822104,-4535.504825462794,-4535.504825462794,-4535.504825462794,8.282133867609787e-10,5.247148874487197e-07,2.7034637160028296e-06,1.8189894035458565e-12,7.5451325756148435e-06,2.3593102014274336e-06,none,True,"[0.0585835456586569, 0.9414164225247683, 3.181657487322131e-08]","[[0.587293971037363, 0.3862664189298695, 0.026439610032767624], [0.1630151112289071, 0.8347181258576942, 0.0022667629133986222], [0.22570207008206358, 1.098615354202745e-05, 0.7742869437643943]]","{""0.06"": 3.3186172210861464, ""0.12"": 5.862140894347402, ""0.24"": 15.203499886797658}","{""80"": 2.694659945550291, ""40"": 9.856941257231309, ""20"": 39.90959016684576, ""10"": 71.79418937668493}"
approximate_kappa,168,-4535.504825462794,-4535.504818263964,-4535.504818263964,-4535.504815993098,-4535.504815993098,-4535.504815993098,7.988831818295239e-10,5.006417719415084e-07,2.5629843634078497e-06,0.0,7.198829734988976e-06,2.2708654796588235e-06,none,True,"[0.058583544859795576, 0.9414164233236515, 3.1816552892051024e-08]","[[0.5872938986933246, 0.38626650309618116, 0.026439598210494384], [0.16301511204918176, 0.834718128049456, 0.002266759901362175], [0.22570251552951365, 1.0485511770085942e-05, 0.7742869989587162]]","{""0.06"": 3.3186176921329484, ""0.12"": 5.862141482510526, ""0.24"": 15.20350148597789}","{""80"": 2.694659112244956, ""40"": 9.856938694246946, ""20"": 39.909589410528504, ""10"": 71.79419013337866}"
approximate_kappa,169,-4535.504815993098,-4535.504809124661,-4535.504809124661,-4535.5048069396325,-4535.5048069396325,-4535.5048069396325,7.702543047827248e-10,4.776738901108068e-07,2.430179678825084e-06,0.0,6.868437594675925e-06,2.1850282792001963e-06,none,True,"[0.058583544089562296, 0.9414164240939058, 3.1816531927578375e-08]","[[0.5872938303068296, 0.3862665827242607, 0.0264395869689099], [0.16301511260299884, 0.8347181303629039, 0.0022667570340973078], [0.2257029407721231, 1.0007837879975135e-05, 0.774287051389997]]","{""0.06"": 3.3186181365754637, ""0.12"": 5.862142037652772, ""0.24"": 15.203503003495618}","{""80"": 2.6946583192423184, ""40"": 9.856936264067267, ""20"": 39.90958868263127, ""10"": 71.79419082676051}"
approximate_kappa,170,-4535.5048069396325,-4535.5048003864085,-4535.5048003864085,-4535.504798284656,-4535.504798284656,-4535.504798284656,7.423419656760188e-10,4.5576042789304935e-07,2.3046053847508574e-06,0.0,6.553224011440761e-06,2.1017522158217616e-06,none,True,"[0.05858354334724032, 0.9414164248362478, 3.18165119325113e-08]","[[0.5872937656486054, 0.3862666580728946, 0.026439576278500136], [0.163015112919643, 0.8347181327758889, 0.0022667543044680685], [0.2257033467202737, 9.552077452082085e-06, 0.7742871012022743]]","{""0.06"": 3.3186185560071326, ""0.12"": 5.862142561739951, ""0.24"": 15.203504443718124}","{""80"": 2.694657564537679, ""40"": 9.856933959461882, ""20"": 39.909587982317966, ""10"": 71.79419146187091}"
approximate_kappa,171,-4535.504798284656,-4535.504792032165,-4535.504792032165,-4535.504790011128,-4535.504790011128,-4535.504790011128,7.15157932873467e-10,4.348529137848256e-07,2.1858451368927945e-06,0.0,6.252491402847227e-06,2.0210372895235196e-06,none,True,"[0.05858354263210145, 0.9414164255514057, 3.1816492861777643e-08]","[[0.5872937045034626, 0.3862667293852174, 0.02643956611132002], [0.16301511302578303, 0.8347181352685141, 0.0022667517057028234], [0.2257037342437804, 9.11722453829726e-06, 0.7742871485316812]]","{""0.06"": 3.3186189519204836, ""0.12"": 5.862143056614018, ""0.24"": 15.20350581076583}","{""80"": 2.694656846229985, ""40"": 9.856931773616745, ""20"": 39.909587308753245, ""10"": 71.79419204334965}"
approximate_kappa,172,-4535.504790011128,-4535.504784045553,-4535.504784045554,-4535.504782102703,-4535.504782102703,-4535.504782102703,6.887098669139391e-10,4.1490511028576027e-07,2.073507520350404e-06,-9.094947017729282e-13,5.965574928268325e-06,1.9428507584962063e-06,none,True,"[0.058583541943409825, 0.9414164262401156, 3.181647467241965e-08]","[[0.5872936466693803, 0.3862667968897135, 0.026439556440906054], [0.16301511294568538, 0.8347181378229398, 0.002266749231374733], [0.22570410417365533, 8.7023194280115e-06, 0.7742871935069168]]","{""0.06"": 3.3186193257137844, ""0.12"": 5.862143524001285, ""0.24"": 15.203507108527475}","{""80"": 2.694656162516194, ""40"": 9.856929700109225, ""20"": 39.90958666111235, ""10"": 71.79419257549554}"
approximate_kappa,173,-4535.504782102703,-4535.504776410864,-4535.504776410864,-4535.504774543682,-4535.504774543682,-4535.504774543682,6.630019866449288e-10,3.958729104211618e-07,1.967225246701787e-06,0.0,5.691838850907516e-06,1.8671817088034004e-06,none,True,"[0.05858354128042521, 0.9414164269031176, 3.1816457323493094e-08]","[[0.5872935919566549, 0.38626686080115236, 0.026439547242192774], [0.16301511270141736, 0.8347181404231993, 0.00226674687538346], [0.22570445730381428, 8.306446517590338e-06, 0.774287236249668]]","{""0.06"": 3.3186196786973605, ""0.12"": 5.862143965520058, ""0.24"": 15.203508340673164}","{""80"": 2.6946555116859785, ""40"": 9.856927732883978, ""20"": 39.90958603857476, ""10"": 71.79419306225026}"
approximate_kappa,174,-4535.504774543682,-4535.504769113015,-4535.504769113013,-4535.504767319039,-4535.504767319039,-4535.504767319039,6.380354022894608e-10,3.777142391033451e-07,1.8666532533018199e-06,1.8189894035458565e-12,5.4306674428517e-06,1.793973751773592e-06,none,True,"[0.05858354064240623, 0.941416427541153, 3.181644077597178e-08]","[[0.5872935401871112, 0.3862669213214538, 0.02643953849143498], [0.16301511231302296, 0.8347181430550391, 0.0022667446319378035], [0.22570479439270485, 7.928732278486993e-06, 0.7742872768750168]]","{""0.06"": 3.318620012099336, ""0.12"": 5.862144382687732, ""0.24"": 15.203509510668011}","{""80"": 2.694654892116714, ""40"": 9.856925866230725, ""20"": 39.909585440332705, ""10"": 71.79419350726475}"
approximate_kappa,175,-4535.504767319039,-4535.504762137543,-4535.504762137543,-4535.5047604143365,-4535.5047604143365,-4535.5047604143365,6.138092256691152e-10,3.603889591020296e-07,1.771467054823006e-06,0.0,5.181495907891076e-06,1.7232068785233423e-06,none,True,"[0.05858354002861277, 0.9414164281549622, 3.181642499265647e-08]","[[0.5872934911933604, 0.38626697864050463, 0.026439530166135018], [0.16301511179869296, 0.8347181457057676, 0.0022667424955393196], [0.22570511616486202, 7.568343319384963e-06, 0.7742873154918186]]","{""0.06"": 3.3186203270710974, ""0.12"": 5.862144776927367, ""0.24"": 15.203510621784364}","{""80"": 2.694654302268777, ""40"": 9.85692409476367, ""20"": 39.909584865589025, ""10"": 71.79419391390161}"
approximate_kappa,176,-4535.5047604143365,-4535.504755470572,-4535.504755470571,-4535.504753815752,-4535.504753815752,-4535.504753815752,5.903192379363986e-10,3.438587814027833e-07,1.6813621481759355e-06,9.094947017729282e-13,4.943764906784054e-06,1.6548183339182287e-06,none,True,"[0.05858353943830877, 0.9414164287452814, 3.181640993808826e-08]","[[0.5872934448181099, 0.3862670329369173, 0.026439522244972858], [0.16301511117492246, 0.8347181483641105, 0.0022667404609669458], [0.22570542331239768, 7.22448453798218e-06, 0.7742873522030643]]","{""0.06"": 3.318620624692318, ""0.12"": 5.862145149573943, ""0.24"": 15.203511677112772}","{""80"": 2.694653740681078, ""40"": 9.856922413401522, ""20"": 39.909584313556444, ""10"": 71.79419428526245}"
approximate_kappa,177,-4535.504753815752,-4535.504749098803,-4535.504749098804,-4535.504747510012,-4535.504747510012,-4535.504747510012,5.675592218423731e-10,3.2808717974762056e-07,1.596051854235725e-06,-9.094947017729282e-13,4.71694966108771e-06,1.5887917470536195e-06,none,True,"[0.05858353887076378, 0.9414164293128406, 3.181639557846595e-08]","[[0.5872934009135189, 0.3862670843787393, 0.02643951470774169], [0.1630151104566488, 0.8347181510200888, 0.002266738523262298], [0.22570571649643775, 6.896397358234559e-06, 0.7742873871062042]]","{""0.06"": 3.3186209059756604, ""0.12"": 5.862145501880045, ""0.24"": 15.20351267957319}","{""80"": 2.6946532059668815, ""40"": 9.856920817349668, ""20"": 39.9095837834675, ""10"": 71.79419462420167}"
approximate_kappa,178,-4535.504747510012,-4535.504743009465,-4535.504743009463,-4535.504741484419,-4535.504741484419,-4535.504741484419,5.455224050265883e-10,3.1303930915841336e-07,1.5152670513884914e-06,1.8189894035458565e-12,4.500547220231965e-06,1.5250434444169514e-06,none,True,"[0.058583538325255105, 0.941416429858363, 3.1816381881567854e-08]","[[0.5872933593406006, 0.386267133124113, 0.02643950753528655], [0.1630151096573858, 0.8347181536648982, 0.002266736677716029], [0.22570599634848396, 6.583358049076146e-06, 0.774287420293467]]","{""0.06"": 3.3186211718711505, ""0.12"": 5.862145835021223, ""0.24"": 15.203513631924004}","{""80"": 2.6946526968098445, ""40"": 9.856919302082616, ""20"": 39.90958327456535, ""10"": 71.79419493336079}"
approximate_kappa,179,-4535.504741484419,-4535.504737190338,-4535.504737190337,-4535.504735726792,-4535.504735726792,-4535.504735726792,5.241987954818228e-10,2.9868192825457393e-07,1.438754280158605e-06,9.094947017729282e-13,4.294081008993089e-06,1.4635452316724695e-06,none,True,"[0.05858353780106938, 0.9414164303825618, 3.1816368816677004e-08]","[[0.5872933199686604, 0.38626717932189325, 0.026439500709446492], [0.16301510878934433, 0.834718156290801, 0.002266734919854644], [0.22570626347171746, 6.284676120821572e-06, 0.7742874518521616]]","{""0.06"": 3.318621423270275, ""0.12"": 5.862146150101007, ""0.24"": 15.203514536772909}","{""80"": 2.6946522119602787, ""40"": 9.856917863328336, ""20"": 39.909582786112246, ""10"": 71.79419521515929}"
approximate_kappa,180,-4535.504735726792,-4535.504731629699,-4535.5047316297,-4535.504730225454,-4535.504730225454,-4535.504730225454,5.035782901785524e-10,2.849833251863754e-07,1.366275192538069e-06,-9.094947017729282e-13,4.097093551536091e-06,1.4042452676221728e-06,none,True,"[0.05858353729750366, 0.9414164308861401, 3.181635635451001e-08]","[[0.5872932826747689, 0.38626722311223016, 0.026439494213001093], [0.16301510786353746, 0.8347181588910343, 0.0022667332454283226], [0.22570651844225992, 5.9996927956351965e-06, 0.7742874818649444]]","{""0.06"": 3.3186216610097543, ""0.12"": 5.862146448155556, ""0.24"": 15.203515396584615}","{""80"": 2.694651750231614, ""40"": 9.856916497053144, ""20"": 39.909582317384576, ""10"": 71.79419547183812}"
approximate_kappa,181,-4535.504730225454,-4535.50472631631,-4535.504726316311,-4535.5047249692425,-4535.5047249692425,-4535.5047249692425,4.836483435965988e-10,2.7191324701317494e-07,1.2976057988112188e-06,-9.094947017729282e-13,3.9091446524253115e-06,1.3470680642058142e-06,none,True,"[0.05858353681386687, 0.9414164313697885, 3.1816344467149505e-08]","[[0.5872932473432761, 0.38626726462710487, 0.026439488029618777], [0.16301510688989151, 0.8347181614597093, 0.0022667316503992736], [0.22570676181035765, 5.7277795486220216e-06, 0.7742875104100937]]","{""0.06"": 3.318621885875107, ""0.12"": 5.862146730157998, ""0.24"": 15.203516213688948}","{""80"": 2.69465131049708, ""40"": 9.856915199447345, ""20"": 39.90958186767642, ""10"": 71.79419570546658}"
approximate_kappa,182,-4535.5047249692425,-4535.5047212394165,-4535.5047212394165,-4535.504719947425,-4535.504719947425,-4535.504719947425,4.643976314611109e-10,2.594428323634584e-07,1.2325349754149784e-06,0.0,3.7298259485396557e-06,1.291991793550551e-06,none,True,"[0.05858353634948061, 0.9414164318341861, 3.181633312797958e-08]","[[0.5872932138653609, 0.38626730399083087, 0.0264394821438081], [0.16301510587733312, 0.8347181639917364, 0.002266730130930609], [0.22570699410154896, 5.468336716258563e-06, 0.7742875375617349]]","{""0.06"": 3.3186220986039756, ""0.12"": 5.862146997022525, ""0.24"": 15.203516990289584}","{""80"": 2.6946508916865652, ""40"": 9.85691396691237, ""20"": 39.90958143630026, ""10"": 71.79419591793537}"
approximate_kappa,183,-4535.504719947425,-4535.504716388688,-4535.5047163886875,-4535.50471514975,-4535.50471514975,-4535.50471514975,4.4581138780586116e-10,2.475445472241127e-07,1.1708641967089761e-06,9.094947017729282e-13,3.5587363527156413e-06,1.238937329617329e-06,none,True,"[0.0585835359036802, 0.9414164322799975, 3.1816322311624747e-08]","[[0.5872931821385915, 0.3862673413205352, 0.026439476540873325], [0.16301510483387818, 0.8347181664827455, 0.002266728683376124], [0.2257072158177382, 5.2207921690344504e-06, 0.7742875633900927]]","{""0.06"": 3.318622299889158, ""0.12"": 5.862147249607992, ""0.24"": 15.20351772847102}","{""80"": 2.694650492783632, ""40"": 9.856912796048173, ""20"": 39.90958102258694, ""10"": 71.79419611099559}"
approximate_kappa,184,-4535.50471514975,-4535.504711754249,-4535.504711754248,-4535.504710566403,-4535.504710566403,-4535.504710566403,4.2787551279843683e-10,2.3619212370900032e-07,1.1124064140943801e-06,9.094947017729282e-13,3.395501153136138e-06,1.1878446457558312e-06,none,True,"[0.05858353547581501, 0.941416432707873, 3.181631199389123e-08]","[[0.5872931520665399, 0.3862673767265885, 0.026439471206871516], [0.16301510376671127, 0.8347181689290183, 0.002266727304270367], [0.22570742743825808, 4.98460004532545e-06, 0.7742875879616967]]","{""0.06"": 3.3186224903815242, ""0.12"": 5.862147488721674, ""0.24"": 15.203518430204738}","{""80"": 2.6946501128227176, ""40"": 9.856911683641759, ""20"": 39.90958062588289, ""10"": 71.79419628625183}"
approximate_kappa,185,-4535.504710566403,-4535.504707326645,-4535.504707326645,-4535.504706187961,-4535.504706187961,-4535.504706187961,4.105755735395178e-10,2.253605016699558e-07,1.0569855373177006e-06,0.0,3.23975837090984e-06,1.138683728640899e-06,none,True,"[0.05858353506524936, 0.9414164331184486, 3.181630215171163e-08]","[[0.5872931235583999, 0.3862674103130286, 0.026439466128571485], [0.16301510268225272, 0.8347181713274279, 0.0022667259903193047], [0.22570762942086725, 4.759239543655494e-06, 0.7742876113395891]]","{""0.06"": 3.3186226706926685, ""0.12"": 5.862147715122392, ""0.24"": 15.203519097356185}","{""80"": 2.694649750886485, ""40"": 9.856910626656221, ""20"": 39.909580245554345, ""10"": 71.7941964452057}"
approximate_kappa,186,-4535.504706187961,-4535.504703096802,-4535.504703096802,-4535.504702005428,-4535.504702005428,-4535.504702005428,3.9389613792906175e-10,2.1502577301452816e-07,1.0044358766947425e-06,0.0,3.0911596695659682e-06,1.0913736332440749e-06,none,True,"[0.05858353467136269, 0.9414164335123447, 3.1816292763091697e-08]","[[0.5872930965286435, 0.3862674421779404, 0.026439461293416042], [0.16301510158623608, 0.8347181736753723, 0.002266724738391595], [0.22570782220271193, 4.544213770640966e-06, 0.7742876335835175]]","{""0.06"": 3.3186228413974628, ""0.12"": 5.862147929523671, ""0.24"": 15.203519731691033}","{""80"": 2.694649406103307, ""40"": 9.856909622220345, ""20"": 39.90957988098591, ""10"": 71.79419658920085}"
approximate_kappa,187,-4535.504702005428,-4535.504699056046,-4535.504699056044,-4535.504698010172,-4535.504698010172,-4535.504698010172,3.778212187555141e-10,2.051651286048805e-07,9.546008499228265e-07,1.8189894035458565e-12,2.9493821784853935e-06,1.0458716133143753e-06,none,True,"[0.05858353429355019, 0.9414164338901659, 3.181628380706031e-08]","[[0.5872930708967021, 0.38626747241381204, 0.02643945668948596], [0.16301510048376025, 0.8347181759707296, 0.002266723545510248], [0.2257080062012436, 4.339048642036086e-06, 0.7742876547501144]]","{""0.06"": 3.3186230030363215, ""0.12"": 5.862148132596552, ""0.24"": 15.203520334880414}","{""80"": 2.694649077644909, ""40"": 9.856908667619495, ""20"": 39.9095795315806, ""10"": 71.7941967195077}"
approximate_kappa,188,-4535.504698010172,-4535.504695196066,-4535.504695196066,-4535.504694193953,-4535.504694193953,-4535.504694193953,3.6233605005264735e-10,1.9575680761663619e-07,9.073333178122311e-07,0.0,2.8141066650277935e-06,1.0021130947279744e-06,none,True,"[0.05858353393122275, 0.941416434252502, 3.181627526362118e-08]","[[0.587293046586652, 0.3862675011078815, 0.02643945230546631], [0.16301509937935346, 0.8347181782118018, 0.0022667224088447407], [0.22570818181509833, 4.1432918344194495e-06, 0.7742876748930672]]","{""0.06"": 3.318623156117442, ""0.12"": 5.862148324972335, ""0.24"": 15.203520908506361}","{""80"": 2.694648764724118, ""40"": 9.856907760286177, ""20"": 39.90957919675699, ""10"": 71.79419683728216}"
approximate_kappa,189,-4535.504694193953,-4535.50469150891,-4535.50469150891,-4535.504690548857,-4535.504690548857,-4535.504690548857,3.4742353438588225e-10,1.867800492426525e-07,8.624945220248037e-07,0.0,2.6850430003833026e-06,9.600526027497835e-07,none,True,"[0.05858353358380726, 0.9414164345999255, 3.1816267113707186e-08]","[[0.5872930235269295, 0.38626752834245615, 0.02643944813061425], [0.16301509827701555, 0.834718180397281, 0.0022667213257035216], [0.2257083494249301, 3.956511785176797e-06, 0.7742876940632846]]","{""0.06"": 3.3186233011188095, ""0.12"": 5.862148507244977, ""0.24"": 15.203521454066838}","{""80"": 2.69464846659275, ""40"": 9.856906897791655, ""20"": 39.90957887595486, ""10"": 71.79419694358408}"
approximate_kappa,190,-4535.504690548857,-4535.504687986958,-4535.504687986958,-4535.504687067329,-4535.504687067329,-4535.504687067329,3.3306846169978144e-10,1.7821504663194375e-07,8.199534171637879e-07,0.0,2.5618992367526516e-06,9.19629201234784e-07,none,True,"[0.05858353325074682, 0.941416434932994, 3.181625933913695e-08]","[[0.5872930016500777, 0.38626755419519343, 0.026439444154728868], [0.1630150971802751, 0.834718182526198, 0.0022667202935269842], [0.22570850939421694, 3.7782967385448532e-06, 0.7742877123090445]]","{""0.06"": 3.3186234384901034, ""0.12"": 5.862148679973474, ""0.24"": 15.203521972980663}","{""80"": 2.694648182539602, ""40"": 9.856906077838238, ""20"": 39.90957856862957, ""10"": 71.79419703939315}"
approximate_kappa,191,-4535.504687067329,-4535.504684622925,-4535.504684622925,-4535.504683742127,-4535.504683742127,-4535.504683742127,3.1925351251516076e-10,1.7004290295968626e-07,7.79586816435085e-07,0.0,2.4444034352200106e-06,8.807983249425888e-07,none,True,"[0.05858353293150049, 0.9414164352522475, 3.1816251922573135e-08]","[[0.5872929808924817, 0.38626757873939527, 0.026439440368123082], [0.16301509609222783, 0.8347181845978913, 0.002266719309880809], [0.22570866207003132, 3.608253835585167e-06, 0.7742877296761331]]","{""0.06"": 3.3186235686544574, ""0.12"": 5.8621488436840385, ""0.24"": 15.203522466591421}","{""80"": 2.694647911888563, ""40"": 9.856905298251421, ""20"": 39.90957827425557, ""10"": 71.79419712561125}"
approximate_kappa,192,-4535.504683742127,-4535.504681409826,-4535.504681409825,-4535.504680566336,-4535.504680566336,-4535.504680566336,3.059642539327001e-10,1.6224558952889076e-07,7.412780913540473e-07,9.094947017729282e-13,2.332300937268883e-06,8.434890332864597e-07,none,True,"[0.05858353262554335, 0.9414164355582118, 3.181624484748312e-08]","[[0.5872929611941483, 0.38626760204425653, 0.02643943676159522], [0.16301509501557646, 0.8347181866119741, 0.0022667183724495244], [0.22570880778377075, 3.446008246056276e-06, 0.7742877462079832]]","{""0.06"": 3.3186236920101493, ""0.12"": 5.86214899887215, ""0.24"": 15.203522936172371}","{""80"": 2.6946476539968107, ""40"": 9.85690455697333, ""20"": 39.909577992323584, ""10"": 71.79419720306699}"
approximate_kappa,193,-4535.504680566336,-4535.504678340995,-4535.504678340994,-4535.504677533326,-4535.504677533326,-4535.504677533326,2.9318358851782023e-10,1.548059058086555e-07,7.049174719497842e-07,9.094947017729282e-13,2.2253407223615795e-06,8.07668584457133e-07,none,True,"[0.05858353233236659, 0.9414164358513953, 3.1816238098101386e-08]","[[0.587292942498482, 0.38626762417511273, 0.02643943332640534], [0.16301509395267, 0.8347181885682993, 0.002266717479030658], [0.2257089468518529, 3.2912023402476207e-06, 0.7742877619458068]]","{""0.06"": 3.318623808932132, ""0.12"": 5.862149146004518, ""0.24"": 15.203523382929754}","{""80"": 2.6946474082531164, ""40"": 9.856903852055858, ""20"": 39.90957772234271, ""10"": 71.79419727251803}"
approximate_kappa,194,-4535.504677533326,-4535.5046754100385,-4535.504675410038,-4535.504674636763,-4535.504674636763,-4535.504674636763,2.808959731481764e-10,1.4770744131905367e-07,6.704014072766995e-07,9.094947017729282e-13,2.123287231370341e-06,7.732742233201861e-07,none,True,"[0.05858353205147719, 0.9414164361322913, 3.1816231659393453e-08]","[[0.5872929247520807, 0.38626764519366874, 0.026439430054250364], [0.16301509290553476, 0.8347181904669363, 0.002266716627528939], [0.2257090795763973, 3.143494898928567e-06, 0.7742877769287039]]","{""0.06"": 3.318623919773477, ""0.12"": 5.862149285520647, ""0.24"": 15.203523808006466}","{""80"": 2.694647174076237, ""40"": 9.85690318165445, ""20"": 39.90957746383763, ""10"": 71.79419733466483}"
approximate_kappa,195,-4535.504674636763,-4535.5046726108485,-4535.504672610847,-4535.504671870585,-4535.504671870585,-4535.504671870585,2.6908553163451643e-10,1.4093453927689447e-07,6.376320786927181e-07,1.8189894035458565e-12,2.025914909609128e-06,7.402613846352324e-07,none,True,"[0.05858353178239775, 0.9414164364013768, 3.1816225517021924e-08]","[[0.5872929079045432, 0.38626766515821565, 0.026439426937241054], [0.1630150918759062, 0.8347181923081428, 0.002266715815950973], [0.2257092062458604, 3.0025603596516726e-06, 0.7742877911937799]]","{""0.06"": 3.3186240248667276, ""0.12"": 5.862149417834764, ""0.24"": 15.203524212486077}","{""80"": 2.6946469509134046, ""40"": 9.856902544022372, ""20"": 39.909577216348566, ""10"": 71.7941973901483}"
approximate_kappa,196,-4535.504671870585,-4535.504669937574,-4535.504669937574,-4535.504669228995,-4535.504669228995,-4535.504669228995,2.577368318767981e-10,1.344722619200042e-07,6.065169344537935e-07,0.0,1.933010935317725e-06,7.085791366989724e-07,none,True,"[0.05858353152466649, 0.9414164366591137, 3.181621965731388e-08]","[[0.5872928919082991, 0.38626768412381984, 0.026439423967880852], [0.16301509086525626, 0.8347181940923437, 0.0022667150424000733], [0.22570932713564656, 2.8680880977316684e-06, 0.7742878047762557]]","{""0.06"": 3.3186241245251717, ""0.12"": 5.86214954333723, ""0.24"": 15.203524597395907}","{""80"": 2.6946467382388604, ""40"": 9.856901937505437, ""20"": 39.909576979433446, ""10"": 71.7941974395613}"
approximate_kappa,197,-4535.504669228995,-4535.504667384627,-4535.504667384626,-4535.504666706441,-4535.504666706441,-4535.504666706441,2.468354409757012e-10,1.2830635743215556e-07,5.769688993240152e-07,9.094947017729282e-13,1.8443679437041283e-06,6.781856427551247e-07,none,True,"[0.05858353127783674, 0.9414164369059491, 3.1816214067229826e-08]","[[0.5872928767184277, 0.3862677021425266, 0.026439421139045766], [0.16301508987482077, 0.8347181958201079, 0.0022667143050714806], [0.22570944250869845, 2.739781740299513e-06, 0.7742878177095611]]","{""0.06"": 3.318624219044019, ""0.12"": 5.862149662395943, ""0.24"": 15.203524963709688}","{""80"": 2.6946465355525193, ""40"": 9.856901360536538, ""20"": 39.90957675266361, ""10"": 71.79419748344404}"
approximate_kappa,198,-4535.504666706441,-4535.50466494665,-4535.504664946649,-4535.504664297625,-4535.504664297625,-4535.504664297625,2.363651496750663e-10,1.2242322839459482e-07,5.489057404162168e-07,9.094947017729282e-13,1.7597903934074566e-06,6.490245141321793e-07,none,True,"[0.05858353104147688, 0.9414164371423143, 3.1816208734334187e-08]","[[0.5872928622925085, 0.3862677192635264, 0.026439418443965114], [0.16301508890562164, 0.8347181974921305, 0.002266713602247824], [0.225709552616051, 2.617358511904918e-06, 0.774287830025437]]","{""0.06"": 3.3186243087015015, ""0.12"": 5.862149775357876, ""0.24"": 15.203525312351267}","{""80"": 2.6946463423786557, ""40"": 9.856900811630798, ""20"": 39.909576535629526, ""10"": 71.79419752229093}"
