iteration,log_likelihood
0,-5978.304503939444
1,-4658.506863315947
2,-4517.139279782496
3,-4488.739752704245
4,-4476.409249242269
5,-4468.6663139024195
6,-4462.627488296863
7,-4457.0760302357185
8,-4451.494969641705
9,-4445.757052584032
10,-4439.9200070886045
11,-4434.179023614651
12,-4428.791833503074
13,-4423.839245423219
14,-4419.323004634043
15,-4415.591341621043
16,-4412.954768263961
17,-4411.214487773989
18,-4410.044797033896
19,-4409.227660583567
20,-4408.638522600008
21,-4408.204909100969
22,-4407.881748412655
23,-4407.639019994687
24,-4407.455691326393
25,-4407.316579406651
26,-4407.2105588245595
27,-4407.129412550968
28,-4407.06704362767
29,-4407.01890800081
30,-4406.981604365248
31,-4406.952575571684
32,-4406.929890149438
33,-4406.912082787915
34,-4406.898037876196
35,-4406.886902975586
36,-4406.878024815993
37,-4406.8709013907555
38,-4406.865146193129
39,-4406.860461062409
40,-4406.85661556481
41,-4406.853431631354
42,-4406.850771133007
43,-4406.848527007851
44,-4406.846616083409
45,-4406.844973722567
46,-4406.843549433548
47,-4406.84230382765
48,-4406.841206028613
49,-4406.840231711356
50,-4406.8393616584335
51,-4406.8385805809785
52,-4406.837876217798
53,-4406.837238642025
54,-4406.836659751006
55,-4406.836132879832
56,-4406.835652443047
57,-4406.835213737582
58,-4406.834812724636
59,-4406.834445907853
60,-4406.834110246196
61,-4406.833803017347
62,-4406.833521833396
63,-4406.8332645080545
64,-4406.833029056227
65,-4406.832813708083
66,-4406.83261681337
67,-4406.832436875868
68,-4406.832272511772
69,-4406.832122442071
70,-4406.8319855039235
71,-4406.831860596432
72,-4406.831746731105
73,-4406.831642979299
74,-4406.831548484101
75,-4406.831462472394
76,-4406.831384217361
77,-4406.831313046503
78,-4406.831248349398
79,-4406.8311895646175
80,-4406.831136162488
81,-4406.831087681163
82,-4406.831043680788
83,-4406.831003762072
84,-4406.830967555145
85,-4406.830934729672
86,-4406.830904971899
87,-4406.830878012195
88,-4406.830853587001
89,-4406.830831470293
90,-4406.830811445286
91,-4406.830793318691
92,-4406.830776916737
93,-4406.830762074347
94,-4406.830748648404
95,-4406.830736508048
96,-4406.830725528189
97,-4406.830715602098
98,-4406.830706630084
99,-4406.830698521128
100,-4406.830691192432
101,-4406.830684573767
102,-4406.830678594435
103,-4406.83067319376
104,-4406.830668315359
105,-4406.83066391123
106,-4406.830659934199
107,-4406.830656343698
108,-4406.830653101987
109,-4406.83065017553
110,-4406.830647534162
111,-4406.830645149894
112,-4406.830642998254
113,-4406.8306410569
114,-4406.830639304409
115,-4406.830637723742
116,-4406.830636298562
117,-4406.830635012848
118,-4406.830633852575
119,-4406.8306328057915
120,-4406.83063186166
