iteration,log_likelihood
1,-6084.2232990829225
2,-4795.124637894211
3,-4585.493810861717
4,-4526.144638752451
5,-4489.939493720032
6,-4456.208322198665
7,-4425.187722488586
8,-4393.108251152093
9,-4351.792440473341
10,-4294.67292463805
11,-4227.755538393812
12,-4172.5265103540305
13,-4140.1639107898945
14,-4125.173303661831
15,-4118.951284474665
16,-4116.210697345393
17,-4114.795528700754
18,-4113.93128438543
19,-4113.333261966227
20,-4112.886634850822
21,-4112.538386985643
22,-4112.260046927168
23,-4112.034145312708
24,-4111.848878022558
25,-4111.695756952078
26,-4111.568434828374
27,-4111.462041561285
28,-4111.3727716881895
29,-4111.297609989066
30,-4111.234140487564
31,-4111.18040923227
32,-4111.13482338632
33,-4111.096075632375
34,-4111.063086660172
35,-4111.034960825457
36,-4111.010951563404
37,-4110.990434132146
38,-4110.9728839354875
39,-4110.9578591411755
40,-4110.944986640487
41,-4110.933950630616
42,-4110.924483273508
43,-4110.916357011053
44,-4110.909378211108
45,-4110.903381890078
46,-4110.898227311161
47,-4110.893794300048
48,-4110.889980150465
49,-4110.886697017833
50,-4110.883869718361
51,-4110.881433866208
52,-4110.879334293924
53,-4110.877523710575
54,-4110.875961560182
55,-4110.874613049402
56,-4110.873448318313
57,-4110.872441732635
58,-4110.871571279112
59,-4110.870818048615
60,-4110.870165793986
61,-4110.86960055154
62,-4110.869110317068
63,-4110.868684768128
64,-4110.868315026217
65,-4110.867993452747
66,-4110.867713474148
67,-4110.867469431847
68,-4110.867256453536
69,-4110.8670703427
70,-4110.866907483798
71,-4110.8667647608045
72,-4110.866639487354
73,-4110.866529346624
74,-4110.866432339842
75,-4110.866346741821
76,-4110.8662710630215
77,-4110.866204016691
78,-4110.866144490785
79,-4110.86609152375
80,-4110.866044283697
81,-4110.86600205051
82,-4110.865964200472
83,-4110.86593019295
84,-4110.865899559069
85,-4110.86587189181
86,-4110.865846837639
87,-4110.865824089154
88,-4110.865803378889
89,-4110.865784473841
90,-4110.86576717085
91,-4110.865751292568
92,-4110.865736684032
93,-4110.865723209631
94,-4110.865710750555
95,-4110.865699202582
96,-4110.865688474121
97,-4110.865678484588
98,-4110.865669162962
99,-4110.865660446538
100,-4110.865652279859
101,-4110.865644613777
102,-4110.865637404695
103,-4110.865630613814
104,-4110.865624206558
105,-4110.865618152044
106,-4110.865612422643
107,-4110.865606993566
108,-4110.8656018425345
109,-4110.865596949449
110,-4110.865592296199
111,-4110.865587866357
112,-4110.865583645049
113,-4110.865579618717
114,-4110.865575775054
115,-4110.865572102755
116,-4110.865568591517
117,-4110.865565231867
118,-4110.8655620151
119,-4110.8655589332175
120,-4110.865555978767
121,-4110.865553144925
122,-4110.8655504253275
123,-4110.865547814081
124,-4110.8655453056845
125,-4110.8655428950215
126,-4110.865540577312
127,-4110.865538348084
128,-4110.865536203157
129,-4110.865534138597
130,-4110.865532150731
131,-4110.865530236065
132,-4110.865528391341
133,-4110.865526613491
134,-4110.865524899593
135,-4110.865523246905
136,-4110.865521652816
137,-4110.865520114869
138,-4110.865518630749
139,-4110.865517198222
140,-4110.865515815196
141,-4110.865514479667
142,-4110.865513189744
143,-4110.865511943621
144,-4110.865510739581
145,-4110.8655095759705
146,-4110.865508451243
147,-4110.865507363903
148,-4110.8655063125325
149,-4110.865505295766
150,-4110.865504312306
