iteration,log_likelihood
1,-5993.713158164098
2,-4713.176634580991
3,-4584.374719209461
4,-4560.459125092574
5,-4550.54653779323
6,-4544.551292816036
7,-4540.483107755143
8,-4537.6075956957775
9,-4535.512445572699
10,-4533.913970270511
11,-4532.6149023475255
12,-4531.483713378181
13,-4530.435250350003
14,-4529.415306927478
15,-4528.3900358910105
16,-4527.3390713863255
17,-4526.250816899359
18,-4525.118377901906
19,-4523.934833810395
20,-4522.687345993963
21,-4521.351598590354
22,-4519.891989625594
23,-4518.277990564407
24,-4516.519898548327
25,-4514.6878176149185
26,-4512.868426963674
27,-4511.106645987379
28,-4509.40065458975
29,-4507.729122801755
30,-4506.0718312163
31,-4504.415096169027
32,-4502.743808695006
33,-4501.024317973747
34,-4499.194912891875
35,-4497.208978448937
36,-4495.169605948829
37,-4493.368355747242
38,-4492.000734977658
39,-4491.019319237915
40,-4490.2929007314515
41,-4489.716961447644
42,-4489.2275566766375
43,-4488.788878751071
44,-4488.382726609138
45,-4488.003440133548
46,-4487.655170030857
47,-4487.347091111646
48,-4487.085549946302
49,-4486.868715589234
50,-4486.6884307932005
51,-4486.535549450892
52,-4486.403167970283
53,-4486.286942850907
54,-4486.184245166675
55,-4486.093356094611
56,-4486.012991060209
57,-4485.942073597749
58,-4485.879641885564
59,-4485.824814251959
60,-4485.7767777528
61,-4485.73478457121
62,-4485.698150373914
63,-4485.666252608046
64,-4485.638528192081
65,-4485.614470576995
66,-4485.593626317182
67,-4485.5755913221
68,-4485.560006946695
69,-4485.546556051196
70,-4485.534959132037
71,-4485.524970599025
72,-4485.5163752511025
73,-4485.5089849842825
74,-4485.5026357503875
75,-4485.4971847736915
76,-4485.492508023869
77,-4485.488497937378
78,-4485.485061375094
79,-4485.482117801294
80,-4485.479597667325
81,-4485.47744098283
82,-4485.475596057302
83,-4485.4740183950635
84,-4485.472669727924
85,-4485.471517170322
86,-4485.47053248325
87,-4485.469691434229
88,-4485.468973241797
89,-4485.468360094257
90,-4485.4678367332335
91,-4485.467390093951
92,-4485.4670089947695
93,-4485.466683869641
94,-4485.4664065377065
95,-4485.466170005095
96,-4485.465968294583
97,-4485.465796299262
98,-4485.465649656997
99,-4485.465524642685
100,-4485.465418075967
101,-4485.465327242091
102,-4485.465249824234
103,-4485.465183845466
104,-4485.465127619191
105,-4485.465079706704
106,-4485.4650388809505
107,-4485.465004095465
108,-4485.46497445796
109,-4485.464949207657
110,-4485.464927695972
111,-4485.464909370017
112,-4485.464893758541
113,-4485.464880459872
114,-4485.4648691316925
115,-4485.464859482286
116,-4485.464851263073
117,-4485.4648442622165
118,-4485.4648382992555
119,-4485.464833220399
120,-4485.46482889464
121,-4485.46482521038
122,-4485.464822072517
123,-4485.4648194000665
124,-4485.464817124009
125,-4485.4648151855745
126,-4485.464813534712
127,-4485.464812128756
128,-4485.464810931397
129,-4485.464809911681
130,-4485.464809043269
