from_state,sensory,prior,lapse
sensory,0.9547143637159808,0.016629054225387907,0.028656582058631298
prior,0.027974418464593524,0.971519777819049,0.0005058037163575795
lapse,0.9633385582485764,1.1119349400618259e-08,0.0366614306320742
