from_state,sensory,prior,lapse
sensory,0.3266963862815365,0.6675295482826963,0.0057740654357673555
prior,0.258286853523493,0.7404421182413228,0.0012710282351840753
lapse,0.40492691966170846,2.3591164689953545e-07,0.5950728444266447
