iteration,log_likelihood
1,-6460.597053704879
2,-5026.543480267879
3,-4818.042285604493
4,-4780.123619692926
5,-4756.106716436124
6,-4736.473980855288
7,-4720.012761261275
8,-4706.196513373685
9,-4694.65161796893
10,-4685.061922223713
11,-4677.142854373789
12,-4670.636498973172
13,-4665.312499299932
14,-4660.969255388544
15,-4657.433753758738
16,-4654.559933921672
17,-4652.22605062669
18,-4650.331569800192
19,-4648.794017757708
20,-4647.546041789262
21,-4646.532806126779
22,-4645.70975866805
23,-4645.04075442902
24,-4644.496498900231
25,-4644.053267202959
26,-4643.691855620449
27,-4643.396726253076
28,-4643.155310845949
29,-4642.957445122979
30,-4642.794909756474
31,-4642.661058257579
32,-4642.550515588201
33,-4642.458934230246
34,-4642.382796878254
35,-4642.3192569257935
36,-4642.26600956004
37,-4642.221187626899
38,-4642.183277529402
39,-4642.1510513194435
40,-4642.123511873224
41,-4642.0998486340395
42,-4642.079401887678
43,-4642.061633925634
44,-4642.0461057676575
45,-4642.032458370262
46,-4642.020397455242
47,-4642.009681258715
48,-4642.000110636311
49,-4641.991521069442
50,-4641.983776205079
51,-4641.976762632785
52,-4641.970385660265
53,-4641.964565894086
54,-4641.959236470966
55,-4641.954340813436
56,-4641.949830809428
57,-4641.945665333877
58,-4641.94180904681
59,-4641.938231414856
60,-4641.934905913348
61,-4641.931809374571
62,-4641.928921454309
63,-4641.926224194423
64,-4641.923701662931
65,-4641.921339657249
66,-4641.919125458847
67,-4641.917047629448
68,-4641.915095841313
69,-4641.913260735359
70,-4641.911533801785
71,-4641.90990727955
72,-4641.908374070965
73,-4641.906927668868
74,-4641.905562094434
75,-4641.904271843312
76,-4641.903051839207
77,-4641.901897393286
78,-4641.900804168707
79,-4641.899768149311
80,-4641.898785612066
81,-4641.89785310232
82,-4641.896967411958
83,-4641.896125559504
84,-4641.895324772463
85,-4641.89456247116
86,-4641.893836254104
87,-4641.893143884701
88,-4641.8924832791
89,-4641.891852494995
90,-4641.891249721456
91,-4641.890673269522
92,-4641.890121563464
93,-4641.889593132895
94,-4641.889086605279
95,-4641.888600699126
96,-4641.888134217713
97,-4641.887686043088
98,-4641.887255130744
99,-4641.886840504492
100,-4641.886441251821
101,-4641.886056519475
102,-4641.88568550939
103,-4641.885327475029
104,-4641.884981717745
105,-4641.884647583557
106,-4641.884324460203
107,-4641.884011774164
108,-4641.8837089881445
109,-4641.8834155985915
110,-4641.883131133385
111,-4641.882855149785
112,-4641.882587232373
113,-4641.882326991318
114,-4641.88207406054
115,-4641.881828096221
116,-4641.881588775284
117,-4641.8813557939775
118,-4641.881128866637
119,-4641.880907724488
120,-4641.880692114504
121,-4641.88048179837
122,-4641.8802765515275
123,-4641.880076162265
124,-4641.879880430891
125,-4641.879689168948
126,-4641.879502198486
127,-4641.879319351371
128,-4641.879140468697
129,-4641.878965400126
130,-4641.878794003402
131,-4641.878626143796
132,-4641.878461693709
133,-4641.8783005321
134,-4641.878142544213
135,-4641.877987621079
136,-4641.877835659232
137,-4641.877686560334
138,-4641.877540230834
139,-4641.877396581788
140,-4641.877255528479
141,-4641.8771169901565
142,-4641.876980889922
143,-4641.876847154375
144,-4641.876715713482
145,-4641.876586500326
146,-4641.876459450985
147,-4641.876334504342
148,-4641.8762116019025
149,-4641.8760906877105
150,-4641.875971708095
151,-4641.875854611693
152,-4641.875739349178
153,-4641.875625873266
154,-4641.875514138558
155,-4641.875404101399
156,-4641.875295719901
157,-4641.875188953705
158,-4641.875083764039
159,-4641.874980113541
160,-4641.874877966244
161,-4641.874777287478
162,-4641.874678043833
163,-4641.874580203055
164,-4641.874483734054
165,-4641.874388606761
166,-4641.874294792197
167,-4641.8742022623
168,-4641.874110989992
169,-4641.874020949021
170,-4641.873932114059
171,-4641.8738444605115
172,-4641.873757964626
173,-4641.873672603361
174,-4641.873588354397
175,-4641.87350519609
176,-4641.87342310745
177,-4641.873342068137
178,-4641.87326205837
179,-4641.873183058979
180,-4641.873105051338
181,-4641.873028017354
182,-4641.87295193944
183,-4641.872876800501
184,-4641.872802583941
185,-4641.872729273591
186,-4641.872656853725
187,-4641.8725853090455
188,-4641.872514624696
189,-4641.872444786136
190,-4641.87237577928
191,-4641.872307590362
192,-4641.872240206
193,-4641.872173613136
194,-4641.872107799049
195,-4641.872042751337
196,-4641.871978457895
197,-4641.871914906929
198,-4641.871852086936
199,-4641.871789986676
200,-4641.871728595197
201,-4641.871667901799
202,-4641.871607896035
203,-4641.871548567709
204,-4641.871489906884
205,-4641.871431903799
206,-4641.87137454896
207,-4641.871317833089
208,-4641.87126174712
209,-4641.871206282149
210,-4641.8711514295355
211,-4641.871097180788
212,-4641.871043527633
213,-4641.870990461919
214,-4641.870937975758
215,-4641.870886061399
216,-4641.8708347112015
217,-4641.870783917773
218,-4641.870733673833
219,-4641.8706839722645
220,-4641.870634806097
221,-4641.870586168525
222,-4641.8705380528545
223,-4641.870490452555
224,-4641.870443361205
225,-4641.87039677253
226,-4641.870350680398
227,-4641.870305078777
228,-4641.870259961781
229,-4641.870215323589
230,-4641.870171158559
231,-4641.870127461114
232,-4641.870084225796
233,-4641.870041447301
234,-4641.869999120345
235,-4641.869957239818
236,-4641.869915800662
237,-4641.869874797947
238,-4641.869834226827
239,-4641.869794082493
240,-4641.869754360327
241,-4641.869715055709
242,-4641.86967616416
243,-4641.869637681247
244,-4641.869599602634
245,-4641.869561924066
246,-4641.8695246413445
247,-4641.869487750387
248,-4641.869451247122
249,-4641.869415127603
250,-4641.8693793879365
251,-4641.869344024274
252,-4641.869309032877
253,-4641.869274410011
254,-4641.86924015206
255,-4641.86920625543
256,-4641.8691727166115
257,-4641.869139532152
258,-4641.86910669862
259,-4641.869074212708
260,-4641.869042071077
261,-4641.869010270491
262,-4641.86897880775
263,-4641.8689476797435
264,-4641.868916883333
265,-4641.868886415495
266,-4641.8688562732195
267,-4641.868826453534
268,-4641.868796953547
269,-4641.868767770346
270,-4641.868738901121
271,-4641.868710343075
272,-4641.868682093451
273,-4641.868654149534
274,-4641.868626508628
275,-4641.868599168106
276,-4641.868572125361
277,-4641.868545377792
278,-4641.86851892286
279,-4641.868492758074
280,-4641.868466880922
281,-4641.868441288976
282,-4641.868415979783
283,-4641.868390950982
284,-4641.868366200207
285,-4641.868341725086
286,-4641.86831752334
287,-4641.868293592643
288,-4641.868269930739
289,-4641.868246535405
290,-4641.868223404406
291,-4641.868200535545
292,-4641.868177926668
293,-4641.8681555755875
294,-4641.868133480201
295,-4641.868111638357
296,-4641.868090047986
297,-4641.868068707007
298,-4641.868047613345
299,-4641.868026764969
300,-4641.868006159846
