iteration,log_likelihood
1,-7829.007340109599
2,-7524.32945263172
3,-7460.577555334264
4,-7416.8610107447375
5,-7385.064671905819
6,-7370.400849676336
7,-7361.549442621852
8,-7355.646245393568
9,-7351.379580403063
10,-7348.117148783941
11,-7345.469020727976
12,-7343.136990008631
13,-7340.89881332041
14,-7338.79167865475
15,-7337.108841160669
16,-7335.858977192502
17,-7334.889256489867
18,-7334.105838877065
19,-7333.457864436473
20,-7332.913848295124
21,-7332.452143797819
22,-7332.05694991024
23,-7331.71632804431
24,-7331.421048768685
25,-7331.16384847839
26,-7330.938922131707
27,-7330.741565933793
28,-7330.567920544558
29,-7330.414783686693
30,-7330.279471529652
31,-7330.159714802995
32,-7330.053579915367
33,-7329.95940827148
34,-7329.875768976602
35,-7329.801421500072
36,-7329.735285833329
37,-7329.6764183551395
38,-7329.623992095777
39,-7329.577280433222
40,-7329.535643499043
41,-7329.498516748862
42,-7329.4654012811425
43,-7329.435855582958
44,-7329.409488451814
45,-7329.38595289535
46,-7329.364940850677
47,-7329.346178595769
48,-7329.32942274883
49,-7329.314456770235
50,-7329.301087896061
51,-7329.289144444016
52,-7329.278473441912
53,-7329.268938536479
54,-7329.26041814657
55,-7329.2528038300325
56,-7329.245998837777
57,-7329.239916832267
58,-7329.2344807506515
59,-7329.2296217953435
60,-7329.225278537122
61,-7329.221396117689
62,-7329.217925540174
63,-7329.214823037601
64,-7329.212049510476
65,-7329.209570025691
66,-7329.207353369898
67,-7329.205371651321
68,-7329.203599944593
69,-7329.202015973961
70,-7329.200599830522
71,-7329.199333719924
72,-7329.198201737103
73,-7329.19718966514
74,-7329.196284795679
75,-7329.195475768505
76,-7329.1947524282605
77,-7329.194105696461
78,-7329.193527457111
79,-7329.193010454552
80,-7329.192548202149
81,-7329.19213490069
82,-7329.1917653654855
83,-7329.191434961181
84,-7329.1911395435145
85,-7329.190875407267
86,-7329.190639239712
87,-7329.190428079026
88,-7329.190239277086
89,-7329.19007046626
90,-7329.189919529658
91,-7329.1897845745825
92,-7329.189663908783
93,-7329.189556019216
94,-7329.189459553055
95,-7329.189373300747
96,-7329.189296180808
97,-7329.189227226279
98,-7329.189165572588
99,-7329.1891104467095
100,-7329.189061157476
101,-7329.189017086903
102,-7329.188977682437
103,-7329.188942450035
104,-7329.188910947956
105,-7329.188882781243
106,-7329.188857596754
107,-7329.188835078728
108,-7329.188814944851
109,-7329.188796942693
110,-7329.1887808465535
111,-7329.1887664546275
112,-7329.188753586473
113,-7329.188742080761
114,-7329.188731793236
115,-7329.188722594924
116,-7329.188714370503
117,-7329.188707016853
118,-7329.188700441786
119,-7329.188694562864
120,-7329.188689306383
121,-7329.188684606444
122,-7329.188680404118
123,-7329.18867664672
124,-7329.188673287143
125,-7329.188670283266
126,-7329.188667597431
127,-7329.188665195962
128,-7329.188663048752
129,-7329.188661128884
130,-7329.188659412283
131,-7329.1886578774265
132,-7329.188656505082
133,-7329.1886552780325
134,-7329.1886541809
135,-7329.188653199929
