cv_group_id,cv_fold,subject_id,prior_std,n_trials,log_likelihood,ll_per_trial
s10_session004_run017,3,10,20,204,-56.833559802383505,-0.27859588138423286
s10_session004_run018,1,10,80,226,-339.50421665899574,-1.502231047163698
s10_session004_run019,3,10,40,202,-186.46814502542657,-0.9231096288387454
s10_session005_run020,4,10,20,204,-61.505673463963355,-0.3014983993331537
s10_session005_run021,2,10,10,221,-90.17650770177103,-0.4080384963881042
s10_session005_run022,2,10,80,226,-317.1438090834267,-1.4032911906346313
s10_session005_run023,3,10,80,226,-300.1334195635891,-1.3280239803698632
s10_session005_run024,1,10,40,202,-123.01818738699696,-0.6090009276584007
s10_session006_run025,1,10,10,221,4.349226412541861,0.01967975752281385
s10_session006_run026,1,10,80,226,-359.7410710406972,-1.5917746506225539
s10_session006_run027,4,10,80,226,-318.6113087724673,-1.4097845520905632
s10_session006_run028,1,10,20,204,-2.295710558355806,-0.011253483129195128
s10_session006_run029,3,10,40,202,-150.0430473712284,-0.7427873632239029
s11_session001_run001,3,11,10,221,-27.608365173614967,-0.12492472929237541
s11_session001_run002,4,11,80,226,-298.4058503545823,-1.3203798688255854
s11_session001_run003,1,11,20,204,-162.76193149082428,-0.7978526053471778
s11_session001_run004,4,11,40,202,-333.3051673061982,-1.6500255807237534
s11_session001_run005,4,11,80,226,-305.3780812631821,-1.3512304480671773
s11_session002_run006,3,11,80,226,-265.27633868518564,-1.1737891092264852
s11_session002_run007,1,11,20,204,-144.82638832532174,-0.7099332761045184
s11_session002_run008,4,11,40,202,-255.01974972089184,-1.2624740085192665
s11_session002_run009,4,11,10,221,-34.53383282067023,-0.1562616869713585
s11_session002_run010,4,11,80,226,-246.89584925610808,-1.0924595099827792
s11_session003_run011,3,11,80,226,-213.6328101099904,-0.9452779208406655
s11_session003_run012,2,11,40,202,-210.93944952305242,-1.0442547006091705
s11_session003_run013,1,11,80,226,-234.83116202848407,-1.039075938179133
s11_session003_run014,2,11,10,221,-83.8383664658502,-0.3793591242798652
s11_session003_run015,2,11,20,204,-148.71127787617246,-0.7289768523341787
s11_session004_run016,1,11,80,226,-233.5429945562885,-1.0333760821074713
s11_session004_run017,3,11,20,204,-96.70662638114818,-0.47405209010366756
s11_session004_run018,1,11,10,221,-20.20886083636187,-0.0914428092143071
s11_session004_run019,2,11,40,202,-202.83895942643423,-1.0041532644872981
s11_session004_run020,3,11,80,226,-242.43700469639427,-1.0727301092760808
s11_session005_run021,3,11,40,202,-197.78910546460494,-0.9791539874485393
s11_session005_run022,2,11,80,226,-254.90904805486525,-1.127916141835687
s11_session005_run023,1,11,10,221,-102.78666068673603,-0.4650980121571766
s11_session005_run024,1,11,80,226,-253.34433926550415,-1.120992651617275
s11_session005_run025,4,11,20,204,-114.27887260933443,-0.5601905520065413
s11_session006_run026,4,11,10,221,-23.464043426876117,-0.10617214220305936
s11_session006_run027,2,11,20,204,-56.39687506550946,-0.27645526992896796
s11_session006_run028,2,11,80,226,-230.32899275913954,-1.0191548352174316
s11_session006_run029,2,11,80,226,-260.177720567806,-1.1512288520699379
s11_session006_run030,1,11,40,202,-189.2824925499806,-0.9370420423266366
s12_session001_run001,2,12,20,204,-298.0031571431069,-1.4607997899171905
s12_session001_run002,2,12,10,221,-42.86009045047897,-0.1939370608618958
s12_session001_run003,4,12,80,226,-336.9784718592028,-1.4910551852177114
s12_session001_run004,3,12,80,226,-340.4972045951255,-1.5066247990934756
s12_session001_run005,1,12,40,202,-179.9387675403146,-0.8907859779223495
s12_session002_run006,2,12,80,226,-279.3341946475966,-1.2359920117150291
s12_session002_run007,4,12,80,226,-272.4741162805944,-1.2056376826574973
s12_session002_run008,3,12,40,202,-281.4506639883737,-1.3933201187543254
s12_session002_run009,1,12,10,221,7.146810961421292,0.0323385111376529
s12_session002_run010,4,12,20,204,-92.55258431538824,-0.45368913880092276
s12_session003_run011,3,12,20,204,-85.7137839823154,-0.42016560775644807
s12_session003_run012,1,12,80,226,-336.8822269981497,-1.4906293230006624
s12_session003_run013,4,12,80,226,-337.0813610513998,-1.4915104471300877
s12_session003_run014,4,12,40,202,-243.26806632322607,-1.2042973580357725
s12_session003_run015,3,12,10,221,-61.24165138856997,-0.2771115447446605
s12_session004_run016,3,12,40,202,-180.79795031395648,-0.8950393579898835
s12_session004_run017,1,12,20,204,-61.01523337298406,-0.29909428124011794
s12_session004_run018,1,12,10,221,-86.88411928701323,-0.39314081125345357
s12_session004_run019,3,12,80,226,-276.96086150997576,-1.22549053765476
s12_session004_run020,1,12,80,226,-287.90944852329113,-1.2739356129349164
s12_session005_run021,2,12,80,226,-324.66269687194546,-1.4365606056280773
s12_session005_run022,4,12,10,221,-10.985206043478296,-0.049706814676372384
s12_session005_run023,2,12,20,204,-121.89953603243396,-0.5975467452570292
s12_session005_run024,1,12,40,202,-147.74316897402375,-0.7314018266040779
s12_session005_run025,1,12,80,226,-343.287001640023,-1.5189690338054114
s12_session006_run026,3,12,20,204,-123.7940131817263,-0.6068333979496388
s12_session006_run027,3,12,80,226,-343.97666863609794,-1.5220206576818494
s12_session006_run028,3,12,10,221,-101.81927531630733,-0.46072070278872096
s12_session006_run029,2,12,80,226,-355.8988123244793,-1.574773505860528
s12_session006_run030,2,12,40,202,-238.10919962800347,-1.1787584140000171
